Mã,Ngày,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Đvt,Kho,Số lượng,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,397.71,1898.75533,8253035,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,636.33,1898.75116,13204732,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,795.42,1898.75752,16506070,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,159.08,1898.75128,3301131,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,159.08,1898.75128,3301131,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,318.17,1898.76741,6602470,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,318.17,1898.76741,6602470,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,238.63,1898.78716,4951904,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,397.71,1898.75533,8253035,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,159.08,1898.75128,3301131,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,163.57,1898.75255,3394305,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485813TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,651.74,1898.7526,13524511,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485813TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,81.47,1898.80049,1690616,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485813TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,337.24,1898.75898,6998199,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485084TDMFM,,2215
PX,6/18/2024,PX06/24-0285,Yêu cầu xuất nl cắt  ngày 18/6/2024,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",M,KCU001,84.31,1898.7541,1749550,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485084TDMFM,,2215
PX,6/18/2024,PX06/24-0286,Yêu cầu xuất nl in cuộn ngày 18/6/2024,THACADOW455100110072CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KCU001,77.5,1577.57769,2345227,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0004,LSX06/24-039,BAOBT,,THAIN455CAMDW24.09A,,2215
PX,6/18/2024,PX06/24-0287,Yêu cầu xuất nl in cuộn ngày 18/6/2024,THACAHAR500100110060TRDU,"Cuộn PP, trắng đục, K50cm, MĐ: 10x11, TL: 60g/m.",M,KCU001,483.3,1164.59929,9291639,62115,15514,CTY00001,,Phân xưởng 8,,SO2304-0030,LSX06/23-076,BAOBT,,CMA050074G46.82TD.HAR,,2215
PX,6/18/2024,PX06/24-0288,XUAt nvl theo lsx,THACAUNP175120122574TRDU,"Vải cuộn PP, K175.5cm, MĐ: 12.0x13.0, TL: 574.0g/m. [UNP170gsm]",M,KCU001,270.45,14618.41419,6611324,62116,15514,CTY00001,,Phân xưởng 2 (jumbo),,SO2402-0038,LSX04/24-057,BAOJUMBO,,MANH175125G720TDUNP,,2221
PX,6/18/2024,PX06/24-0288,XUAt nvl theo lsx,THACAUNP175120122574TRDU,"Vải cuộn PP, K175.5cm, MĐ: 12.0x13.0, TL: 574.0g/m. [UNP170gsm]",M,KCU001,5659.28,14031.80234,138344731,62116,15514,CTY00001,,Phân xưởng 2 (jumbo),,SO2402-0038,LSX04/24-057,BAOJUMBO,,MANH175125G720TDUNP,,2221
PX,6/18/2024,PX06/24-0288,XUAt nvl theo lsx,THACAUNP175120122574TRDU,"Vải cuộn PP, K175.5cm, MĐ: 12.0x13.0, TL: 574.0g/m. [UNP170gsm]",M,KCU001,5277.91,14031.79086,129021896,62116,15514,CTY00001,,Phân xưởng 2 (jumbo),,SO2402-0038,LSX04/24-057,BAOJUMBO,,MANH175125G720TDUNP,,2221
PX,6/18/2024,PX06/24-0289,XUAT NVL THEO LSX,THACAUNP109105105091DE00,"Vải manh PP màu đen, khổ 109.5cm, gia cường 2 điểm/mặt, kích thước gia cường 6cm, định vị 4 sợi ID màu trắng, ID: 19.25-6-59-6-19.25 , mật độ 10.5x10.5, dệt caro, trọng lượng 91.16g/m (cũ 91.08g/m)",M,KCU001,578.96,2153.62683,13677684,62116,15514,CTY00001,,Phân xưởng 2 (jumbo),,SO2406-0007,LSX06/24-017,BAOJUMBO,,03CAT-TU001-06-0001THANN,,2221
PX,6/18/2024,PX06/24-0289,XUAT NVL THEO LSX,THACAUNP109105105091DE00,"Vải manh PP màu đen, khổ 109.5cm, gia cường 2 điểm/mặt, kích thước gia cường 6cm, định vị 4 sợi ID màu trắng, ID: 19.25-6-59-6-19.25 , mật độ 10.5x10.5, dệt caro, trọng lượng 91.16g/m (cũ 91.08g/m)",M,KCU001,773.04,2153.62524,18262742,62116,15514,CTY00001,,Phân xưởng 2 (jumbo),,SO2406-0007,LSX06/24-017,BAOJUMBO,,03CAT-TU001-06-0001THAND,,2221
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,KNL002,325,445,11125000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,LOB-HD455068CAMDW24.04A,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,KNL002,260,445,8900000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,LOB-HD455068CAMDW24.05A,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,KNL002,390,445,13350000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0004,LSX06/24-039,BAOBT,,LOB-HD455066VBTDW24.01A1,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,KNL002,78,445,2670000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0004,LSX06/24-039,BAOBT,,LOB-HD455066VBTDW24.01A2,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,KNL002,390,445,13350000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0004,LSX06/24-039,BAOBT,,LOB-HD455066VBTDW24.07A,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,KNL002,195,445,6675000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0004,LSX06/24-039,BAOBT,,LOB-HD455066VBTDW24.10C,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,KNL002,65,445,2225000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,LOB-HD455068VACDW24.05B,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,KNL002,26,445,890000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0004,LSX06/24-039,BAOBT,,LOB-HD455066XLBTDW24.10D,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,KNL002,26,445,890000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0004,LSX06/24-039,BAOBT,,LOB-HD455066XLBTDW24.10E,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,KNL002,722,652,24776000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,LOB-LD455068CAMDW24.02A,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,KNL002,513,652,17604000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,LOB-LD455068CAMDW24.03A,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,KNL002,285,652,9780000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,LOB-LD455068CAMDW24.06A,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,KNL002,190,652,6520000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,LOB-LD455068TDUDW24.06B,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,KNL002,190,652,6520000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,LOB-LD455068VACDW24.06C,,2217C
PX,6/18/2024,PX06/24-0291,Yêu cầu xuất nl lồng bao ngày 18/6/2024,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,KNL002,95,652,3260000,627215,15515,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,LOB-LD455068TDUDW24.03B,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,KNL002,0.9,119910.02,107919,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068CAMDW24.06A,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,KNL002,2.28,119910.02,273395,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068CAMDW24.02A,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,KNL002,1.62,119910.02,194254,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068CAMDW24.03A,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,KNL002,1.5,119910.02,179865,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068CAMDW24.04A,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,KNL002,1.2,119910.02,143892,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068CAMDW24.05A,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,KNL002,0.6,119910.02,71946,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068TDUDW24.06B,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,KNL002,0.3,119910.02,35973,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068VACDW24.05B,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,KNL002,0.6,119910.02,71946,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068VACDW24.06C,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,KNL002,0.42,119910.02,50362,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068XLBTDW24.02B,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,KNL002,0.3,119910.02,35973,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068TDUDW24.03B,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,KNL002,0.6,125000,75000,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068CAMDW24.06A,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,KNL002,1.52,125000,190000,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068CAMDW24.02A,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,KNL002,1.08,125000,135000,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068CAMDW24.03A,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,KNL002,1,125000,125000,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068CAMDW24.04A,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,KNL002,0.8,125000,100000,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068CAMDW24.05A,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,KNL002,0.4,125000,50000,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068TDUDW24.06B,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,KNL002,0.2,125000,25000,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068VACDW24.05B,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,KNL002,0.4,125000,50000,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068VACDW24.06C,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,KNL002,0.28,125000,35000,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068XLBTDW24.02B,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,KNL002,0.2,125000,25000,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0003,LSX06/24-035,BAOBT,,MLD455068TDUDW24.03B,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KNL002,18.45,41065.56,757660,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM.LMBIBL,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KNL002,19.64,41065.56,806528,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM.LMBIGR,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KNL002,11.9,41065.56,488680,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM.LMDIMO,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KNL002,3,41065.56,123197,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KNL002,4.8,41065.56,197115,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KNL002,6,41065.56,246393,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KNL002,1.2,41065.56,49279,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2217C
PX,6/18/2024,PX06/24-0292,Yêu cầu xuất nl chỉ may +dây luồn bao  ngày 18/6/2024,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KNL002,1.2,41065.56,49279,627215,1522,CTY00001,,Phân xưởng 8,,SO2406-0014,LSX06/24-044,BAOBT,,CMA485079TDMFM,,2217C
