Mã,Ngày,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Đvt,Kho,Số lượng,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-SMY1,"Sợi PP denier 940D, bản chỉ 2.91mm (KH Sanmiguel)",KG,KSO001,1798.1,24224.84,43558694,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0042,LSX04/24-014,VAICUON,,0102129004000000,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-SMY2,"Sợi PP denier 950D , bản chỉ 3.33mm (khách hàng San Miguel )",KG,KSO001,3193.7,20854.17,66601948,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0042,LSX04/24-041,VAICUON,,0102129003000000,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-SP31,"Sợi PP màu trắng đục, 880D, 2.55mm",KG,KSO001,640.6,17531.43,11230637,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0008,LSX03/24-058,VAICUON,,THACAPRE500102112084TRDU,,2213
PX,4/23/2024,PX04/24-0361,YÊU CẦU VẢI CẮT INTER 75,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KCU001,412.04,1716.0513,7691136,62115,15514,CTY00001,,Phân xưởng 8,,SO2404-0002,LSX04/24-016,BAOBT,,CMA075118G122INT,,2215
PX,4/23/2024,PX04/24-0361,YÊU CẦU VẢI CẮT INTER 75,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KCU001,624.99,1847.93356,11666060,62115,15514,CTY00001,,Phân xưởng 8,,SO2404-0002,LSX04/24-016,BAOBT,,CMA075118G122INT,,2215
PX,4/23/2024,PX04/24-0361,YÊU CẦU VẢI CẮT INTER 75,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KCU001,624.99,1847.93356,11666060,62115,15514,CTY00001,,Phân xưởng 8,,SO2404-0002,LSX04/24-016,BAOBT,,CMA075118G122INT,,2215
PX,4/23/2024,PX04/24-0361,YÊU CẦU VẢI CẮT INTER 75,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KCU001,624.99,1847.93356,11666060,62115,15514,CTY00001,,Phân xưởng 8,,SO2404-0002,LSX04/24-016,BAOBT,,CMA075118G122INT,,2215
PX,4/23/2024,PX04/24-0361,YÊU CẦU VẢI CẮT INTER 75,THACAINT750100100099TRTA,"Vải cuộn PP, trắng tẩy, K75cm(+1/-0.5), MĐ: 10.0x10.0, TL: 99g/m(+/-3).",M,KCU001,624.99,1847.93356,11666060,62115,15514,CTY00001,,Phân xưởng 8,,SO2404-0002,LSX04/24-016,BAOBT,,CMA075118G122INT,,2215
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KG,KSO001,995.8,22245.58,22152149,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0027,LSX04/24-033,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-DTD-05,"Sợi PP trắng tẩy 630D, bản sợi 2.6mm [36%TC]",KG,KSO001,680.2,15116.04,10281932,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0036,LSX03/24-028,VAICUON,,THACADOW430100110051TD,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-DTD-05,"Sợi PP trắng tẩy 630D, bản sợi 2.6mm [36%TC]",KG,KSO001,90.8,15116.04,1372537,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0036,LSX03/24-028,VAICUON,,THACADOW430100110051TD,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",KG,KSO001,16.3,13075.79,213135,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0020,LSX04/24-034,VAICUON,,0102107006000000,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",KG,KSO001,161.74,13075.79,2114878,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0020,LSX04/24-034,VAICUON,,0102107002000000,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",KG,KSO001,16.3,13075.79,213135,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0020,LSX04/24-034,VAICUON,,0102107006000000,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",KG,KSO001,44,13075.79,575335,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0020,LSX04/24-034,VAICUON,,0102107006000000,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-GL16-4,"Sợi PP, trắng đục, 850D, 2.91mm. [22.7TC] [No Recycled]",KG,KSO001,692,24522.58,16969627,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0010,LSX03/24-039,VAICUON,,THACUHAL570085080735TRDU,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-GL16-4,"Sợi PP, trắng đục, 850D, 2.91mm. [22.7TC] [No Recycled]",KG,KSO001,307.8,24522.58,7548051,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0010,LSX03/24-039,VAICUON,,THACUHAL570085080735TRDU,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",KG,KSO001,1653.6,20633.22,34119097,62114,15512,CTY00001,,Xưởng dệt,,SO2401-0013,LSX03/24-006,VAICUON,,0119109032000000,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-JB24-4,"Sợi PP, trắng UV, 1520D, bản sợi  5.0mm. [1.5%UV MU001D]",KG,KSO001,392,23823.02,9338623,62114,15512,CTY00001,,Xưởng dệt,,SO2311-0007,LSX11/23-017,VAICUON,,THACAUNP175120130480TRDU,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-JB24-4,"Sợi PP, trắng UV, 1520D, bản sợi  5.0mm. [1.5%UV MU001D]",KG,KSO001,43.05,23823.02,1025581,62114,15512,CTY00001,,Xưởng dệt,,SO2311-0007,LSX11/23-017,VAICUON,,THACAUNP175120130480TRDU,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-JB24-5,"Sợi PP, trắng UV, 1520D, bản sợi  5.0mm. [1.5%UV MU001D - 8.5%TC]",KG,KSO001,62.85,27255.62,1713016,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0036,LSX03/24-061,VAICUON,,THACAUNP175120130480TRDU,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-JB25-1,"Sợi PP, trắng UV, 1250D, 2.20mm. [8.5TCJB]",KG,KSO001,428.3,28483.45,12199463,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0037,LSX04/24-053,VAICUON,,THACAUNP175120122546TRDU,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KG,KSO001,2349.4,24903.24,58507666,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0017,LSX04/24-018,VAICUON,,THACUHAL595085080778TRTR,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KG,KSO001,3066.2,13728.34,42093822,62114,15512,CTY00001,,Xưởng dệt,,SO2401-0017,LSX03/24-019,VAICUON,,THACAMEK595100110116TRDU,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-MTD-01,"Sợi PP, trắng đục, 760D, 2.47mm.",KG,KSO001,309,22290.42,6887739,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0064,LSX03/24-064,VAICUON,,THACUASU119100100083TRDU,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-MTD-01,"Sợi PP, trắng đục, 760D, 2.47mm.",KG,KSO001,126.2,22290.42,2813051,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0064,LSX03/24-064,VAICUON,,THACUASU124100100087TRDU,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PR25-MI02,"Sợi PP, 3.3mm, 710D, màu đỏ. [EMH4022 + MF4X/MF5X+20.5%Sủi đỏ]",KG,KSO001,167.04,23812.2,3977590,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER550086080605PR15,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PR26-MI01,"Sợi PP, 3.3mm, 710D, màu vàng. [EMH2014 + MF4X/MF5X+Sủi vàng]",KG,KSO001,75.7,31910.19,2415602,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0002,LSX01/24-053,VAICUON,,THACAPER550086080605PR10,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PR26-MI01,"Sợi PP, 3.3mm, 710D, màu vàng. [EMH2014 + MF4X/MF5X+Sủi vàng]",KG,KSO001,120.6,31910.19,3848369,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0002,LSX01/24-053,VAICUON,,THACAPER550086080605PR15,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PR27-MI,"Sợi PP, 3.3mm, 710D, xanh ngọc. [EMH5022 + MF4X/MF5X]",KG,KSO001,26.96,20689.6,557792,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER450085080495PR48,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PR27-MI,"Sợi PP, 3.3mm, 710D, xanh ngọc. [EMH5022 + MF4X/MF5X]",KG,KSO001,9.1,20689.6,188275,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER450086080495PR20,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PR28-MI,"Sợi PP, màu trắng đục, 710D, 3.30mm. [MI]",KG,KSO001,132.6,21041.64,2790121,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER450086080495PR18,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PR28-MI,"Sợi PP, màu trắng đục, 710D, 3.30mm. [MI]",KG,KSO001,23.2,21041.64,488166,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER450086080495PR17,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PRE1,"Sợi PP, trắng đục, 820D, 2.55mm.",KG,KSO001,80.31,16080.12,1291394,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0010,LSX02/24-027,VAICUON,,THACAPRE710110110110TR50,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PRE1,"Sợi PP, trắng đục, 820D, 2.55mm.",KG,KSO001,37.8,16080.12,607828,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0011,LSX03/24-056,VAICUON,,THACAPRE710110110110TR50,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PRE1,"Sợi PP, trắng đục, 820D, 2.55mm.",KG,KSO001,61,16080.12,980887,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0011,LSX03/24-056,VAICUON,,THACAPRE710110110110TR50,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PRE1,"Sợi PP, trắng đục, 820D, 2.55mm.",KG,KSO001,368.96,16080.12,5932919,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0011,LSX03/24-056,VAICUON,,THACAPRE710110110110TR50,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-PRVA-02MI-01,"Sợi PP, màu vàng, 3.3mm,830D",KG,KSO001,358.1,10071.56,3606627,62114,15512,CTY00001,,Xưởng dệt,,SO2401-0046,LSX03/24-030,VAICUON,,THACAPER560086080069VA00,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-RC3,"Sợi PP màu trắng đục, 940D, 2.50mm, 3.38KgF, 18%, long đền 5.5mm.",KG,KSO001,739.8,17756.66,13136376,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0047,LSX12/23-055,VAICUON,,THACAMFM485100120915TRDU,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-SGX-05,"Sợi PP, 2.60mm, 730D, CAM EMH 33113",KG,KSO001,8.8,30890.32,271835,62114,15512,CTY00001,,Xưởng dệt,,SO2305-0034,LSX06/23-079,VAICUON,,THACUSGX445100094055CA00,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-SW5,"Sợi PP, trắng đục, 810D, 2.55mm. [Non-Recycled]",KG,KSO001,562.7,13026.78,7330167,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0022,LSX12/23-023,VAICUON,,0102125051000000,,2213
PX,4/23/2024,PX04/24-0362,LẤY YCXK ĐÃ DUYỆT XUẤT BÙ NGÀY 23/04/2024,SOI-SW5,"Sợi PP, trắng đục, 810D, 2.55mm. [Non-Recycled]",KG,KSO001,29.7,13026.78,386895,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0022,LSX12/23-023,VAICUON,,0102125051000000,,2213
PX,4/23/2024,PX04/24-0366,YÊU CẦU VẢI IN CUỘN AGRIFEED,THACAAGF560100110069TRDU,"Vải cuộn PP, trắng đục, K56.0cm (+1/-0.5), MĐ: 10x11, TL: 69g/m (+/-2.1).",M,KCU001,2084.5,2021.02861,60756162,62115,15514,CTY00001,,Phân xưởng 8,,SO2403-0027,LSX04/24-033,BAOBT,,THAINAGF056TD.AGRI,,2215
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-JB58,"Sợi PP trắng UV 1600D, bản sợi 5mm [8.5%TC]",KG,KSO001,437.5,28879.93,12634967,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0037,LSX04/24-053,VAICUON,,THACAUNP175120122546TRDU,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR24,"Sợi PP, màu đen, 750D, 3.3mm.",KG,KSO001,1.3,16216.42,21081,62114,15512,CTY00001,,Xưởng dệt,,SO2303-0010,LSX06/23-098,VAICUON,,THACAPER450085080495PR49,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR24,"Sợi PP, màu đen, 750D, 3.3mm.",KG,KSO001,16.14,16216.42,261733,62114,15512,CTY00001,,Xưởng dệt,,SO2303-0010,LSX06/23-098,VAICUON,,THACAPER550086080605PR07,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR24,"Sợi PP, màu đen, 750D, 3.3mm.",KG,KSO001,18.72,16216.42,303571,62114,15512,CTY00001,,Xưởng dệt,,SO2303-0010,LSX06/23-098,VAICUON,,THACAPER550086080605PR08,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR24,"Sợi PP, màu đen, 750D, 3.3mm.",KG,KSO001,18.72,16216.42,303571,62114,15512,CTY00001,,Xưởng dệt,,SO2303-0010,LSX06/23-098,VAICUON,,THACAPER550086080605PR09,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR24,"Sợi PP, màu đen, 750D, 3.3mm.",KG,KSO001,20.76,16216.42,336653,62114,15512,CTY00001,,Xưởng dệt,,SO2303-0010,LSX06/23-098,VAICUON,,THACAPER550086080605PR10,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR24,"Sợi PP, màu đen, 750D, 3.3mm.",KG,KSO001,43.75,16216.42,709468,62114,15512,CTY00001,,Xưởng dệt,,SO2303-0010,LSX06/23-098,VAICUON,,THACAPER550086080605PR11,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR24,"Sợi PP, màu đen, 750D, 3.3mm.",KG,KSO001,52.78,16216.42,855903,62114,15512,CTY00001,,Xưởng dệt,,SO2303-0010,LSX06/23-098,VAICUON,,THACAPER550086080605PR14,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR24,"Sợi PP, màu đen, 750D, 3.3mm.",KG,KSO001,52.78,16216.42,855903,62114,15512,CTY00001,,Xưởng dệt,,SO2303-0010,LSX06/23-098,VAICUON,,THACAPER550086080605PR15,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR24,"Sợi PP, màu đen, 750D, 3.3mm.",KG,KSO001,96.1,16216.42,1558398,62114,15512,CTY00001,,Xưởng dệt,,SO2303-0010,LSX06/23-098,VAICUON,,THACAPER550086080605PR31,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR25-MI02,"Sợi PP, 3.3mm, 710D, màu đỏ. [EMH4022 + MF4X/MF5X+20.5%Sủi đỏ]",KG,KSO001,17.3,23812.2,411951,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER450086080495PR18,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR25-MI02,"Sợi PP, 3.3mm, 710D, màu đỏ. [EMH4022 + MF4X/MF5X+20.5%Sủi đỏ]",KG,KSO001,11.54,23812.2,274793,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER450086080495PR19,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR25-MI02,"Sợi PP, 3.3mm, 710D, màu đỏ. [EMH4022 + MF4X/MF5X+20.5%Sủi đỏ]",KG,KSO001,126.87,23812.2,3021054,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER450086080495PR17,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR25-MI02,"Sợi PP, 3.3mm, 710D, màu đỏ. [EMH4022 + MF4X/MF5X+20.5%Sủi đỏ]",KG,KSO001,3.8,23812.2,90486,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER550086080605PR09,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR25-MI02,"Sợi PP, 3.3mm, 710D, màu đỏ. [EMH4022 + MF4X/MF5X+20.5%Sủi đỏ]",KG,KSO001,63.4,23812.2,1509693,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER550086080605PR11,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-PR25-MI02,"Sợi PP, 3.3mm, 710D, màu đỏ. [EMH4022 + MF4X/MF5X+20.5%Sủi đỏ]",KG,KSO001,63.4,23812.2,1509693,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0016,LSX03/24-066,VAICUON,,THACAPER550086080605PR13,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-RC3,"Sợi PP màu trắng đục, 940D, 2.50mm, 3.38KgF, 18%, long đền 5.5mm.",KG,KSO001,243.5,17756.66,4323746,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0047,LSX12/23-055,VAICUON,,THACAMFM485100120915TRDU,,2213
PX,4/23/2024,PX04/24-0374,Yêu cầu xuất NL Dệt (BS ngày 23/04/2024),SOI-SGX-05,"Sợi PP, 2.60mm, 730D, CAM EMH 33113",KG,KSO001,346.5,30890.32,10703494,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0004,LSX04/24-026,VAICUON,,THACUSGX445100094055CA00,,2213
PX,4/23/2024,PX04/24-0410,Xuất cân quét kho KINH DOANH,0102107002000000,"Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU",M,KKD001,0,29300.67,0,8118,15517,CTY00001,,Nội bộ,,,,,,,,2227
PX,4/23/2024,PX04/24-0410,Xuất cân quét kho KINH DOANH,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KKD001,0,19428.86,0,8118,15514,CTY00001,,Nội bộ,,,,,,,,2227
PX,4/23/2024,PX04/24-0410,Xuất cân quét kho KINH DOANH,0102107008000000,"Vải manh cuộn PP, trắng đục, K120cm, MĐ: 7x7, 900D, caro láng, TL: 68.6g/m. [5000m/cuộn]/THACUECL120070070686TRDU",M,KKD001,0,12027.37,0,8118,15514,CTY00001,,Nội bộ,,,,,,,,2227
XK,4/23/2024,96,Xuất hàng bán cho khách-inv 96,0102107002000000,"Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU",M,,3886.5,0,0,6322,15514,KH020006,,,,SO2403-0029,,,,,,2301
XK,4/23/2024,96,Xuất hàng bán cho khách-inv 96,0102107003000000,"Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU",M,,2661,0,0,6322,15514,KH020006,,,,SO2403-0029,,,,,,2301
XK,4/23/2024,96,Xuất hàng bán cho khách-inv 96,0102107004000000,"Vải manh cuộn PP, trắng đục, K117cm, MĐ: 7x7, 900D, caro láng, TL: 66.5g/m. [5000m/cuộn]/THACUECL117070070665TRDU",M,,1313,0,0,6322,15514,KH020006,,,,SO2403-0029,,,,,,2301
XK,4/23/2024,96,Xuất hàng bán cho khách-inv 96,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,,12804,0,0,6322,15514,KH020006,,,,SO2403-0029,,,,,,2301
XK,4/23/2024,96,Xuất hàng bán cho khách-inv 96,0102107008000000,"Vải manh cuộn PP, trắng đục, K120cm, MĐ: 7x7, 900D, caro láng, TL: 68.6g/m. [5000m/cuộn]/THACUECL120070070686TRDU",M,,4136.5,0,0,6322,15514,KH020006,,,,SO2403-0029,,,,,,2301
XK,4/23/2024,97,"Xuất hàng bán cho khách, INV:097",TPH066099TDMFM.LM9900-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9900. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,,712.4,0,0,6321,15515,KH020004,,,,SO2404-0005,,,,,,2301
XK,4/23/2024,97,"Xuất hàng bán cho khách, INV:097",TPH066099TDMFM.LM9901-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9901. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,,1512.3,0,0,6321,15515,KH020004,,,,SO2404-0005,,,,,,2301
XK,4/23/2024,97,"Xuất hàng bán cho khách, INV:097",TPH066099TDMFM.LM9902-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9902. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,,3374.9,0,0,6321,15515,KH020004,,,,SO2404-0005,,,,,,2301
XK,4/23/2024,97,"Xuất hàng bán cho khách, INV:097",TPH066099TDMFM.LM9902C-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9902C. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,,4004.1,0,0,6321,15515,KH020004,,,,SO2404-0005,,,,,,2301
