Ngày lập đơn,Số yêu cầu,Diễn giải,Yêu cầu mua hàng,Đơn đặt hàng,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Hệ số,Đơn vị tính 2,Số lượng (1),Số lượng (2)
6/26/2024,LN06/24-114,"NHẬN GIA CÔNG HIỆP PHƯỚC
SO2403-0017",,,10TEM-4P003-01-0002,Tem bao Jumbo 4P003-01-0002. [GC Hiệp Phước],Cái,0.0008,KG,82,0.0656
5/14/2024,LN05/24-043,Đề xuất mua VPP Tháng 05.2024 PO05/24-011.,PR24/05-011,PO05/24-011,5300100640000000,Tập SV 200 trang,QUYEN,1,QUYEN,5,5
6/17/2024,LN06/24-063,Vật tư bảo trì thoi và lòng máy dệt. PO06/24-018.,PR24/06-012,PO06/24-018,0904600030000000,Tán thép đen M5,Cái,1,Cái,300,300
5/28/2024,LN05/24-094,DE XUAT MUA DUNG CU VE SINH XUONG BO NGUỒN THAY THẾ VÀO ĐÈN BẮT CÔN TRÙNG) PO01/24-065 VÀ PO05/24-085.,PR24/01-063,PO01/24-065,0904600040000000,Tán thép 6mm,CAI,1,CAI,100,100
6/17/2024,LN06/24-063,Vật tư bảo trì thoi và lòng máy dệt. PO06/24-018.,PR24/06-012,PO06/24-018,0904600040000000,Tán thép 6mm,CAI,1,CAI,300,300
6/17/2024,LN06/24-063,Vật tư bảo trì thoi và lòng máy dệt. PO06/24-018.,PR24/06-012,PO06/24-018,0904600020000000,Tán thép 4mm,CON,1,CON,500,500
6/17/2024,LN06/24-063,Vật tư bảo trì thoi và lòng máy dệt. PO06/24-018.,PR24/06-012,PO06/24-018,0904600340000000,Tán keo M6,CON,1,CON,300,300
6/17/2024,LN06/24-063,Vật tư bảo trì thoi và lòng máy dệt. PO06/24-018.,PR24/06-012,PO06/24-018,0904600290000000,Tán keo M5,CAI,1,CAI,300,300
4/13/2024,LN04/24-065,Vật Tư chuyển VP bán TP lên Trên Lầu PO03/24-044.,PR24/03-039,PO03/24-044,0911100490000000,Tấm thạch cao,TAM,1,TAM,23,23
5/31/2024,LN05/24-127,"Vật tư sửa chữa bồn bộ chia nước vào máy sợi phân xưởng 1, PO03/24-032 VÀ PO05/24-044/073/091.",PR24/03-029,PO03/24-032,0901400130000000,tấm simeli lót máy in,M,1,M,10,10
5/27/2024,LN05/24-090,"Mua cục chêm cuộn PO03/24-081 VÀ PO04/24-=045 , PO05/24-007.",PR24/03-078,PO03/24-081,09111000910000000,Tấm cao su lót sợi 400x5mm,M,1,M,60,60
6/5/2024,LN06/24-008,Vật tư bảo trì máy nén khí SA15A. PO05/24-082.,PR24/05-071,PO05/24-082,0912600020000000,Tách Dầu SA15A FUSHENG,CAI,1,CAI,1,1
4/4/2024,LN04/24-016,Vật tư bảo trì thay thế cho máy nén khí SA37A và máy nén khí Kingpower. PO03/24-072.,PR24/03-070,PO03/24-072,0912600040000000,Tách dầu King Power mã 210171003,CAI,1,CAI,1,1
4/23/2024,LN04/24-068,Đặt khắc bản in cao su PO04/24-041/059,PR24/04-045,PO04/24-041,5200117500000000,STANDLEE-UNIPACK,CM2,1,CM2,3820,3820
4/23/2024,LN04/24-070,Đặt khắc bản in cao su PO04/24-041.,PR24/04-037,PO04/24-041,5200117800000000,STANDLEE-UNIPACK,CM2,1,CM2,3251,3251
4/23/2024,LN04/24-071,Đặt khắc bản in Polime PO04/24-060.,PR24/04-046,PO04/24-060,5200117800000000,STANDLEE-UNIPACK,CM2,1,CM2,2631,2631
4/29/2024,LN04/24-127,ĐẶT KHẮC BẢN IN CAO SU PO03/24-061 VÀ PO04/24-077.,PR24/04-070,PO04/24-077,5200117800000000,STANDLEE-UNIPACK,CM2,1,CM2,2624,2624
6/25/2024,LN06/24-108,Đặt khắc bản n cao su PO06/24-073.,PR24/06-070,PO06/24-073,5200117500000000,STANDLEE-UNIPACK,CM2,1,CM2,2460,2460
6/29/2024,LN06/24-129,Đặt khắc bản in cao su PO24/07-001.,PR24/07-001,PO07/24-001,5200117500000000,STANDLEE-UNIPACK,CM2,1,CM2,2511,2511
6/11/2024,LN06/24-044,Đặt khắc bản in cao su PO06/24-024.,PR24/06-019,PO06/24-024,5200106970000000,SPIII,CM2,1,CM2,3282.5,3282.5
4/23/2024,LN04/24-070,Đặt khắc bản in cao su PO04/24-041.,PR24/04-045,PO04/24-041,52001051230000000,SPB-25KG,CM2,1,CM2,6140,6140
4/23/2024,LN04/24-072,Đặt khắc bản in Polime PO04/24-059.,PR24/04-060,PO04/24-059,520011820000000,SP8-25KG,CM2,1,CM2,6318,6318
4/27/2024,LN04/24-118,Vật Tư chuyển VP bán TP lên Trên Lầu PO03/24-044,PR24/03-039,PO03/24-044,0904500020000000,Sơn tường Màu Trắng Xám 18L/thùng,Lít,1,THUNG,17,17
4/13/2024,LN04/24-063,Vật Tư chuyển văn phòng BTP lên lầu (A Hải) PO04/24-005.,PR24/04-004,PO04/24-005,0904500410000000,Sơn lót tường 5L/Thùng.,KG,1,THUNG,21,21
5/27/2024,LN05/24-089,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) PO04/24-012/045/052/079 VÀ PO05/24-002/007/035/044.,PR24/04-053,PO04/24-052,0904500190000000,Sơn dầu Bạch tuyết màu xanh dương 3kg/thùng,THUNG,1,THUNG,1,1
5/27/2024,LN05/24-089,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) PO04/24-012/045/052/079 VÀ PO05/24-002/007/035/044.,PR24/04-071,PO04/24-079,0904500300000000,Sơn dầu bạch tuyết màu đỏ cam 3kg/thùng.,THUNG,1,THUNG,1,1
5/27/2024,LN05/24-087,Bao lồng KCP PO03/24-052 VÀ PO05/24-044/073.,PR24/05-062,PO05/24-073,0902210500000000,Solid staterelay ST5-5DD,CAI,1,CA,1,1
5/31/2024,LN05/24-127,"Vật tư sửa chữa bồn bộ chia nước vào máy sợi phân xưởng 1, PO03/24-032 VÀ PO05/24-044/073/091.",PR24/05-077,PO05/24-091,0902210500000000,Solid staterelay ST5-5DD,CAI,1,CA,2,2
6/17/2024,LN06/24-064,DÂY CỘT BAO Hạt Taical kéo sợi Hạt phụ gia MV8C (Châu Âu) V....v..... Po05/24-091 và PO06/24-025/036/042.,PR24/06-040,PO06/24-042,0903900560000000,SOLENOI Vanle RCS2406-DC-24V,Cái,1,Cái,10,10
5/21/2024,LN05/24-067,Vật Tư Trồng cây xanh (Anh VŨ) PO05/24-038.,PR24/05-030,PO05/24-038,5300101542000000,Sơ dừa,BAO,1,BAO,20,20
5/29/2024,LN05/24-113,Vật Tư Trồng Cây Từ X3-X7 PO05/24-095.,PR24/05-079,PO05/24-095,5300101542000000,Sơ dừa,BAO,1,BAO,100,100
6/5/2024,LN06/24-010,Vật Tư Cắt Kính PO05/24-075. VT LÀM MÁI HIÊN TRƯỚC CỬA X01.,PR24/05-064,PO05/24-075,0913000010000000,Silicol trong,LO,1,LO,10,10
5/28/2024,LN05/24-097,Vật tư sử dụng cho máy sợi LOHIA-2. PO05/24-081.,PR24/05-070,PO05/24-081,5200106900000000,SFM99,CM2,1,CM2,2382,2382
5/31/2024,LN05/24-124,Đặt khắc bản in cao su PO05/24-103/109,PR24/05-077,PO05/24-109,0905600350000000,Sesor Banner - S18-2VNDl-2M,CAI,1,CAI,2,2
4/9/2024,LN04/24-039,"Vật tư sử dụng sửa chữa máy móc thiết bị phục vụ sản xuất, PO03/24-022.",PR24/03-018,PO03/24-022,0905600210000000,Sensor VL18-4N3712 (6013612),Cái,1,Cái,2,2
6/17/2024,LN06/24-064,DÂY CỘT BAO Hạt Taical kéo sợi Hạt phụ gia MV8C (Châu Âu) V....v..... Po05/24-091 và PO06/24-025/036/042.,PR24/06-022,PO06/24-025,0905600071000000,SÊN ĐƠN 50,HOP,1,HOP,5,5
5/27/2024,LN05/24-089,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) PO04/24-012/045/052/079 VÀ PO05/24-002/007/035/044.,PR24/04-015,PO04/24-012,0905600040000000,SÊN ĐƠN 40,CAI,1,CAI,5,5
6/25/2024,LN06/24-113,Vật tư bảo trì thoi và lòng máy dệt. PO06/24-018/059/064/070/082.,PR24/06-085,PO06/24-082,0905600020000000,Sên đôi 50 DAIICHI,HOP,1,HOP,2,2
5/27/2024,LN05/24-089,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) PO04/24-012/045/052/079 VÀ PO05/24-002/007/035/044.,PR24/04-015,PO04/24-012,0904600380000000,Sên 3 - 40,HOP,1,HOP,2,2
4/29/2024,LN04/24-126,Đặt khắc bản in cao su PO04/27-077.,PR24/04-069,PO04/24-077,5200106860000000,SEMOLINA 25KG,CM2,1,CM2,7076,7076
6/11/2024,LN06/24-042,Đặt khắc bản in cao su PO06/24-024.,PR24/06-019,PO06/24-024,5200106860000000,SEMOLINA 25KG,CM2,1,CM2,5758,5758
6/24/2024,LN06/24-106,Vật tư thay thế sửa chữa máy móc thiết bị phục vụ sản xuất. PO06/24-070/075.,PR24/06-065,PO06/24-070,0905500280000000,Sắt v40x40x5mm,CAY,1,CAY,3,3
6/5/2024,LN06/24-010,Vật Tư Cắt Kính PO05/24-075. VT LÀM MÁI HIÊN TRƯỚC CỬA X01.,PR24/05-064,PO05/24-075,0905502200000000,Sắt I 10x6m,CAY,1,CAY,5,5
4/4/2024,LN04/24-020,Vật Tư chuyển văn phòng BTP lên lầu (A Hải) PO04/24-005.,PR24/04-004,PO04/24-005,0905500500000000,"Sắt hộp vuông 30x30mm dày 1,4mm",CAY,1,CAY,5,5
4/4/2024,LN04/24-020,Vật Tư chuyển văn phòng BTP lên lầu (A Hải) PO04/24-005.,PR24/04-004,PO04/24-005,0905500940000000,Sắt hộp tráng kẽm 30x60x1.8mm. - Dài 6000mm,CAY,1,CAY,10,10
6/24/2024,LN06/24-106,Vật tư thay thế sửa chữa máy móc thiết bị phục vụ sản xuất. PO06/24-070/075.,PR24/06-065,PO06/24-070,0905500940000000,Sắt hộp tráng kẽm 30x60x1.8mm. - Dài 6000mm,CAY,1,CAY,3,3
4/4/2024,LN04/24-020,Vật Tư chuyển văn phòng BTP lên lầu (A Hải) PO04/24-005.,PR24/04-004,PO04/24-005,0905500950000000,Sắt hộp tráng kẽm 30x60x1.4mm,CAY,1,CAY,60,60
4/4/2024,LN04/24-018,Bao lồng KCP PO03/24-052/067 VÀ PO04/24-012.,PR24/03-072,PO03/24-067,0905500520000000,Sắt hộp tráng kẽm 30x30 x1.8,CAY,1,CAY,5,5
4/25/2024,LN04/24-107,Vật tư làm kệ mẫu theo đề xuất Bộ phận BTP. PO04/24-052,PR24/04-053,PO04/24-052,0905500900000000,Sắt hộp tráng kẽm 25x25 - 1.5mm - dài 6000mm.,CAY,1,CAY,17,17
6/5/2024,LN06/24-010,Vật Tư Cắt Kính PO05/24-075. VT LÀM MÁI HIÊN TRƯỚC CỬA X01.,PR24/05-064,PO05/24-075,0905502300000000,Sắt chữ C 50x100 x6m,CAY,1,CAY,36,36
4/26/2024,LN04/24-114,Vật Tư làm khuôn viên và Nhà chưa rác thải nguy hại PO04/24-044.,PR24/04-035,PO04/24-044,0905502080000000,Sắt  la 18x3mm,CAY,1,CAY,6,6
4/26/2024,LN04/24-114,Vật Tư làm khuôn viên và Nhà chưa rác thải nguy hại PO04/24-044.,PR24/04-035,PO04/24-044,0905502070000000,Sắt  hộp 14x14x6mm,CAY,1,CAY,3,3
6/7/2024,LN06/24-026,Vật tư sửa chữa đầu lưới và miệng khuôn máy sợi LH2. PO06/24-019.,PR24/06-015,PO06/24-019,0901900780000000,Sáp đánh bóng kim loại COROLLA.,CUC,1,CUC,2,2
4/27/2024,LN04/24-118,Vật Tư chuyển VP bán TP lên Trên Lầu PO03/24-044,PR24/03-039,PO03/24-044,0902202760000000,Rulô lăn sơn 10cm,Cây,1,Cây,2,2
5/28/2024,LN05/24-099,Đặt khắc bản in cao su PO05/24-061.,PR24/05-048,PO05/24-061,52001198000000,R-PS-INTCO,CM2,1,CM2,3923,3923
5/14/2024,LN05/24-035,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất. PO05/24-008.,PR24/05-008,PO05/24-008,0902200230000000,Rơ le trung gian SCHNEIDER RXM4GB1P7 220VAC 14 chân dẹt 3A,CAI,1,CAI,10,10
4/23/2024,LN04/24-083,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRIFEED LÂN 1 : SO2403-0027 PO04/24-051.,PR24/04-057,PO04/24-051,MDM-RELEXBLUEC,RELEXBLUE C,KG,1,KG,100,100
4/24/2024,LN04/24-104,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRIFEED LẦN 2 : SO2403-0027 PO04/24-058.,PR24/04-061,PO04/24-058,MDM-RELEXBLUEC,RELEXBLUE C,KG,1,KG,100,100
5/6/2024,LN05/24-012,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRIFEED + MEKONG : SO2403-0027 PO05/24-005.,PR24/05-004,PO05/24-005,MDM-RELEXBLUEC,RELEXBLUE C,KG,1,KG,150,150
5/17/2024,LN05/24-064,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG SABAH + KCP + MOLINERA :SO2405-0019+SO2403-0062+SO2403-0045 PO05/24-058.,PR24/05-045,PO05/24-058,MDM-RELEXBLUEC,RELEXBLUE C,KG,1,KG,100,100
6/5/2024,LN06/24-012,ĐẶT MỰC IN CHO CÔNG ĐOẠN IN PO06/24-003.,PR24/06-002,PO06/24-003,MDM-RELEXBLUEC,RELEXBLUE C,KG,1,KG,250,250
6/11/2024,LN06/24-039,ĐẶT MỰC IN CHO CÔNG ĐOẠN IN PO06/24-023.,PR24/06-018,PO06/24-023,MDM-RELEXBLUEC,RELEXBLUE C,KG,1,KG,100,100
6/11/2024,LN06/24-044,Đặt khắc bản in cao su PO06/24-024.,PR24/06-019,PO06/24-024,5200106660000000,Red Rose,CM2,1,CM2,3282.5,3282.5
5/28/2024,LN05/24-100,Đặt khắc bản in cao su PO05/24-057/061.,PR24/05-044,PO05/24-057,5200106640000000,Red Horse Non Ada,CM2,1,CM2,7300,7300
4/23/2024,LN04/24-068,Đặt khắc bản in cao su PO04/24-041/059,PR24/04-037,PO04/24-041,5200106620000000,Red Horse,CM2,1,CM2,3485,3485
5/28/2024,LN05/24-100,Đặt khắc bản in cao su PO05/24-057/061.,PR24/05-044,PO05/24-057,5200106620000000,Red Horse,CM2,1,CM2,4546,4546
6/11/2024,LN06/24-043,Đặt khắc bản in cao su PO06/24-024.,PR24/06-020,PO06/24-024,5200106600000000,Red Globe,CM2,1,CM2,3192,3192
5/15/2024,LN05/24-053,Đặt khắc bản in cao su PO05/24-024.,PR24/05-022,PO05/24-024,5200106590000000,Red Bicycle,CM2,1,CM2,7715,7715
6/11/2024,LN06/24-044,Đặt khắc bản in cao su PO06/24-024.,PR24/06-019,PO06/24-024,5200106590000000,Red Bicycle,CM2,1,CM2,3282.5,3282.5
4/23/2024,LN04/24-072,Đặt khắc bản in Polime PO04/24-059.,PR24/04-060,PO04/24-059,5200106560000000,Rama 99,CM2,1,CM2,4605,4605
4/23/2024,LN04/24-067,Đặt khắc bản in Polime PO04/24-059.,PR24/04-060,PO04/24-059,5200106510000000,Rama 128,CM2,1,CM2,1262,1262
4/23/2024,LN04/24-072,Đặt khắc bản in Polime PO04/24-059.,PR24/04-060,PO04/24-059,5200106510000000,Rama 128,CM2,1,CM2,1262,1262
5/15/2024,LN05/24-051,Đặt khắc bản in cao su PO05/24-047. ĐỀ NGHỊ NK MAKA AQUA 34 THEO SỐ THỰC NHẬN: 10.185 CM),PR24/05-038,PO05/24-047,5200106510000000,Rama 128,CM2,1,CM2,3424,3424
4/4/2024,LN04/24-020,Vật Tư chuyển văn phòng BTP lên lầu (A Hải) PO04/24-005.,PR24/04-004,PO04/24-005,5200110160000000,"Que Hàn Sắt 2,5",Hộp,1,H?p,5,5
4/25/2024,LN04/24-107,Vật tư làm kệ mẫu theo đề xuất Bộ phận BTP. PO04/24-052,PR24/04-053,PO04/24-052,5200110160000000,"Que Hàn Sắt 2,5",Hộp,1,H?p,4,4
6/5/2024,LN06/24-010,Vật Tư Cắt Kính PO05/24-075. VT LÀM MÁI HIÊN TRƯỚC CỬA X01.,PR24/05-064,PO05/24-075,5200110160000000,"Que Hàn Sắt 2,5",Hộp,1,H?p,4,4
4/4/2024,LN04/24-015,Bao lồng KCP PO03/24-052/056.,PR24/03-044,PO03/24-052,5200110210000000,QUẠT VUÔNG GH12038HSL.,CAI,1,CAI,20,20
6/7/2024,LN06/24-022,Vật tư sử dụng của máy thổi theo đề xuất. PO06/24-012.,PR24/06-007,PO06/24-012,5200110210000000,QUẠT VUÔNG GH12038HSL.,CAI,1,CAI,10,10
5/14/2024,LN05/24-036,DÂY CỘT BAO Hạt nhựa PP kéo sợi - T03 PO03/24-012/067/081 VÀ PO04/24-045/054.,PR24/03-071,PO03/24-067,5200111310000000,"Quạt hút EBMPAPST 614NHHR, 24VDC, 60x60x25mm",CAI,1,CAI,10,10
5/8/2024,LN05/24-021,Đặt khắc bản in cao su PO05/24-016. ĐỀ NGHỊ NK THEO SL THỰC NHẬN 9902C LUMUT: 10904 CM.,PR24/05-013,PO05/24-016,5200117400000000,PLANTERS HAY-UNIPACK,CM2,1,CM2,2897,2897
4/23/2024,LN04/24-069,Đặt khắc bản in cao su PO04/24-041.,PR24/04-037,PO04/24-041,520011790000000,PLANTERS HAY,CM2,1,CM2,3015,3015
5/28/2024,LN05/24-100,Đặt khắc bản in cao su PO05/24-057/061.,PR24/05-048,PO05/24-061,520011790000000,PLANTERS HAY,CM2,1,CM2,2802,2802
6/21/2024,LN06/24-100,Đặt khắc bản in polime PO06/24-061.,PR24/06-058,PO06/24-061,520011790000000,PLANTERS HAY,CM2,1,CM2,2024,2024
5/28/2024,LN05/24-099,Đặt khắc bản in cao su PO05/24-061.,PR24/05-048,PO05/24-061,5200106340000000,Pink Horse,CM2,1,CM2,3781,3781
5/30/2024,LN05/24-120,Đặt khắc bản in cao su PO05/24-102.,PR24/05-081,PO05/24-102,5200106330000000,Pink Globe,CM2,1,CM2,6652,6652
5/30/2024,LN05/24-119,"Vật tư sử dụng của bộ phận BTP, theo đề xuất. PO04/24-045.",PR24/04-036,PO04/24-045,0914700090000000,Pin máy máy bao TMD GK9-900,CAI,1,CAI,1,1
5/23/2024,LN05/24-078,Vật tư lắp đặt cho máy cắt máy AUTO phân xưởng 8. Theo đề xuất. PO04/24-030.,PR24/04-028,PO04/24-030,0914700010000000,PIN AAA ,Cái,1,Cái,30,30
5/17/2024,LN05/24-064,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG SABAH + KCP + MOLINERA :SO2405-0019+SO2403-0062+SO2403-0045 PO05/24-058.,PR24/05-045,PO05/24-058,MDM-PGTB,Phụ Gia Tăng Bám,KG,1,KG,25,25
6/7/2024,LN06/24-022,Vật tư sử dụng của máy thổi theo đề xuất. PO06/24-012.,PR24/06-007,PO06/24-012,090570221000000,Phớt DH03 18x26 - 4.5/6,CAI,1,CAI,5,5
5/27/2024,LN05/24-089,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) PO04/24-012/045/052/079 VÀ PO05/24-002/007/035/044.,PR24/04-012,PO04/24-012,090570217000000,Phớt dầu UHS 25x33x5mm.,CAI,1,CAI,5,5
5/27/2024,LN05/24-089,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) PO04/24-012/045/052/079 VÀ PO05/24-002/007/035/044.,PR24/04-012,PO04/24-012,090570218000000,Phớt dầu DHS 25x33x45/6mm,CAI,1,CAI,5,5
5/27/2024,LN05/24-089,Băng keo Phản Quang Hạt nhựa PP kéo sợi - T03 Hạt tẩy trắng quang học OP10 (Đại Á) Hạt taical thổi HDPE IF-PE114C7 (Đại Á) PO04/24-012/045/052/079 VÀ PO05/24-002/007/035/044.,PR24/05-007,PO05/24-007,0905700160000000,PHỚT 20X35,CAI,1,CAI,20,20
6/6/2024,LN06/24-018,"Vật tư chuyến máy bơm văn phòng mới và vật tư sửa chữa máy móc thiết bị phục vụ sản xuất, PO03/24-056 VÀ PO05/24-044/091.",PR24/03-052,PO03/24-056,0905700870000000,PHỚT 15x27 x7 mm,Cái,1,Cái,20,20
5/31/2024,LN05/24-127,"Vật tư sửa chữa bồn bộ chia nước vào máy sợi phân xưởng 1, PO03/24-032 VÀ PO05/24-044/073/091.",PR24/05-077,PO05/24-091,0910700040000000,Phôi Thau vuông 40x40x1000mm,CAY,1,CAY,1,1
5/31/2024,LN05/24-124,Đặt khắc bản in cao su PO05/24-103/109,PR24/05-081,PO05/24-103,0915700050000000,"PHIM DÁN BẢNG IN MÁY IN OLGER  (Qui cách: khổ rộng 1200 mm,độ dày 0.15mm )",KG,1,KG,50,50
4/3/2024,LN04/24-010,"Vật tư chuyến máy bơm văn phòng mới và vật tư sửa chữa máy móc thiết bị phục vụ sản xuất, PO03/24-032/056.",PR24/03-029,PO03/24-032,0915700030000000,"PHIM DÁN BẢNG IN MÁY IN CÁI (Qui cách: khổ rộng 800 mm, độ dày fim 0.1 mm)",M,1,M,500,500
5/14/2024,LN05/24-038,"Vật tư sử dụng của bộ phận BTP, theo đề xuất. PO04/24-045 VÀ PO05/24-035.",PR24/04-038,PO04/24-045,0915700030000000,"PHIM DÁN BẢNG IN MÁY IN CÁI (Qui cách: khổ rộng 800 mm, độ dày fim 0.1 mm)",M,1,M,500,500
5/14/2024,LN05/24-038,"Vật tư sử dụng của bộ phận BTP, theo đề xuất. PO04/24-045 VÀ PO05/24-035.",PR24/05-029,PO05/24-035,0915700030000000,"PHIM DÁN BẢNG IN MÁY IN CÁI (Qui cách: khổ rộng 800 mm, độ dày fim 0.1 mm)",M,1,M,75,75
6/17/2024,LN06/24-063,Vật tư bảo trì thoi và lòng máy dệt. PO06/24-018.,PR24/06-012,PO06/24-018,0906300120000000,PHE TRONG PHI 29,Cái,1,Cái,1000,1000
5/14/2024,LN05/24-035,Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất. PO05/24-008.,PR24/05-008,PO05/24-008,0902207090000000,PHAO ĐiỆN 220V-15A,Cái,1,Cái,2,2
5/21/2024,LN05/24-067,Vật Tư Trồng cây xanh (Anh VŨ) PO05/24-038.,PR24/05-030,PO05/24-038,0913900161000000,Phân Bò,BAO,1,BAO,20,20
5/15/2024,LN05/24-053,Đặt khắc bản in cao su PO05/24-024.,PR24/05-022,PO05/24-024,5200106280000000,PEACHES,CM2,1,CM2,1069,1069
4/5/2024,LN04/24-025,Mua vải lau phục vụ sản xuất+ Và dầu cho xe nâng tháng 4 PO04/23-003.,PR24/04-006,PO04/24-003,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,1,CAI,70,70
4/25/2024,LN04/24-106,PALLET GỖ Hạt nhựa PP kéo sợi. Hạt Taical kéo sợi Jumbo. PO04/24-046,PR24/04-047,PO04/24-046,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,1,CAI,40,40
5/15/2024,LN05/24-048,Pallet PO04/24-070.,PR24/04-067,PO04/24-070,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,1,CAI,40,40
5/21/2024,LN05/24-069,SO2404-0034 - UNIPACK PO04/24-076,PR24/04-068,PO04/24-076,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,1,CAI,20,20
6/29/2024,LN06/24-126,HAT-MVCA-2014 HAT-EMPP-MF HAT-EMH77197 HAT-EMPE0033K HAT-TACKS-JB HAT-UV881C BAO-048075G13HDPE.DW BAO-048075G19LDPE.DW PO06/24-053/076.,PR24/06-044,PO06/24-053,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,1,CAI,40,40
6/29/2024,LN06/24-126,HAT-MVCA-2014 HAT-EMPP-MF HAT-EMH77197 HAT-EMPE0033K HAT-TACKS-JB HAT-UV881C BAO-048075G13HDPE.DW BAO-048075G19LDPE.DW PO06/24-053/076.,PR24/06-075,PO06/24-076,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,1,CAI,40,40
5/15/2024,LN05/24-048,Pallet PO04/24-070.,PR24/04-067,PO04/24-070,9045002440000000,Pallet gỗ kích thước WxLxH: 105.0x105.0x15.0cm; TL: 18-25kg/cái,Cái,1,Cái,44,44
4/25/2024,LN04/24-106,PALLET GỖ Hạt nhựa PP kéo sợi. Hạt Taical kéo sợi Jumbo. PO04/24-046,PR24/04-047,PO04/24-046,5200110040000000,"Pallet gỗ 1.1mx1.1mx.0.15m pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",Cái,1,Cái,40,40
5/15/2024,LN05/24-048,Pallet PO04/24-070.,PR24/04-067,PO04/24-070,5200110040000000,"Pallet gỗ 1.1mx1.1mx.0.15m pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",Cái,1,Cái,40,40
6/18/2024,LN06/24-074,"Ống giấy cũ dài trên 135cm. Chỉ may PP 900D, màu trắng không tẩy Hạt phụ gia MV8C (Châu Âu) Hạt nhựa PP M9600 Pallet gỗ 1.1m PO06/24-027",PR24/06-023,PO06/24-027,5200110040000000,"Pallet gỗ 1.1mx1.1mx.0.15m pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",Cái,1,Cái,70,70
