Mã phi?u,Ng??i t?o,Ngày t?o,Mã yêu c?u,Mã v?t t?,Tên v?t t?,?vt (01),S? L??NG (01),?VT (02),S? L??NG (02),NGÀY C?N,Ti?n t?,??n giá,Ti?n thu?,T?ng ti?n,Mã NCC,Tên NCC
PO06/23-078,Y Nghe Knul,6/17/2023,PR23/05-0067,0919600820000000,Kh?p n?i r?ng v? thép - 1 ??u l? c?t phi 42mm - 1 ??u l? c?t phi 40mm - then 10x5mm,BO,2,BO,2,,VND,1450000,0,2900000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-078,Y Nghe Knul,6/17/2023,PR23/05-0067,0919600830000000,Kh?p n?i r?ng v? thép - 1 ??u l? c?t phi 32mm - 1 ??u l? c?t phi 38mm - then 10x5mm,BO,2,BO,2,,VND,1450000,0,2900000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-077,Y Nghe Knul,6/17/2023,,0924400040000000,KHÓA SÊN ?ÔI 40.,CAI,40,CAI,40,,VND,7000,28000,280000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-054,Y Nghe Knul,6/14/2023,,0904600340000000,Tán keo M6,CON,500,CON,500,,VND,500,25000,250000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/24-018,Nguy?n Th? ?ào,6/7/2024,PR24/06-012,0904600340000000,Tán keo M6,CON,300,CON,300,,VND,410,0,123000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-054,Y Nghe Knul,6/14/2023,,0904600350000000,Bulong M5x20,CON,250,CON,250,,VND,400,10000,100000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-054,Y Nghe Knul,6/14/2023,,0904600360000000,Bulong M5x10,CON,250,CON,250,,VND,500,12500,125000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-054,Y Nghe Knul,6/14/2023,,0904600370000000,Bulong M6x10,CON,250,CON,250,,VND,500,12500,125000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-077,Y Nghe Knul,6/17/2023,,0904600380000000,Sên 3 - 40,HOP,5,HOP,5,,VND,740000,370000,3700000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO04/24-012,Nguy?n Th? ?ào,4/4/2024,PR24/04-015,0904600380000000,Sên 3 - 40,HOP,2,HOP,2,,VND,980000,0,1960000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-054,Y Nghe Knul,6/14/2023,,0904600400000000,Súng x?t h?i cán nh?a cao c?p AK - 1016 - vòi dài,CAI,20,CAI,20,,VND,70000,140000,1400000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-092,Y Nghe Knul,8/28/2023,PR23/05-0077,0904600410000000,Bánh nh?a th?ng càng bù máy d?t Hengly ( mã: 850 x 6-02.10-3 ),CAI,100,CAI,100,,USD,1.97,0,197,NCC020015,"CÔNG TY CHANGZHOU HENGLI MACHINERY CO., LTD"
PO06/23-054,Y Nghe Knul,6/14/2023,,5200111190000000,Vòng sin phi ngoài 40 x 2mm,CAI,60,CAI,60,,VND,4000,24000,240000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-081,Y Nghe Knul,6/17/2023,,0919600840000000,"Buly 2 rãnh - b?n B - phi 127mm , c?t phi 32 - then 10x5mm",CAI,1,CAI,1,,VND,630000,63000,630000,NCC010056,CÔNG TY TNHH C? KHÍ DAO C?T THANH HÙNG
PO06/23-081,Y Nghe Knul,6/17/2023,,0919600850000000,"Buly 1 rãnh - b?n B - phi 160mm , c?t phi 25 - then 8x4",CAI,1,CAI,1,,VND,730000,73000,730000,NCC010056,CÔNG TY TNHH C? KHÍ DAO C?T THANH HÙNG
PO06/23-081,Y Nghe Knul,6/17/2023,,0919600860000000,Dao c? ??nh c?t h?t 103 x 160 x 10mm ( GC theo b?n v? ),CAI,1,CAI,1,,VND,850000,85000,850000,NCC010056,CÔNG TY TNHH C? KHÍ DAO C?T THANH HÙNG
PO06/23-081,Y Nghe Knul,6/17/2023,,0919600870000000,Bánh r?ng M=2.5 ; Z=23 phi 62 x 20mm - c?t phi 25 - then 8x4,CAI,1,CAI,1,,VND,410000,41000,410000,NCC010056,CÔNG TY TNHH C? KHÍ DAO C?T THANH HÙNG
PO06/23-081,Y Nghe Knul,6/17/2023,,0919600880000000,Bánh r?ng M=2.5 ; Z=18 phi 51 x 20mm - c?t phi 22 - then 8x4,CAI,1,CAI,1,,VND,380000,38000,380000,NCC010056,CÔNG TY TNHH C? KHÍ DAO C?T THANH HÙNG
PO05/23-144,Y Nghe Knul,5/26/2023,PR24/05-0076,0906200870000000,?NG L?N ?AI DÀI LH (NOVA6+LSL6) (Nova6 076509),CAI,400,CAI,400,,VND,1,40,400,NCC010017,CÔNG TY TNHH V? MINH T?I TP.HCM - CN TP. HCM
PO07/23-042,Y Nghe Knul,7/14/2023,,0906200870000000,?NG L?N ?AI DÀI LH (NOVA6+LSL6) (Nova6 076509),CAI,400,CAI,400,,USD,0.42,0,168,NCC020003,CÔNG TY LOHIA GLOBAL SOLUTIONS
PO07/23-042,Y Nghe Knul,7/14/2023,,0906200880000000,?NG L?N ?AI NG?N LH mã LSL6074824,CAI,200,CAI,200,,USD,0.46,0,92,NCC020003,CÔNG TY LOHIA GLOBAL SOLUTIONS
PO05/23-144,Y Nghe Knul,5/26/2023,PR24/05-0076,0906200880000000,?NG L?N ?AI NG?N LH mã LSL6074824,CAI,200,CAI,200,,VND,1,20,200,NCC010017,CÔNG TY TNHH V? MINH T?I TP.HCM - CN TP. HCM
PO07/24-016,Thái Nguy?n Minh Quy?t,7/5/2024,PR24/06-022,0906200880000000,?NG L?N ?AI NG?N LH mã LSL6074824,CAI,100,CAI,100,,VND,1,0,100,NCC020009,CÔNG TY LOHIA CORP LIMITED
PO05/23-144,Y Nghe Knul,5/26/2023,PR24/05-0076,0923800010000000,K?P ?AI NGOÀI LOHIA (Nova6 076513),CAI,100,CAI,100,,VND,1,10,100,NCC010017,CÔNG TY TNHH V? MINH T?I TP.HCM - CN TP. HCM
PO07/23-042,Y Nghe Knul,7/14/2023,,0923800010000000,K?P ?AI NGOÀI LOHIA (Nova6 076513),CAI,100,CAI,100,,USD,3.15,0,315,NCC020003,CÔNG TY LOHIA GLOBAL SOLUTIONS
PO07/23-042,Y Nghe Knul,7/14/2023,,0901900320000000,BÁNH XE CAM LSL (CAM ROLLER-S DIA-45mm) mã: LSL6 062506,CAI,600,CAI,600,,USD,1.2,0,720,NCC020003,CÔNG TY LOHIA GLOBAL SOLUTIONS
PO08/23-025,Nguy?n Th? ?ào,8/5/2023,PR23/08-011,0901900320000000,BÁNH XE CAM LSL (CAM ROLLER-S DIA-45mm) mã: LSL6 062506,CAI,50,CAI,50,,USD,1.09,0,54.5,NCC020018,CÔNG TY PERFECT BELTS PRIVATE LIMITED
PO05/23-144,Y Nghe Knul,5/26/2023,PR24/05-0076,0901900320000000,BÁNH XE CAM LSL (CAM ROLLER-S DIA-45mm) mã: LSL6 062506,CAI,600,CAI,600,,VND,1,60,600,NCC010017,CÔNG TY TNHH V? MINH T?I TP.HCM - CN TP. HCM
PO05/23-144,Y Nghe Knul,5/26/2023,PR24/05-0076,0901900280000000,BÁNH XE B? ??Y NH?A NOVA6-082301,CAI,250,CAI,250,,VND,1,25,250,NCC010017,CÔNG TY TNHH V? MINH T?I TP.HCM - CN TP. HCM
PO07/23-042,Y Nghe Knul,7/14/2023,,0901900280000000,BÁNH XE B? ??Y NH?A NOVA6-082301,CAI,260,CAI,260,,USD,1.45,0,377,NCC020003,CÔNG TY LOHIA GLOBAL SOLUTIONS
PO02/24-021,Nguy?n Th? ?ào,2/20/2024,PR24/02-023,0500100110000000,"Dây ?ai ép ki?n PP, màu xanh lá, K15.0mm, dày 1mm, tension >350kgF, TL: 10g/m",Cu?n,2,KG,20,,VND,250000,0,500000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-020,Y Nghe Knul,6/6/2023,PR23/05-0088,0905600470000000,SENSOR LÔ ??NH NOVA NBB2-8GM30-E2-V1  (Mã: 11981028000),CAI,20,CAI,20,,USD,39.4,0,788,NCC020003,CÔNG TY LOHIA GLOBAL SOLUTIONS
PO06/23-020,Y Nghe Knul,6/6/2023,PR23/05-0088,0902203810000000,Card INVETER LS20 (Programed LS20 Inverter)- Mã: 11147250436,CAI,10,CAI,10,,USD,81.41,0,814.1,NCC020003,CÔNG TY LOHIA GLOBAL SOLUTIONS
PO12/23-073,Nguy?n Th? ?ào,12/25/2023,PR23/12-061,0902203810000000,Card INVETER LS20 (Programed LS20 Inverter)- Mã: 11147250436,CAI,20,CAI,20,,USD,65.4,0,1308,NCC020009,CÔNG TY LOHIA CORP LIMITED
PO05/23-164,Y Nghe Knul,5/29/2023,PR23/05-0088,0903901180000000,Val ?i?n t? Model : 4V430C - 15,CAI,2,CAI,2,,VND,675000,135000,1350000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO05/23-164,Y Nghe Knul,5/29/2023,PR23/05-0088,0906100710000000,N?I H?I 1 ??U REN 21/12,CAI,12,CAI,12,,VND,35000,42000,420000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO01/24-062,Nguy?n Th? ?ào,1/22/2024,PR24/01-057,0906100710000000,N?I H?I 1 ??U REN 21/12,CAI,15,CAI,15,,VND,12000,0,180000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO05/23-164,Y Nghe Knul,5/29/2023,PR23/05-0088,0903901190000000,??u gi?m thanh khí nén ??ng thau ren ngoài phi 21,CAI,12,CAI,12,,VND,27000,32400,324000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO06/23-012,Y Nghe Knul,6/5/2023,PR23/05-029,HAT-BEIGE-EMH66145B,H?t màu beige EMH66145B.,KG,250,KG,250,,VND,92000,2300000,23000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO05/23-164,Y Nghe Knul,5/29/2023,PR23/05-0092,0906600500000000,"Máng ?i?n 100x50x2,5mm",M,35,M,35,,VND,237000,829500,8295000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO05/23-164,Y Nghe Knul,5/29/2023,PR23/05-0092,0906600510000000,"Transistor, 2N2907A",CON,20,CON,20,,VND,34000,68000,680000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO05/23-164,Y Nghe Knul,5/29/2023,PR23/05-0092,0906600520000000,"Transistor, 2N2222A",CON,20,CON,20,,VND,34000,68000,680000,NCC010047,CÔNG TY TNHH TM-DV K? THU?T ?I?N TR??NG TH?NH
PO06/23-077,Y Nghe Knul,6/17/2023,,916600420000000,Láp inox 304 phi 30 x 2000mm ( u?n cong theo b?n v? ),CAY,2,CAY,2,,VND,1200000,240000,2400000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-077,Y Nghe Knul,6/17/2023,,916600430000000,S?t t?m 150 x 600 x 15mm ( C?t theo b?n v? ),TAM,2,TAM,2,,VND,450000,90000,900000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-077,Y Nghe Knul,6/17/2023,,916600440000000,S?t t?m 200 x 300 x 15mm ( C?t theo b?n v? ),TAM,2,TAM,2,,VND,420000,84000,840000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-055,Y Nghe Knul,6/14/2023,,916600450000000,??m cao su gi?m ch?n cho kh?p n?i L-110,CAI,5,CAI,5,,VND,50000,25000,250000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO07/23-012,Y Nghe Knul,7/5/2023,PR23/07-008,916600450000000,??m cao su gi?m ch?n cho kh?p n?i L-110,CAI,5,CAI,5,,VND,50000,0,250000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO01/24-041,Nguy?n Th? ?ào,1/11/2024,PR24/01-033,916600450000000,??m cao su gi?m ch?n cho kh?p n?i L-110,CAI,5,CAI,5,,VND,60000,0,300000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO12/23-012,Nguy?n Th? ?ào,12/6/2023,PR23/12-008,0905501960000000,S?t ?ng tráng k?m phi 76 x 6000m,CAY,3,CAY,3,,VND,290000,0,870000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-042,Y Nghe Knul,6/12/2023,,0905501960000000,S?t ?ng tráng k?m phi 76 x 6000m,CAY,4,CAY,4,,VND,1070000,428000,4280000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-042,Y Nghe Knul,6/12/2023,,0905501970000000,S?t h?p tráng k?m 50x100x2mm,CAY,2,CAY,2,,VND,650000,130000,1300000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO05/23-167,Y Nghe Knul,5/31/2023,,52001083380000000,PURPLE-40KG,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO06/23-020,Y Nghe Knul,6/6/2023,PR23/05-0103,0901101580000000,Thân chính máy b?m biên LH7 / Cutter Housing ( mã: 11155264200 ),CAI,1,CAI,1,,USD,515,0,515,NCC020003,CÔNG TY LOHIA GLOBAL SOLUTIONS
PO06/23-077,Y Nghe Knul,6/17/2023,,0901101590000000,Cóc ??p ?i?n TFS - 201 - 10A - 250VAC,CAI,10,CAI,10,,VND,120000,120000,1200000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO04/24-012,Nguy?n Th? ?ào,4/4/2024,PR24/04-013,0901101590000000,Cóc ??p ?i?n TFS - 201 - 10A - 250VAC,CAI,10,CAI,10,,VND,110000,0,1100000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-021,Y Nghe Knul,6/6/2023,PR23/05-0038,5200120000000000,WASTE,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO06/23-014,Y Nghe Knul,6/5/2023,PR23/05-0100,0901000390000000,"?NG S?T CU?N JUMBO ; phi ngoài 114 mm , dày 3.5 mm , chi?u dài 2200mm",ONG,55,ONG,55,,VND,610909.09,3360000,33600000,NCC010104,CÔNG TY TNHH TH??NG M?I D?CH V? S?T THÉP H?I ??NG
PO04/24-027,Nguy?n Th? ?ào,4/10/2024,PR24/04-022,0920600080000000,"Dây HDPE, tr?ng ??c, 1.0g/m. [Lu?n mi?ng bao DW]",M,155000,KG,155,,VND,45,558000,6975000,NCC010302,CÔNG TY TNHH M?T THÀNH VIÊN H.G.P
PO04/24-065,Nguy?n Th? ?ào,4/23/2024,PR24/04-022,0920600080000000,"Dây HDPE, tr?ng ??c, 1.0g/m. [Lu?n mi?ng bao DW]",M,789000,KG,789,,VND,45,2840400,35505000,NCC010302,CÔNG TY TNHH M?T THÀNH VIÊN H.G.P
PO04/24-081,Nguy?n Th? ?ào,4/27/2024,PR24/04-075,0920600080000000,"Dây HDPE, tr?ng ??c, 1.0g/m. [Lu?n mi?ng bao DW]",M,500000,KG,500,,VND,90,3600000,45000000,NCC010035,CÔNG TY TNHH SX TÂN VINH PHÁT
PO11/23-025,Thái Nguy?n Minh Quy?t,11/10/2023,,HAT-PPKC-114G,H?t nh?a PP kéo s?i - 114G,Kg,297000,Kg,297000,,VND,25000,0,7425000000,NCC010015,CÔNG TY TNHH M?T THÀNH VIÊN MARUBENI VI?T NAM
PO04/24-072,Thái Nguy?n Minh Quy?t,4/26/2024,,HAT-PPKC-H030GP,H?t nh?a PP kéo s?i - H030GP,KG,74250,Kg,74250,,VND,25363.6364,188325000,1883250003,KH010018,CÔNG TY TNHH LUCKY STAR PLAST
PO04/24-073,Thái Nguy?n Minh Quy?t,4/26/2024,,HAT-PPKC-H030GP,H?t nh?a PP kéo s?i - H030GP,KG,99000,Kg,99000,,VND,25181.8182,249300000,2493000002,NCC010216,Công Ty TNHH Chemical Trading Vi?t Nam
PO07/24-057,Thái Nguy?n Minh Quy?t,7/16/2024,PR24/07-054,HAT-PPKC-H030GP,H?t nh?a PP kéo s?i - H030GP,Kg,198000,Kg,198000,,USD,0.984,0,194832,NCC020007,"CÔNG TY SIBUR INTERNATIONAL TRADING (SHANG HAI) CO., LTD"
PO09/23-041,Y Nghe Knul,9/12/2023,,HAT-PPKC-H030SG,H?t nh?a PP kéo s?i - H030SG,KG,494000,Kg,494000,,USD,0.865,0,427310,NCC020017,CÔNG TY INTRACO TRADING PTE LTD
PO08/23-013,Nguy?n Th? ?ào,8/4/2023,,HAT-PPKC-H030SG,H?t nh?a PP kéo s?i - H030SG,KG,520000,Kg,520000,,USD,0.92,0,478400,NCC020017,CÔNG TY INTRACO TRADING PTE LTD
PO07/23-069,Y Nghe Knul,7/24/2023,,HAT-PPKC-HP1106K,H?t nh?a PP kéo s?i HP1106K,Kg,693000,Kg,693000,,USD,0.91,0,630630,NCC020017,CÔNG TY INTRACO TRADING PTE LTD
PO06/24-057,Thái Nguy?n Minh Quy?t,6/18/2024,PR24/06-052,HAT-PPKC-T03,H?t nh?a PP kéo s?i - T03,Kg,520000,Kg,520000,,VND,25909.09,1347272680,13472726800,KH010018,CÔNG TY TNHH LUCKY STAR PLAST
PO06/24-066,Thái Nguy?n Minh Quy?t,6/19/2024,PR24/06-054,HAT-PPKC-T03,H?t nh?a PP kéo s?i - T03,Kg,520000,Kg,520000,,USD,0.965,0,501800,NCC020012,CÔNG TY SINOPEC CHEMICAL COMMERCIAL HOLDING (HONG KONG) COMPANY LIMITED
PO06/24-044,Thái Nguy?n Minh Quy?t,6/13/2024,PR24/06-035,HAT-PPKC-T03,H?t nh?a PP kéo s?i - T03,Kg,832000,Kg,832000,,USD,0.96,0,798720,NCC020012,CÔNG TY SINOPEC CHEMICAL COMMERCIAL HOLDING (HONG KONG) COMPANY LIMITED
PO05/24-021,Thái Nguy?n Minh Quy?t,5/8/2024,PR24/05-019,HAT-PPKC-T03,H?t nh?a PP kéo s?i - T03,Kg,1008000,Kg,1008000,,USD,0.968,0,975744,NCC020022,"Koco International Trade (Ningbo) Co.,Ltd"
PO03/24-075,Thái Nguy?n Minh Quy?t,3/26/2024,PR24/03-062,HAT-PPKC-T03,H?t nh?a PP kéo s?i - T03,Kg,260000,Kg,260000,,USD,0.945,0,245700,NCC020012,CÔNG TY SINOPEC CHEMICAL COMMERCIAL HOLDING (HONG KONG) COMPANY LIMITED
PO03/24-076,Thái Nguy?n Minh Quy?t,3/26/2024,PR24/03-062,HAT-PPKC-T03,H?t nh?a PP kéo s?i - T03,Kg,260000,Kg,260000,,USD,0.945,0,245700,NCC020012,CÔNG TY SINOPEC CHEMICAL COMMERCIAL HOLDING (HONG KONG) COMPANY LIMITED
PO04/24-042,Nguy?n Th? ?ào,4/18/2024,PR24/04-049,HAT-TACKS-AP442,H?t Taical kéo s?i APP442,Kg,5000,Kg,5000,,VND,6545.4545,3272727,32727273,NCC010012,CÔNG TY TNHH NH?A MMA
PO06/23-019,Y Nghe Knul,6/5/2023,PR23/05-0105,0923700200000000,Bulong M6x20,CON,200,CON,200,,VND,600,12000,120000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-019,Y Nghe Knul,6/5/2023,PR23/05-0105,0923700210000000,Bulong M10x20,CON,50,CON,50,,VND,800,4000,40000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-019,Y Nghe Knul,6/5/2023,PR23/05-0105,0923700220000000,Bulong M10x40 c? vuông,CON,50,CON,50,,VND,1700,8500,85000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-019,Y Nghe Knul,6/5/2023,PR23/05-0105,0904600040000000,Tán thép 6mm,CAI,200,CAI,200,,VND,350,7000,70000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-014,Nguy?n Th? ?ào,8/5/2023,PR23/08-016,0904600040000000,Tán thép 6mm,CAI,300,CAI,300,,VND,600,0,180000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/24-018,Nguy?n Th? ?ào,6/7/2024,PR24/06-012,0904600040000000,Tán thép 6mm,CAI,300,CAI,300,,VND,100,0,30000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO01/24-062,Nguy?n Th? ?ào,1/22/2024,PR24/01-058,0904600040000000,Tán thép 6mm,CAI,300,CAI,300,,VND,300,0,90000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO01/24-065,Nguy?n Th? ?ào,1/22/2024,PR24/01-063,0904600040000000,Tán thép 6mm,CAI,100,CAI,100,,VND,200,0,20000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-019,Y Nghe Knul,6/5/2023,PR23/05-0105,0904600010000000,TÁN 10LY,CAI,100,CAI,100,,VND,500,5000,50000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO09/23-088,Y Nghe Knul,9/25/2023,PR23/09-067,0904600010000000,TÁN 10LY,CAI,100,CAI,100,,VND,400,0,40000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO10/23-020,Nguy?n Th? ?ào,10/10/2023,PR23/10-024,0904600010000000,TÁN 10LY,CAI,200,CAI,200,,VND,640,0,128000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-019,Y Nghe Knul,6/5/2023,PR23/05-0105,0090610240000000,Long ??n phi l? 10,CON,100,CON,100,,VND,500,5000,50000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-019,Y Nghe Knul,6/5/2023,PR23/05-0105,0923700230000000,Long ??n phi l? 6,CON,200,CON,200,,VND,300,6000,60000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-018,Y Nghe Knul,6/5/2023,PR23/05-0105,0700100173000000,Nh?t 30,LIT,700,LIT,700,,VND,31818.18,2227273,22272726,NCC010046,CÔNG TY TNHH TM HUY BÌNH PHÁT
PO06/23-050,Y Nghe Knul,6/12/2023,,0700100173000000,Nh?t 30,LIT,400,LIT,400,,VND,30909.09,1236364,12363636,NCC010121,CÔNG TY TNHH D?U NH?T HOÀNG NHÂN
PO09/23-090,Y Nghe Knul,9/26/2023,PR23/09-073,0919400020000000,Màng co tr?ng trong.(50cm),KG,18,KG,18,,VND,111500,160560,2007000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO02/24-010,Nguy?n Th? ?ào,2/2/2024,PR24/02-015,0919400020000000,Màng co tr?ng trong.(50cm),KG,36,KG,36,,VND,37166.666,107040,1338000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/24-082,Nguy?n Th? ?ào,6/25/2024,PR24/06-079,0919400020000000,Màng co tr?ng trong.(50cm),KG,36,KG,36,,VND,37167,107041,1338012,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-009,Nguy?n Th? ?ào,6/5/2023,PR23/06-004,0902205190000000,?èn di?t côn trùng công nghi?p DAISINH DS-D202,CAI,4,CAI,4,,VND,3100000,0,12400000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO06/23-038,Y Nghe Knul,6/12/2023,,5200100073000000,"?ng gi?y m?i, phi trong 76.5mm, dày 15mm, dài 195cm (-0/+1), ?? b?n nén: >=270kgF/100mm.",ONG,20,ONG,20,,VND,119150,238300,2383000,NCC010006,CÔNG TY C? PH?N BAO BÌ Á CHÂU
PO06/23-032,Y Nghe Knul,6/8/2023,PR23/06-022,5200100073000000,"?ng gi?y m?i, phi trong 76.5mm, dày 15mm, dài 195cm (-0/+1), ?? b?n nén: >=270kgF/100mm.",ONG,10,ONG,10,,VND,119150,119150,1191500,NCC010006,CÔNG TY C? PH?N BAO BÌ Á CHÂU
PO06/23-022,Nguy?n Th? ?ào,6/6/2023,PR23/06-011,5200100073000000,"?ng gi?y m?i, phi trong 76.5mm, dày 15mm, dài 195cm (-0/+1), ?? b?n nén: >=270kgF/100mm.",ONG,80,ONG,80,,VND,1,8,80,NCC010065,CÔNG TY TNHH DAE DO PAPER - TUBE VN
PO06/23-009,Nguy?n Th? ?ào,6/5/2023,PR23/06-005,5300101670000000,N??c su?i aquafina 500ml,CHAI,600,CHAI,600,,VND,3542,0,2125200,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO10/23-059,Nguy?n Th? ?ào,10/26/2023,PR23/10-061,5300101670000000,N??c su?i aquafina 500ml,CHAI,10,CHAI,10,,VND,86000,0,860000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO08/23-099,Y Nghe Knul,8/29/2023,PR23/08-057,5300101670000000,N??c su?i aquafina 500ml,CHAI,360,CHAI,360,,VND,3500,0,1260000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO03/24-032,Nguy?n Th? ?ào,3/11/2024,PR24/03-027,5300101670000000,N??c su?i aquafina 500ml,CHAI,720,CHAI,720,,VND,3667,0,2640000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO11/23-086,Nguy?n Th? ?ào,11/29/2023,PR23/11-089,5300101670000000,N??c su?i aquafina 500ml,CHAI,480,CHAI,480,,VND,3583.33,0,1719998,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO11/23-086,Nguy?n Th? ?ào,11/29/2023,PR23/11-089,53NUOCKH33000495,N??c su?i Aquafina 355ml,CHAI,360,CHAI,360,,VND,3416.66,0,1229998,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO10/23-059,Nguy?n Th? ?ào,10/26/2023,PR23/10-061,53NUOCKH33000495,N??c su?i Aquafina 355ml,CHAI,15,CHAI,15,,VND,82000,0,1230000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO10/23-022,Nguy?n Th? ?ào,10/10/2023,PR23/10-022,0700100090000000,d?u do,Lít,200,Lít,200,,VND,20372.7273,407455,4074545,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO08/23-071,Nguy?n Th? ?ào,8/21/2023,PR23/08-044,0700100090000000,d?u do,Lít,200,Lít,200,,VND,20318.18,406364,4063636,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO09/23-053,Y Nghe Knul,9/18/2023,PR23/09-044,0700100090000000,d?u do,Lít,200,Lít,200,,VND,20372.7273,407455,4074545,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO06/23-045,Nguy?n Th? ?ào,6/12/2023,PR23/06-029,0700100090000000,d?u do,Lít,100,Lít,100,,VND,18736363,187363630,1873636300,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO06/23-074,Nguy?n Th? ?ào,6/16/2023,PR23/06-045,0700100090000000,d?u do,Lít,200,Lít,200,,VND,17000,340000,3400000,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
PO08/23-003,Y Nghe Knul,8/1/2023,PR23/07-065,0700100090000000,d?u do,Lít,200,Lít,200,,VND,20954.5455,419091,4190909,NCC010124,CÔNG TY X?NG D?U KHU V?C II TNHH M?T THÀNH VIÊN
