Mã phi?u,Ng??i t?o,Ngày t?o,Mã yêu c?u,Mã v?t t?,Tên v?t t?,?vt (01),S? L??NG (01),?VT (02),S? L??NG (02),NGÀY C?N,Ti?n t?,??n giá,Ti?n thu?,T?ng ti?n,Mã NCC,Tên NCC
PO06/24-024,Nguy?n Th? ?ào,6/10/2024,PR24/06-019,5200106970000000,SPIII,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO05/23-163,Y Nghe Knul,5/29/2023,PR23/05-026,5200106970000000,SPIII,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO11/23-077,Nguy?n Th? ?ào,11/28/2023,PR23/11-080,5200107080000000,Th? Phát 25kg,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO06/23-108,Nguy?n Th? ?ào,6/27/2023,PR23/06-066,5200107120000000,TRACKING,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO06/23-021,Y Nghe Knul,6/6/2023,PR23/05-0099,5200107180000000,wheat flour,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO06/23-102,Nguy?n Th? ?ào,6/22/2023,PR23/06-059,5200107190000000,WHEAT SHORT,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO03/24-053,Nguy?n Th? ?ào,3/19/2024,PR24/03-048,5200107190000000,WHEAT SHORT,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO12/23-089,Nguy?n Th? ?ào,1/2/2024,PR24/01-005,5200107210000000,White Globe,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO04/24-077,Nguy?n Th? ?ào,4/26/2024,PR24/04-069,5200107210000000,White Globe,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO05/23-137,Y Nghe Knul,5/25/2023,PR23/05-021,5200107210000000,White Globe,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO06/23-030,Y Nghe Knul,6/8/2023,PR23/06-019,5200107220000000,WHITE TIGER,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO06/24-024,Nguy?n Th? ?ào,6/10/2024,PR24/06-020,5200107220000000,WHITE TIGER,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO12/23-075,Nguy?n Th? ?ào,12/26/2023,PR23/12-063,5200107220000000,WHITE TIGER,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO12/23-075,Nguy?n Th? ?ào,12/26/2023,PR23/12-063,5200107310000000,Yellow Globe,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO11/23-043,Nguy?n Th? ?ào,11/17/2023,PR23/11-034,5200107310000000,Yellow Globe,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO08/23-088,Y Nghe Knul,8/27/2023,PR23/08-052,5200107310000000,Yellow Globe,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO09/23-094,Y Nghe Knul,9/26/2023,PR23/09-076,5200107320000000,Yellow Horse,CM2,10000,CM2,10000,,VND,320,320000,3200000,NCC010007,CÔNG TY TNHH ??NG THIÊN PHÁT
PO01/24-106,Nguy?n Th? ?ào,1/30/2024,PR24/01-103,5200107320000000,Yellow Horse,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO08/24-020,Nguy?n Th? ?ào,8/8/2024,PR24/08-020,5200107320000000,Yellow Horse,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO06/24-024,Nguy?n Th? ?ào,6/10/2024,PR24/06-019,5200107330000000,Yellow Roses,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO11/23-026,Nguy?n Th? ?ào,11/13/2023,PR23/11-020,5200107330000000,Yellow Roses,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO12/23-048,Nguy?n Th? ?ào,12/18/2023,PR23/12-042,5200107360000000,Cap Kuda (Yellow Horse - Wanton),CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO07/24-001,Nguy?n Th? ?ào,7/1/2024,PR24/07-002,5200107370000000,Cap Rusa,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO11/23-070,Nguy?n Th? ?ào,11/27/2023,PR23/11-063,5200113000000000,UNIBEN-B?T MÌ,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO01/24-106,Nguy?n Th? ?ào,1/30/2024,PR24/01-105,5200115000000000,HANWA,CM2,10000,CM2,10000,,VND,290,232000,2900000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO02/24-006,Nguy?n Th? ?ào,2/2/2024,PR24/02-013,5200118000000000,DING LIN ( JUMBO),CM2,5000,CM2,5000,,VND,290,116000,1450000,NCC010204,CÔNG TY TNHH CHÍNH KI?T
PO01/24-062,Nguy?n Th? ?ào,1/22/2024,PR24/01-060,0917400010000000,B?NG KEO VÀNG DÁN THÙNG.,M,200,M,200,,VND,130.5,2088,26100,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO01/24-102,Nguy?n Th? ?ào,1/29/2024,PR24/01-094,10ZIP-TC002-01-0000,"Túi tài li?u Ziplock PE, W x L = 25cm x 35cm, TL: 13g/cái.",CAI,2000,KG,26,,VND,845,0,1690000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO11/23-080,Nguy?n Th? ?ào,11/28/2023,PR23/11-051,10ZIP-TC002-01-0000,"Túi tài li?u Ziplock PE, W x L = 25cm x 35cm, TL: 13g/cái.",CAI,1000,KG,13,,VND,715,57200,715000,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO01/24-049,Nguy?n Th? ?ào,1/16/2024,PR24/01-047,10ZIP-TC002-01-0000,"Túi tài li?u Ziplock PE, W x L = 25cm x 35cm, TL: 13g/cái.",CAI,2030,KG,26.39,,VND,972.76,0,1974703,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO12/23-006,Thái Nguy?n Minh Quy?t,12/5/2023,,HAT-PPHP040GP,H?t nh?a PP HP040GP,KG,247500,KG,247500,,VND,24500,0,6063750000,KH010018,CÔNG TY TNHH LUCKY STAR PLAST
PO05/23-155,Y Nghe Knul,5/27/2023,PR23/05-0021,HAT-BEIGE-EMH66125A,H?t màu beige EMH66125A.,KG,475,KG,475,,VND,92000,4370000,43700000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO02/24-023,Nguy?n Th? ?ào,2/20/2024,PR24/02-023,HAT-BLUEMPP3007,H?t màu xanh da tr?i blue MPP 3007,KG,50,KG,50,,VND,78000,390000,3900000,NCC010033,CÔNG TY TNHH S?N XU?T TH??NG M?I D?CH V? K? THU?T CHÍNH PHÁT THÀNH
PO07/24-003,Nguy?n Th? ?ào,7/1/2024,PR24/07-003,HAT-CAM-33102B,H?t màu cam 33102B,KG,1100,KG,1100,,VND,88000,9680000,96800000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO06/24-005,Nguy?n Th? ?ào,6/5/2024,PR24/06-005,HAT-CAM-33102B,H?t màu cam 33102B,KG,1000,KG,1000,,VND,88000,8800000,88000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO05/24-070,Nguy?n Th? ?ào,5/24/2024,PR24/05-058,HAT-CAM-33102B,H?t màu cam 33102B,KG,300,KG,300,,VND,88000,2640000,26400000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO05/23-056,Y Nghe Knul,5/20/2023,PR23/05-016,HAT-CAM-33102B,H?t màu cam 33102B,KG,3300,KG,3300,,VND,89000,29370000,293700000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO08/23-005,Y Nghe Knul,8/1/2023,PR23/08-003,HAT-CAM-33102B,H?t màu cam 33102B,KG,475,KG,475,,VND,88000,4180000,41800000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO11/23-034,Nguy?n Th? ?ào,11/14/2023,PR23/11-026,HAT-CAM-33102B,H?t màu cam 33102B,KG,450,KG,450,,VND,88000,3960000,39600000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO08/23-081,Nguy?n Th? ?ào,8/23/2023,PR23/08-043,HAT-CAM-33102B,H?t màu cam 33102B,KG,25,KG,25,,VND,88000,220000,2200000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO08/23-081,Nguy?n Th? ?ào,8/23/2023,PR23/08-048,HAT-CAM-33102B,H?t màu cam 33102B,KG,75,KG,75,,VND,88000,660000,6600000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO09/23-058,Y Nghe Knul,9/18/2023,PR23/09-042,HAT-CAM-33102B,H?t màu cam 33102B,KG,425,KG,425,,VND,88000,3740000,37400000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/24-066,Nguy?n Th? ?ào,7/17/2024,PR24/07-065,HAT-CAM-33102B,H?t màu cam 33102B,KG,300,KG,300,,VND,88000,2640000,26400000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO10/23-002,Y Nghe Knul,10/2/2023,PR23/10-001,HAT-CAM-EMH33113,H?t màu cam EMH33113.,KG,300,KG,300,,VND,97000,2910000,29100000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO05/23-094,Y Nghe Knul,5/21/2023,PR2304-0032,HAT-CAM-EMH33113,H?t màu cam EMH33113.,Kg,1203.5,KG,1203.5,,VND,97000,11673950,116739500,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO06/23-012,Y Nghe Knul,6/5/2023,PR23/05-0078,HAT-CAM-EMH33113,H?t màu cam EMH33113.,KG,750,KG,750,,VND,97000,7275000,72750000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO05/24-026,Nguy?n Th? ?ào,5/10/2024,PR24/05-020,HAT-CAM-EMH33113,H?t màu cam EMH33113.,KG,200,KG,200,,VND,97000,1940000,19400000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO12/23-018,Nguy?n Th? ?ào,12/6/2023,PR23/12-011,HAT-CAM-EMH33113,H?t màu cam EMH33113.,KG,300,KG,300,,VND,97000,2910000,29100000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO12/23-018,Nguy?n Th? ?ào,12/6/2023,PR23/12-011,HAT-DUONG-EMH7016,"H?t màu xanh d??ng, EMH7016 (EUP)",KG,325,KG,325,,VND,84500,2746250,27462500,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO12/23-040,Nguy?n Th? ?ào,12/15/2023,PR23/12-036,HAT-DUONG-EMH7016,"H?t màu xanh d??ng, EMH7016 (EUP)",KG,125,KG,125,,VND,84500,1056250,10562500,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO04/24-024,Nguy?n Th? ?ào,4/9/2024,PR24/04-023,HAT-DUONG-EMH7016,"H?t màu xanh d??ng, EMH7016 (EUP)",KG,99,KG,99,,VND,84500,836550,8365500,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO06/23-012,Y Nghe Knul,6/5/2023,PR23/05-0078,HAT-DUONG-EMH7016,"H?t màu xanh d??ng, EMH7016 (EUP)",KG,20,KG,20,,VND,85000,170000,1700000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO05/23-155,Y Nghe Knul,5/27/2023,PR23/05-0021,HAT-DUONG-EMH7016,"H?t màu xanh d??ng, EMH7016 (EUP)",KG,150,KG,150,,VND,85000,1275000,12750000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO06/23-034,Nguy?n Th? ?ào,6/8/2023,PR23/06-023,HAT-DUONG-EMH7016,"H?t màu xanh d??ng, EMH7016 (EUP)",KG,200,KG,200,,VND,85000,1700000,17000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/23-086,Nguy?n Th? ?ào,7/28/2023,PR23/07-062,HAT-DUONG-EMH7016,"H?t màu xanh d??ng, EMH7016 (EUP)",KG,50,KG,50,,VND,84500,422500,4225000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/23-039,Nguy?n Th? ?ào,7/13/2023,PR23/07-024,HAT-DUONG-EMH7016,"H?t màu xanh d??ng, EMH7016 (EUP)",KG,250,KG,250,,VND,83000,2075000,20750000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO09/23-086,Y Nghe Knul,9/25/2023,PR23/09-069,HAT-DUONG-EMH7016,"H?t màu xanh d??ng, EMH7016 (EUP)",KG,150,KG,150,,VND,84500,1267500,12675000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO08/23-050,Y Nghe Knul,8/17/2023,PR23/08-028,HAT-EMH-22103A,"H?t màu vàng, châu Âu, 22103A.",KG,850,KG,850,,VND,76000,6460000,64600000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/24-003,Nguy?n Th? ?ào,7/1/2024,PR24/07-003,HAT-EMH06044,H?t màu beige (nâu ??t) EMH06044.,KG,300,KG,300,,VND,70000,2100000,21000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO04/24-032,Nguy?n Th? ?ào,4/11/2024,PR24/04-030,HAT-EMH4022,H?t màu ?? EMH4022 - Châu âu,KG,100,KG,100,,VND,83000,830000,8300000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO12/23-040,Nguy?n Th? ?ào,12/15/2023,PR23/12-036,HAT-EMH4022,H?t màu ?? EMH4022 - Châu âu,KG,175,KG,175,,VND,83000,1452500,14525000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO12/23-018,Nguy?n Th? ?ào,12/6/2023,PR23/12-011,HAT-EMH4022,H?t màu ?? EMH4022 - Châu âu,KG,450,KG,450,,VND,83000,3735000,37350000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO09/23-086,Y Nghe Knul,9/25/2023,PR23/09-069,HAT-EMH4022,H?t màu ?? EMH4022 - Châu âu,KG,425,KG,425,,VND,83000,3527500,35275000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/23-039,Nguy?n Th? ?ào,7/13/2023,PR23/07-024,HAT-EMH4022,H?t màu ?? EMH4022 - Châu âu,KG,400,KG,400,,VND,82000,3280000,32800000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/23-039,Nguy?n Th? ?ào,7/13/2023,PR23/07-024,HAT-EMH5022,H?t màu XANH NG?C EMH5022. [EuP],KG,150,KG,150,,VND,86000,1290000,12900000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO09/23-086,Y Nghe Knul,9/25/2023,PR23/09-069,HAT-EMH5022,H?t màu XANH NG?C EMH5022. [EuP],KG,175,KG,175,,VND,88000,1540000,15400000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO12/23-018,Nguy?n Th? ?ào,12/6/2023,PR23/12-011,HAT-EMH5022,H?t màu XANH NG?C EMH5022. [EuP],KG,175,KG,175,,VND,88000,1540000,15400000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO12/23-040,Nguy?n Th? ?ào,12/15/2023,PR23/12-036,HAT-EMH5022,H?t màu XANH NG?C EMH5022. [EuP],KG,60,KG,60,,VND,88000,528000,5280000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO04/24-074,Nguy?n Th? ?ào,4/26/2024,PR24/04-068,HAT-EMH55196,H?t màu xanh lá EMH55196. [EUP] [376C],KG,100,KG,100,,VND,80000,800000,8000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/24-036,Nguy?n Th? ?ào,7/11/2024,PR24/07-038,HAT-EMH55196,H?t màu xanh lá EMH55196. [EUP] [376C],KG,75,KG,75,,VND,80000,600000,6000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO06/24-005,Nguy?n Th? ?ào,6/5/2024,PR24/06-005,HAT-EMH55196,H?t màu xanh lá EMH55196. [EUP] [376C],KG,100,KG,100,,VND,80000,800000,8000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO08/23-081,Nguy?n Th? ?ào,8/23/2023,PR23/08-048,HAT-EMH55196,H?t màu xanh lá EMH55196. [EUP] [376C],KG,50,KG,50,,VND,80000,400000,4000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO08/23-081,Nguy?n Th? ?ào,8/23/2023,PR23/08-043,HAT-EMH55196,H?t màu xanh lá EMH55196. [EUP] [376C],KG,50,KG,50,,VND,80000,400000,4000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO09/23-058,Y Nghe Knul,9/18/2023,PR23/09-042,HAT-EMH55196,H?t màu xanh lá EMH55196. [EUP] [376C],KG,100,KG,100,,VND,80000,800000,8000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/23-047,Nguy?n Th? ?ào,7/17/2023,PR23/07-031,HAT-EMH77197,H?t màu xanh d??ng EMH77197. [EUP] [2195C],KG,375,KG,375,,VND,93000,3487500,34875000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO05/24-087,Nguy?n Th? ?ào,5/29/2024,PR24/05-073,HAT-EMH77197,H?t màu xanh d??ng EMH77197. [EUP] [2195C],KG,300,KG,300,,VND,96500,2895000,28950000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO06/24-052,Nguy?n Th? ?ào,6/17/2024,PR24/06-044,HAT-EMH77197,H?t màu xanh d??ng EMH77197. [EUP] [2195C],KG,300,KG,300,,VND,96500,2895000,28950000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO04/24-018,Nguy?n Th? ?ào,4/5/2024,PR24/04-018,HAT-EMH77197,H?t màu xanh d??ng EMH77197. [EUP] [2195C],KG,175,KG,175,,VND,96500,1688750,16887500,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO12/23-040,Nguy?n Th? ?ào,12/15/2023,PR23/12-036,HAT-EMH77197,H?t màu xanh d??ng EMH77197. [EUP] [2195C],KG,500,KG,500,,VND,96500,4825000,48250000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO04/24-018,Nguy?n Th? ?ào,4/5/2024,PR24/04-018,HAT-EMPE0033K,H?t màu ?en EMPE0033K - Châu Âu. [KB3],KG,175,KG,175,,VND,51500,901250,9012500,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO04/24-061,Nguy?n Th? ?ào,4/23/2024,PR24/04-058,HAT-EMPE0033K,H?t màu ?en EMPE0033K - Châu Âu. [KB3],KG,200,KG,200,,VND,51500,1030000,10300000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO06/24-052,Nguy?n Th? ?ào,6/17/2024,PR24/06-044,HAT-EMPE0033K,H?t màu ?en EMPE0033K - Châu Âu. [KB3],KG,350,KG,350,,VND,51000,1785000,17850000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO05/24-087,Nguy?n Th? ?ào,5/29/2024,PR24/05-073,HAT-EMPE0033K,H?t màu ?en EMPE0033K - Châu Âu. [KB3],KG,150,KG,150,,VND,51000,765000,7650000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/23-047,Nguy?n Th? ?ào,7/17/2023,PR23/07-031,HAT-EMPE0033K,H?t màu ?en EMPE0033K - Châu Âu. [KB3],KG,275,KG,275,,VND,50000,1375000,13750000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/23-039,Nguy?n Th? ?ào,7/13/2023,PR23/07-024,HAT-EMPE0033K,H?t màu ?en EMPE0033K - Châu Âu. [KB3],KG,50,KG,50,,VND,50000,250000,2500000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO06/23-012,Y Nghe Knul,6/5/2023,PR23/05-0072,HAT-EMPE0033K,H?t màu ?en EMPE0033K - Châu Âu. [KB3],KG,50,KG,50,,VND,52000,260000,2600000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO11/23-015,Nguy?n Th? ?ào,11/9/2023,PR23/11-013,HAT-EMPE0033K,H?t màu ?en EMPE0033K - Châu Âu. [KB3],KG,200,KG,200,,VND,51500,1030000,10300000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO11/23-055,Nguy?n Th? ?ào,11/21/2023,PR23/11-049,HAT-EMPE0033K,H?t màu ?en EMPE0033K - Châu Âu. [KB3],KG,150,KG,150,,VND,51500,772500,7725000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/24-092,Nguy?n Th? ?ào,7/27/2024,PR24/07-087,HAT-EMPE0033K,H?t màu ?en EMPE0033K - Châu Âu. [KB3],KG,400,KG,400,,VND,51000,2040000,20400000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/24-092,Nguy?n Th? ?ào,7/27/2024,PR24/07-087,HAT-EMPP-MF,"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)",KG,3500,KG,3500,,VND,54000,18900000,189000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/24-082,Nguy?n Th? ?ào,7/23/2024,PR24/07-082,HAT-EMPP-MF,"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)",KG,2250,KG,2250,,VND,54000,12150000,121500000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO09/23-098,Y Nghe Knul,9/28/2023,PR23/09-083,HAT-EMPP-MF,"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)",KG,75,KG,75,,VND,54000,405000,4050000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO07/23-039,Nguy?n Th? ?ào,7/13/2023,PR23/07-024,HAT-EMPP-MF,"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)",KG,100,KG,100,,VND,53000,530000,5300000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO06/24-052,Nguy?n Th? ?ào,6/17/2024,PR24/06-044,HAT-EMPP-MF,"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)",KG,2000,KG,2000,,VND,54000,10800000,108000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO04/24-050,Nguy?n Th? ?ào,4/19/2024,PR24/04-052,HAT-EMPP-MF,"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)",KG,2000,KG,2000,,VND,54000,10800000,108000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO03/24-082,Nguy?n Th? ?ào,3/28/2024,PR24/03-081,HAT-EMPP-MF,"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)",KG,1000,KG,1000,,VND,54000,5400000,54000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO05/24-056,Nguy?n Th? ?ào,5/16/2024,PR24/05-043,HAT-EMPP-MF,"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)",KG,2000,KG,2000,,VND,54000,10800000,108000000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO12/23-040,Nguy?n Th? ?ào,12/15/2023,PR23/12-036,HAT-EMPP-MF,"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)",KG,240,KG,240,,VND,54000,1296000,12960000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO12/23-018,Nguy?n Th? ?ào,12/6/2023,PR23/12-011,HAT-EMPP-MF,"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)",KG,300,KG,300,,VND,54000,1620000,16200000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO01/24-076,Nguy?n Th? ?ào,1/23/2024,PR24/01-074,HAT-EMPP-MF,"H?t ?n ??nh MFI. (MF4X, MF5X, MF6X)",KG,2059,KG,2059,,VND,54000,11118600,111186000,NCC010014,CÔNG TY C? PH?N NH?A CHÂU ÂU PH??NG NAM
PO12/23-005,Thái Nguy?n Minh Quy?t,12/4/2023,PR23/11-015,HAT-EVA,"H?t nh?a EVA: H2181, 7350M...",KG,24000,KG,24000,,USD,1320,0,31680000,NCC020016,CÔNG TY SUMITOMO CORPORATION ASIA & OCEANIA PTE. LTD
PO07/23-058,Y Nghe Knul,7/20/2023,PR23/07-035,HAT-EVA,"H?t nh?a EVA: H2181, 7350M...",KG,2500,KG,2500,,USD,1.6,0,4000,NCC020016,CÔNG TY SUMITOMO CORPORATION ASIA & OCEANIA PTE. LTD
PO07/23-058,Y Nghe Knul,7/20/2023,PR23/06-074,HAT-EVA,"H?t nh?a EVA: H2181, 7350M...",KG,500,KG,500,,USD,1.6,0,800,NCC020016,CÔNG TY SUMITOMO CORPORATION ASIA & OCEANIA PTE. LTD
PO05/23-093,Y Nghe Knul,5/21/2023,PR2304-0027,HAT-EVA,"H?t nh?a EVA: H2181, 7350M...",Kg,25,KG,25,,VND,55454.54,138636,1386364,NCC010053,TR?N H?U THÀNH _ V?T T? NHÀ MÁY
PO05/23-106,Y Nghe Knul,5/22/2023,PR2304-0027,HAT-EVA,"H?t nh?a EVA: H2181, 7350M...",Kg,25,KG,25,,VND,48181.8,120455,1204545,NCC010078,CÔNG TY TNHH NH?A PHONG NGUYÊN
PO06/23-039,Y Nghe Knul,6/12/2023,,HAT-EVA,"H?t nh?a EVA: H2181, 7350M...",KG,1000,KG,1000,,VND,54545.45,5454545,54545450,NCC010078,CÔNG TY TNHH NH?A PHONG NGUYÊN
