KHÁCH HÀNG;SLG;LOẠI FT;H.THỨC;LỊCH BAN ĐẦU;LỊCH ĐIỀU CHỈNH;XUẤT TT;THÁNG TT;NĂM TT;WEEK;NOTE 2;ĐƠN HÀNG;THÁNG SO;NĂM SO;MÃ SP;CHI TIẾT SẢN PHẨM;LOẠI SP; S.LG ; T.LG (KG) ;S.LG GIAO;T.LG GIAO (KG);ĐÃ GIAO TT;ĐÃ GIAO (Kg) TT;SO - XN;KHTK;LSX
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001016000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCA;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;158,70;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001017000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI B. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCAB;BAG; 3.000,00 ; 240,00 ;3.000,00;240,00;3.000,00;231,60;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001019000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: SEMOLINA. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMSEMO;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;157,40;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119001013000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: PEACHES (2+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMPEAC;BAG; 1.000,00 ; 80,00 ;1.000,00;80,00;1.000,00;77,30;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119002033000;Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: CHAKKI ATTA (2+2). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMGARDEN;BAG; 3.000,00 ; 249,00 ;3.000,00;249,00;3.000,00;235,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;18/01/2023;18/01/2023;18/01/2023;1;2023;4;;SO2212-0035;THÁNG 12;NĂM 2022;0119119004042000;Bao TP-PP, trắng đục, K48.5x91.5LL(+/-1), TL: 93g/cái(+/-2.8), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485915TDMFM.LMNTWW;BAG; 10.000,00 ; 930,00 ;10.000,00;930,00;10.000,00;887,40;CHỐT;CHỐT;CHỐT
48 LUMUT;1;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001001000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA;BAG; 5.000,00 ; 400,00 ;5.000,00;400,00;5.000,00;390,90;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001002000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL;BAG; 10.000,00 ; 800,00 ;10.000,00;800,00;10.000,00;779,60;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001005000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (EXPORT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIEX;BAG; 3.000,00 ; 240,00 ;3.000,00;240,00;3.000,00;234,50;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001003000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR;BAG; 27.000,00 ; 2.160,00 ;27.000,00;2.160,00;27.000,00;2.089,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001004000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIRE;BAG; 12.000,00 ; 960,00 ;12.000,00;960,00;12.000,00;929,10;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001006000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE WISH & ABLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIWI;BAG; 6.000,00 ; 480,00 ;6.000,00;480,00;6.000,00;468,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001008000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMDIMO;BAG; 32.000,00 ; 2.560,00 ;32.000,00;2.560,00;32.000,00;2.483,10;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001009000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: EAGLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMEAGLE;BAG; 1.000,00 ; 80,00 ;1.000,00;80,00;1.000,00;78,30;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001010000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: GOLDEN STATUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMGOST;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;154,20;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001011000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRD. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMLOBI;BAG; 21.000,00 ; 1.680,00 ;21.000,00;1.680,00;21.000,00;1.627,10;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001012000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNBSP;BAG; 6.000,00 ; 480,00 ;6.000,00;480,00;6.000,00;461,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001007000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP;BAG; 4.000,00 ; 320,00 ;4.000,00;320,00;4.000,00;311,10;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001014000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO;BAG; 7.000,00 ; 560,00 ;7.000,00;560,00;7.000,00;545,80;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001015000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES EXPORT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMREROEX;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;155,80;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119002036000;Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: YELLOW ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMYERO;BAG; 2.000,00 ; 166,00 ;2.000,00;166,00;2.000,00;159,20;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001016000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCA;BAG; 1.000,00 ; 80,00 ;1.000,00;80,00;1.000,00;77,50;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001017000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI B. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCAB;BAG; 3.000,00 ; 240,00 ;3.000,00;240,00;3.000,00;229,10;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119001019000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: SEMOLINA. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMSEMO;BAG; 1.000,00 ; 80,00 ;1.000,00;80,00;1.000,00;79,80;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;01/03/2023;01/03/2023;01/03/2023;3;2023;10;;SO2302-0014;THÁNG 02;NĂM 2023;0119119002035000;Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMNTWW;BAG; 5.000,00 ; 415,00 ;5.000,00;415,00;5.000,00;406,90;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001001000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;154,60;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001002000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL;BAG; 50.000,00 ; 4.000,00 ;50.000,00;4.000,00;50.000,00;3.881,40;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001003000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR;BAG; 40.000,00 ; 3.200,00 ;40.000,00;3.200,00;40.000,00;3.111,60;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001004000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIRE;BAG; 5.000,00 ; 400,00 ;5.000,00;400,00;5.000,00;384,40;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001009000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: EAGLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMEAGLE;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;155,50;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001010000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: GOLDEN STATUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMGOST;BAG; 1.000,00 ; 80,00 ;1.000,00;80,00;1.000,00;78,10;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001011000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRD. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMLOBI;BAG; 9.000,00 ; 720,00 ;9.000,00;720,00;9.000,00;696,90;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001012000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNBSP;BAG; 3.000,00 ; 240,00 ;3.000,00;240,00;3.000,00;227,90;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001007000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP;BAG; 13.000,00 ; 1.040,00 ;13.000,00;1.040,00;13.000,00;993,80;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001014000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO;BAG; 10.000,00 ; 800,00 ;10.000,00;800,00;10.000,00;755,90;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001015000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES EXPORT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMREROEX;BAG; 1.000,00 ; 80,00 ;1.000,00;80,00;1.000,00;77,10;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001016000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCA;BAG; 4.000,00 ; 320,00 ;4.000,00;320,00;4.000,00;306,40;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001017000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI B. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCAB;BAG; 1.000,00 ; 80,00 ;1.000,00;80,00;1.000,00;76,20;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001019000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: SEMOLINA. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMSEMO;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;155,70;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119002035000;Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMNTWW;BAG; 3.000,00 ; 249,00 ;3.000,00;249,00;3.000,00;239,30;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119001013000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: PEACHES (2+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMPEAC;BAG; 1.000,00 ; 80,00 ;1.000,00;80,00;1.000,00;76,40;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;22/03/2023;22/03/2023;22/03/2023;3;2023;13;;SO2303-0004;THÁNG 03;NĂM 2023;0119119002033000;Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: CHAKKI ATTA (2+2). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMGARDEN;BAG; 3.000,00 ; 249,00 ;3.000,00;249,00;3.000,00;239,70;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;19/04/2023;19/04/2023;19/04/2023;4;2023;17;;SO2303-0045;THÁNG 03;NĂM 2023;0119119001001000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA;BAG; 2.000,00 ; 160,00 ;2.000,00;160,00;2.000,00;155,20;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;19/04/2023;19/04/2023;19/04/2023;4;2023;17;;SO2303-0045;THÁNG 03;NĂM 2023;0119119001002000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL;BAG; 41.000,00 ; 3.280,00 ;41.000,00;3.280,00;41.000,00;3.190,30;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;19/04/2023;19/04/2023;19/04/2023;4;2023;17;;SO2303-0045;THÁNG 03;NĂM 2023;0119119001005000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (EXPORT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIEX;BAG; 4.000,00 ; 320,00 ;4.000,00;320,00;4.000,00;314,50;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;19/04/2023;19/04/2023;19/04/2023;4;2023;17;;SO2303-0045;THÁNG 03;NĂM 2023;0119119001003000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR;BAG; 40.000,00 ; 3.200,00 ;40.000,00;3.200,00;40.000,00;3.107,00;CHỐT;CHỐT;CHỐT
48 LUMUT;;20FT;Oversea;19/04/2023;19/04/2023;19/04/2023;4;2023;17;;SO2303-0045;THÁNG 03;NĂM 2023;0119119001004000;Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIRE;BAG; 7.000,00 ; 560,00 ;7.000,00;560,00;7.000,00;543,80;CHỐT;CHỐT;CHỐT
