Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
PX,7/3/2024,PX07/24-0059,Yêu cầu xuất sợi XD,SOI-DXL-01,"Sợi PP, màu xanh lá, 770D (cũ 830D), 2.60mm.",KSO001,KG,233.05,KG,233.05,24353.22,5675518,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX07/24-012,VAICUON,,THACADOW455100110065XLBT,,2213
PX,7/3/2024,PX07/24-0059,Yêu cầu xuất sợi XD,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,1221,KG,1221,23883.74,29162051,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0041,LSX05/24-012,VAICUON,,THACUHAL595085080778TRTR,,2213
PX,7/3/2024,PX07/24-0060,YÊU CẦU VẢI CẮT PRESTASI,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",KCU001,M,2128.89,KG,25193.96,1653.55089,41659495,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0008,LSX06/24-076,BAOBT,,CMA050076G069TDPRE,,2215
PX,7/3/2024,PX07/24-0060,YÊU CẦU VẢI CẮT PRESTASI,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",KCU001,M,709.66,KG,8398.32,1653.55512,13887085,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0008,LSX06/24-076,BAOBT,,CMA050076G069TDPRE,,2215
PX,7/3/2024,PX07/24-0060,YÊU CẦU VẢI CẮT PRESTASI,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",KCU001,M,372.02,KG,7517.02,968.45931,7279928,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0008,LSX06/24-076,BAOBT,,CMA050076G069TDPRE,,2215
PX,7/3/2024,PX07/24-0061,Yêu cầu xuất nl in cuộn  ngày 3/7/2024,THACASAN500100110057TRDU,"Vải cuộn PP, trắng đục, K50.0cm, MĐ: 10.0x11.0, kiểu dệt 2x1/5x1, TL: 57.0g/m.",KCU001,M,2501.5,KG,45835,1258.16374,57667935,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0062,LSX06/24-110,BAOBT,,THAINSAN050TD.FORT,,2215
PX,7/3/2024,PX07/24-0062,Yêu cầu xuất nl in cuộn  ngày 3/7/2024,THACASAN500100110057TRDU,"Vải cuộn PP, trắng đục, K50.0cm, MĐ: 10.0x11.0, kiểu dệt 2x1/5x1, TL: 57.0g/m.",KCU001,M,437.78,KG,5525.04,1826.64596,10092292,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0062,LSX06/24-110,BAOBT,,THAINSAN050TD.FORT,,2215
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-DTT-02,"Sợi PP, trắng trong, 720D, bản sợi 2.60mm.",KSO001,KG,80.44,KG,80.44,27363.48,2201118,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX06/24-057,VAICUON,,THACADOW455100110065VABT,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",KSO001,KG,1272.04,KG,1272.04,23108.56,29395011,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0040,LSX06/24-103,VAICUON,,0102107006000000,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",KSO001,KG,758.97,KG,758.97,36388.03,27617427,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0028,LSX06/24-037,VAICUON,,0102125012000000,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-HV14,"Sợi PP, trắng đục, 730D, 2.55mm. [Non-Recycled]",KSO001,KG,117.85,KG,117.85,19299.8,2274481,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0002,LSX06/24-112,VAICUON,,THACUHAR510100110072TRDU,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,682.29,KG,682.29,16951,11565500,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-JB1-2,"Sợi PP trắng đục có UV, 1450D, bản sợi 3.3mm (Dùng UV218TA)",KSO001,KG,679.25,KG,679.25,25848.75,17557761,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0039,LSX05/24-007,VAICUON,,THACUBAN180080077378TRDU,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,189.24,KG,189.24,23883.74,4519760,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0027,LSX07/24-002,VAICUON,,THACUHAL595085080778TRTR,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KSO001,KG,404.99,KG,404.99,17272.33,6995122,62114,15512,CTY00001,,Xưởng dệt,,SO2308-0003,LSX01/24-022,VAICUON,,THACAINT600105110111TRTA,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KSO001,KG,494.48,KG,494.48,17272.33,8540823,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0044,LSX06/24-101,VAICUON,,THACAMEK495100110092TRDU,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KSO001,KG,413.86,KG,413.86,17272.33,7148328,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0011,LSX05/24-076,VAICUON,,THACAMEK595100110116TRDU,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KSO001,KG,206.93,KG,206.93,17272.33,3574164,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0006,LSX06/24-007,VAICUON,,THACAMEK595100110116TRDU,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KSO001,KG,610.8,KG,610.8,17272.33,10549941,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0011,LSX06/24-027,VAICUON,,THACAMEK595100110116TRDU,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-PRE1,"Sợi PP, trắng đục, 820D, 2.55mm.",KSO001,KG,444,KG,444,16282.12,7229262,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0068,LSX07/24-008,VAICUON,,0102125051000000,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-PRTD-01,"Sợi PP, màu trắng đục, 670D, 2.5mm, 3.4kgF/sợi, 20%.",KSO001,KG,182.43,KG,182.43,17038.61,3108354,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0065,LSX06/24-073,VAICUON,,THACUPER200100130150TRDU,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-SMY2-1,"Sợi PP denier 940D , bản chỉ 3.33mm (khách hàng San Miguel )",KSO001,KG,1050.74,KG,1050.74,20381.45,21415603,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0007,LSX06/24-102,VAICUON,,0102129003000000,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KSO001,KG,1273.48,KG,1273.48,17996.23,22917833,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0011,LSX06/24-099,VAICUON,,THACAPRE500102112084TRDU,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-TM15-1,"Sợi PP, trắng đục, 600D, 2.60mm. [Không sủi]",KSO001,KG,486.48,KG,486.48,15662.84,7619659,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0002,LSX06/24-077,VAICUON,,THACAHAR500100110060TRDU,,2213
PX,7/3/2024,PX07/24-0064,Yêu cầu xuất NL Dệt ngày 03/07/2024,SOI-TM17,"Sợi PP, trắng đục, 580D, 2.60mm.",KSO001,KG,660.2,KG,660.2,19513.95,12883109,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0026,LSX06/24-104,VAICUON,,THACASAN500100110057TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KSO001,KG,122.4,KG,122.4,21719.01,2658407,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0025,LSX06/24-013,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KSO001,KG,38.81,KG,38.81,21719.01,842915,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0025,LSX06/24-013,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KSO001,KG,81.91,KG,81.91,21719.01,1779004,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0025,LSX06/24-013,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KSO001,KG,0.62,KG,0.62,21719.01,13466,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0025,LSX06/24-013,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KSO001,KG,114.29,KG,114.29,21719.01,2482266,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0025,LSX06/24-013,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KSO001,KG,242.09,KG,242.09,21719.01,5257956,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0025,LSX06/24-013,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KSO001,KG,291.25,KG,291.25,21719.01,6325663,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0025,LSX06/24-013,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KSO001,KG,26.05,KG,26.05,21719.01,565780,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0025,LSX06/24-013,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KSO001,KG,141.75,KG,141.75,21719.01,3078670,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0025,LSX06/24-013,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-AGF1,"Sợi PP, trắng đục, 650D, 2.60mm, 3.1kgF, 20%.",KSO001,KG,63.25,KG,63.25,21719.01,1373728,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0025,LSX06/24-013,VAICUON,,THACAAGF560100110069TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-DCA-01-1,"Sợi PP,dùng sủi màu cam, 710D, 2.60mm.",KSO001,KG,259.89,KG,259.89,21226.9,5516658,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX06/24-006,VAICUON,,THACADOW455100110065CA00,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-DCA-01-1,"Sợi PP,dùng sủi màu cam, 710D, 2.60mm.",KSO001,KG,1288.6,KG,1288.6,21226.9,27352977,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX06/24-006,VAICUON,,THACADOW455100110065CA00,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-DCA-01-1,"Sợi PP,dùng sủi màu cam, 710D, 2.60mm.",KSO001,KG,0.46,KG,0.46,21226.9,9764,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX06/24-006,VAICUON,,THACADOW455100110065CA00,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-DCA-01-1,"Sợi PP,dùng sủi màu cam, 710D, 2.60mm.",KSO001,KG,384.38,KG,384.38,21226.9,8159194,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX06/24-006,VAICUON,,THACADOW455100110065CA00,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-DCA-02-1,"Sợi PP, màu cam, 730D, 3.33mm, 4.1kgF, 20%.",KSO001,KG,263.7,KG,263.7,21075.07,5557496,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0015,LSX06/24-075,VAICUON,,THACADOW100008008105CABD,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-DCA-04-2,"Sợi PP, dung sui màu cam, 830D, 2.60mm.",KSO001,KG,160.54,KG,160.54,22424.1,3599965,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX06/24-067,VAICUON,,THACADOW455100110072CA00,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-DCA-04-2,"Sợi PP, dung sui màu cam, 830D, 2.60mm.",KSO001,KG,468.7,KG,468.7,22424.1,10510176,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0015,LSX06/24-109,VAICUON,,THACUDOW455100110070CA00,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-DTD-01-1,"Sợi PP, màu trắng, 720D, 2.60mm.",KSO001,KG,268,KG,268,21123.59,5661122,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX06/24-025,VAICUON,,THACADOW455100110065TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-DTT-01,"Sợi PP, trắng trong, 830D, bản sợi 2.60mm.",KSO001,KG,161.39,KG,161.39,16448.72,2654659,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX06/24-066,VAICUON,,THACADOW455100110072CABT,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-DVA-04,"Sợi PP, màu vàng EMH22296 , 2.6mm, 720D.",KSO001,KG,106.7,KG,106.7,22911.16,2444621,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX06/24-057,VAICUON,,THACADOW455100110065VABT,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",KSO001,KG,138.2,KG,138.2,23108.56,3193603,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0040,LSX06/24-052,VAICUON,,0102107008000000,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-GL4-3HD,"Sợi PP, trắng đục, 760D, 2.60mm. [33%], dùng sủi HD thổi",KSO001,KG,531.48,KG,531.48,17845.14,9484334,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0049,LSX06/24-088,VAICUON,,0102109012000000,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-GL4-3HD,"Sợi PP, trắng đục, 760D, 2.60mm. [33%], dùng sủi HD thổi",KSO001,KG,568.27,KG,568.27,17845.14,10140856,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0049,LSX06/24-095,VAICUON,,0102109034000000,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-HV14,"Sợi PP, trắng đục, 730D, 2.55mm. [Non-Recycled]",KSO001,KG,235.7,KG,235.7,19299.8,4548963,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0002,LSX06/24-112,VAICUON,,THACUHAR510100110072TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,238.6,KG,238.6,16951,4044509,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-JB41-1,"Sợi PP trắng đục có UV 1450D, bản sợi 2.05mm [12%TC]",KSO001,KG,223.18,KG,223.18,11779.84,2629025,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0064,LSX07/24-009,VAICUON,,THACUASI118130130207TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-JB5-1,"Sợi PP, trắng UV, 1000D, 2.20mm. [120TCHF006R-25UV793]",KSO001,KG,1559.59,KG,1559.59,25205,39309466,62114,15512,CTY00001,,Xưởng dệt,,SO2304-0026,LSX05/23-006,VAICUON,,THACAUNP179120130488TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-JB5-2,"Sợi PP, trắng UV, 950D, 2.20mm. [1.5UV MU001D + taical hanotech]",KSO001,KG,352.03,KG,352.03,21033.68,7404486,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0061,LSX05/24-072,VAICUON,,THACAUNP175120130480TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-JB5-2,"Sợi PP, trắng UV, 950D, 2.20mm. [1.5UV MU001D + taical hanotech]",KSO001,KG,345.63,KG,345.63,21033.68,7269870,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0061,LSX05/24-072,VAICUON,,THACAUNP175120130480TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-JB5-2,"Sợi PP, trắng UV, 950D, 2.20mm. [1.5UV MU001D + taical hanotech]",KSO001,KG,198.63,KG,198.63,21033.68,4177919,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0061,LSX05/24-072,VAICUON,,THACAUNP175120130480TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-JB5-2,"Sợi PP, trắng UV, 950D, 2.20mm. [1.5UV MU001D + taical hanotech]",KSO001,KG,282.55,KG,282.55,21033.68,5943066,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0061,LSX05/24-072,VAICUON,,THACAUNP175120130480TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,212.9,KG,212.9,23883.74,5084849,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0059,LSX05/24-071,VAICUON,,THACUHAL595085080778TRTR,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,562.7,KG,562.7,23883.74,13439383,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0059,LSX05/24-071,VAICUON,,THACUHAL595085080778TRTR,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-MS01-1,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KSO001,KG,1763.49,KG,1763.49,21932.07,38676983,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0046,LSX06/24-106,VAICUON,,0102125059000000,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-PR42MI-01,"Sợi PP, xanh dương 2195C, 670D, 2.50mm. [EMH77197+20.5%Sủi xanh dương+MF4X]",KSO001,KG,283,KG,283,20734.44,5867845,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0065,LSX06/24-073,VAICUON,,THACUPER200100130150XD00,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-PRTD-01,"Sợi PP, màu trắng đục, 670D, 2.5mm, 3.4kgF/sợi, 20%.",KSO001,KG,75.5,KG,75.5,17038.61,1286415,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0065,LSX06/24-073,VAICUON,,THACUPER200100130150TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-SP30-2,"Sợi PP, 820D, 2.91mm, trắng đục. [25.0%]",KSO001,KG,761.5,KG,761.5,20727.23,15783785,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0009,LSX05/24-030,VAICUON,,THACUHAL595085080778TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-SP30-2,"Sợi PP, 820D, 2.91mm, trắng đục. [25.0%]",KSO001,KG,50.35,KG,50.35,20727.23,1043616,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0009,LSX05/24-030,VAICUON,,THACUHAL595085080778TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KSO001,KG,514.68,KG,514.68,17996.23,9262297,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0011,LSX06/24-099,VAICUON,,THACAPRE500102112084TRDU,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-SW5,"Sợi PP, trắng đục, 810D, 2.55mm. [Non-Recycled]",KSO001,KG,761.8,KG,761.8,20492.33,15611055,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0030,LSX03/24-063,VAICUON,,0102125017000000,,2213
PX,7/3/2024,PX07/24-0067,XUẤT BS THEO LSX 03/07/2034,SOI-TM15-1,"Sợi PP, trắng đục, 600D, 2.60mm. [Không sủi]",KSO001,KG,150.1,KG,150.1,15662.84,2350992,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0002,LSX06/24-077,VAICUON,,THACAHAR500100110060TRDU,,2213
PX,7/3/2024,PX07/24-0071,Yêu cầu xuất nl in cắt( LUCKY )ngày 4/7/2024,THACAPER450086080495PR16,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-XD-TĐ), MĐ: 8.6x8, TL: 49.5g/mét.",KNGC001,M,146.92,KG,3028.69,0,0,62115,15514,CTY00001,,Phân xưởng 8,,SO2405-0063,LSX07/24-003,BAOBT,,CMA045055G29.58PR16,,2215
PX,7/3/2024,PX07/24-0071,Yêu cầu xuất nl in cắt( LUCKY )ngày 4/7/2024,THACAPER450086080495PR17,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-XD-TĐ), MĐ: 8.6x8, TL: 49.5g/mét.",KNGC001,M,295.58,KG,5971.31,0,0,62115,15514,CTY00001,,Phân xưởng 8,,SO2405-0063,LSX07/24-003,BAOBT,,CMA045055G29.58PR17,,2215
PX,7/3/2024,PX07/24-0071,Yêu cầu xuất nl in cắt( LUCKY )ngày 4/7/2024,THACAPER450086080495PR18,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-Ngọc-TĐ), MĐ: 8.6x8, TL: 49.5g/mét.",KNGC001,M,295.58,KG,5971.31,0,0,62115,15514,CTY00001,,Phân xưởng 8,,SO2405-0063,LSX07/24-003,BAOBT,,CMA045055G29.58PR18,,2215
PX,7/3/2024,PX07/24-0072,Yêu cầu xuất nl in cắt( LUCKY )ngày 4/7/2024,THACAPER550086080605PR31,"Vải cuộn PP, K55cm, sọc màu PR31 (Đen-Đỏ-Vàng-XD), MĐ: 8.6x8, TL: 60.5g/mét.",KNGC001,M,36,KG,1508.1,0,0,62115,15514,CTY00001,,Phân xưởng 8,,SO2405-0063,LSX07/24-003,BAOBT,,CMA055065G42.19PR31,,2215
PX,7/3/2024,PX07/24-0073,YÊU CẦU VẢI PERU PR06 (LUCKY) / CONT THÁNG 07,THACAPER550080080055PR06,"Vải cuộn PP, K55.0cm, trắng đục, MĐ: 8.0x8.0, 55.0g/m (PR06).",KNGC001,M,1739.9,KG,27874.4,0,0,62115,15514,CTY00001,,Phân xưởng 8,,SO2405-0063,LSX07/24-003,BAOBT,,CMA055092G53.23PR06,,2215
PX,7/3/2024,PX07/24-0074,YÊU CẦU VẢI CẮT INTER 75 +MEKONG 59.5,THACAMEK595100110116TRDU,"Vải cuộn PP trắng đục có tẩy khổ 59.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 116.3g/m",KCU001,M,817.6,KG,8821.5,1255.14164,11072232,62115,15514,CTY00001,,Phân xưởng 8,,SO2405-0011,LSX05/24-046,BAOBT,,CMA595920G111TD.MEK,,2215
