Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KSO001,KG,110.6,KG,110.6,1698.52,187857,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-KD01-1,"Sợi PP màu trắng đục, bản sợi 2.4mm, 880D",KSO001,KG,314.39,KG,314.39,7350.22,2310836,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0027,LSX07/24-039,VAICUON,,THACUKID117100100094TRDU,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,744.92,KG,744.92,8882.57,6616801,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0029,LSX07/24-001,VAICUON,,THACUSAN570085080735TRTR,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KSO001,KG,202.5,KG,202.5,5443.1,1102228,62114,15512,CTY00001,,Xưởng dệt,,SO2308-0003,LSX01/24-022,VAICUON,,THACAINT600105110111TRTA,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-MK12-3,"Sợi PP, trắng tẩy, 950D, 2.5mm. (Dùng hạt tẩy OP10 - Đại Á)",KSO001,KG,329.65,KG,329.65,1054.71,347685,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0019,LSX08/24-029,VAICUON,,THACAMEK495100110092TRDU,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-MS01-1,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KSO001,KG,1138.77,KG,1138.77,692.84,788988,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0067,LSX06/24-113,VAICUON,,0102125065000000,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-MS01-1,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KSO001,KG,828.84,KG,828.84,692.84,574255,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0005,LSX08/24-005,VAICUON,,0102125027000000,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-MS01-1,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KSO001,KG,892.9,KG,892.9,692.84,618639,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0046,LSX08/24-027,VAICUON,,THACAMFM660110120113TRDU,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-PR42MI-01,"Sợi PP, xanh dương 2195C, 670D, 2.50mm. [EMH77197+20.5%Sủi xanh dương+MF4X]",KSO001,KG,365,KG,365,4360.84,1591707,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0065,LSX06/24-073,VAICUON,,THACUPER200100130150XD00,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-PRE2,"Sợi PP, trắng đục, 820D, 2.55mm. [Non-recycled]",KSO001,KG,973.47,KG,973.47,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0051,LSX08/24-011,VAICUON,,THACASAB730100110113TR50,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-RC3,"Sợi PP màu trắng đục, 940D, 2.50mm, 3.38KgF, 18%, long đền 5.5mm.",KSO001,KG,692.3,KG,692.3,774.9,536465,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0047,LSX12/23-055,VAICUON,,THACAMFM485100120915TRDU,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-SMY1-1,"Sợi PP denier 940D, bản chỉ 2.91mm (KH Sanmiguel)",KSO001,KG,679.63,KG,679.63,3427.72,2329580,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0041,LSX07/24-097,VAICUON,,0102129004000000,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-SMY2-1,"Sợi PP denier 940D , bản chỉ 3.33mm (khách hàng San Miguel )",KSO001,KG,3081.04,KG,3081.04,626.85,1931350,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0041,LSX08/24-008,VAICUON,,0102129003000000,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-SP31-2,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KSO001,KG,925.83,KG,925.83,1246.68,1154211,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0053,LSX07/24-087,VAICUON,,THACAPRE500102112084TRDU,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-SP31-3,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KSO001,KG,375.8,KG,375.8,5.14,1930,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0054,LSX08/24-049,VAICUON,,THACAPRE500102112084TRDU,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-TM15-2,"Sợi PP, trắng đục, 600D, 2.60mm. [Không sủi]",KSO001,KG,935.87,KG,935.87,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0026,LSX08/24-013,VAICUON,,THACASAN500100110057TRDU,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-TP14-1,"Sợi PP, màu trắng đục, 820D, 3.0mm.",KSO001,KG,2267.46,KG,2267.46,987.66,2239479,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0025,LSX08/24-025,VAICUON,,THACUTAU132080080081TRDU,,2213
PX,8/14/2024,PX08/24-0253,Yêu cầu xuất NL Dệt ngày 14/08/2024,SOI-UNP6-2,"Sợi PP màu đen có UV, 830D, bản sợi 2.4mm [Hạt màu 04H8004]",KSO001,KG,350.32,KG,350.32,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0052,LSX08/24-018,VAICUON,,THACAUNP109105105091DE00,,2213
PX,8/14/2024,PX08/24-0255,Yêu cầu xuất nl cắt ngày 19/7/2024,THACAPER550086080605PR07,"Vải cuộn PP, K55cm, sọc màu PR07 (Đen-Vàng-Đỏ-Dương), MĐ: 8.6x8.0, 60.5g/mét.",KNGC001,M,792.68,KG,10978.18,0,0,62115,15514,CTY00001,,Phân xưởng 8,,SO2405-0063,LSX07/24-003,BAOBT,,CMA055065G42.19PR07,,2215
PX,8/14/2024,PX08/24-0256,Xuất theo lsx-bs,SOI-DCA-04-2,"Sợi PP, dung sui màu cam, 830D, 2.60mm.",KSO001,KG,190.7,KG,190.7,2231.14,425479,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX07/24-107,VAICUON,,THACADOW455100110072CA00,,2213
PX,8/14/2024,PX08/24-0256,Xuất theo lsx-bs,SOI-ECL5-2,"Sợi PP, trắng đục, 850D, 3.33mm. [21.99%]",KSO001,KG,721.9,KG,721.9,0.09,63,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0041,LSX07/24-103,VAICUON,,0102107006000000,,2213
PX,8/14/2024,PX08/24-0256,Xuất theo lsx-bs,SOI-GL18-3,"Sợi PP, trắng đục, 960D, 2.91mm. [22.7TC] [No Recycled]",KSO001,KG,497.5,KG,497.5,688.6,342579,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0016,LSX07/24-029,VAICUON,,THACUHAL570085080082TRDU,,2213
PX,8/14/2024,PX08/24-0256,Xuất theo lsx-bs,SOI-JB24-5,"Sợi PP, trắng UV, 1520D, bản sợi  5.0mm. [1.5%UV MU001D - 8.5%TC]",KSO001,KG,204.63,KG,204.63,167.63,34303,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0067,LSX07/24-109,VAICUON,,THACAUNP179120130488TRDU,,2213
PX,8/14/2024,PX08/24-0256,Xuất theo lsx-bs,SOI-JB5-2,"Sợi PP, trắng UV, 950D, 2.20mm. [1.5UV MU001D + taical hanotech]",KSO001,KG,668.4,KG,668.4,4090.23,2733907,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0028,LSX07/24-019,VAICUON,,THACAUNP176120122528TRDU,,2213
PX,8/14/2024,PX08/24-0256,Xuất theo lsx-bs,SOI-KD01-1,"Sợi PP màu trắng đục, bản sợi 2.4mm, 880D",KSO001,KG,37.3,KG,37.3,7350.22,274163,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0027,LSX07/24-039,VAICUON,,THACUKID117100100094TRDU,,2213
PX,8/14/2024,PX08/24-0256,Xuất theo lsx-bs,SOI-MA3-1,"Sợi PP, 880D, 2.91mm, trắng trong. [012Talc] [Cảnh báo: Không sử dụng sợi đồng cấp cho sợi này]",KSO001,KG,46.9,KG,46.9,8882.57,416592,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0029,LSX07/24-001,VAICUON,,THACUSAN570085080735TRTR,,2213
PX,8/14/2024,PX08/24-0256,Xuất theo lsx-bs,SOI-PRE2,"Sợi PP, trắng đục, 820D, 2.55mm. [Non-recycled]",KSO001,KG,246.2,KG,246.2,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0051,LSX08/24-011,VAICUON,,THACASAB730100110113TR50,,2213
PX,8/14/2024,PX08/24-0256,Xuất theo lsx-bs,SOI-SP30-3,"Sợi PP, 850D, 2.91mm, trắng đục. [25.0%]",KSO001,KG,1110,KG,1110,620.25,688474,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0025,LSX08/24-003,VAICUON,,THACUTAU580080080100TRDU,,2213
PX,8/14/2024,PX08/24-0256,Xuất theo lsx-bs,SOI-TM15-2,"Sợi PP, trắng đục, 600D, 2.60mm. [Không sủi]",KSO001,KG,72.3,KG,72.3,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0026,LSX08/24-013,VAICUON,,THACASAN500100110057TRDU,,2213
PX,8/14/2024,PX08/24-0264,Yêu cầu xuất NL Dệt (BS ngày 14/08/2024),SOI-DCA-01-1,"Sợi PP,dùng sủi màu cam, 710D, 2.60mm.",KSO001,KG,380.1,KG,380.1,1921.26,730272,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0015,LSX08/24-042,VAICUON,,THACADOW550100110078CAM,,2213
PX,8/14/2024,PX08/24-0264,Yêu cầu xuất NL Dệt (BS ngày 14/08/2024),SOI-HV14-1,"Sợi PP, trắng đục, 730D, 2.55mm. [Non-Recycled]",KSO001,KG,831.2,KG,831.2,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0070,LSX08/24-037,VAICUON,,THACAHAW810100110113TRDU,,2213
PX,8/14/2024,PX08/24-0264,Yêu cầu xuất NL Dệt (BS ngày 14/08/2024),SOI-JB24-5,"Sợi PP, trắng UV, 1520D, bản sợi  5.0mm. [1.5%UV MU001D - 8.5%TC]",KSO001,KG,1640.3,KG,1640.3,167.63,274969,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0014,LSX08/24-041,VAICUON,,THACAUNP179120130488TRDU,,2213
PX,8/14/2024,PX08/24-0264,Yêu cầu xuất NL Dệt (BS ngày 14/08/2024),SOI-MK12-3,"Sợi PP, trắng tẩy, 950D, 2.5mm. (Dùng hạt tẩy OP10 - Đại Á)",KSO001,KG,1413,KG,1413,1054.71,1490305,62114,15512,CTY00001,,Xưởng dệt,,SO2408-0019,LSX08/24-029,VAICUON,,THACAMEK495100110092TRDU,,2213
PX,8/14/2024,PX08/24-0264,Yêu cầu xuất NL Dệt (BS ngày 14/08/2024),SOI-PR47MI-01,"Sợi PP, màu đen, 760D, 2.50mm. [CB105+MF4X]",KSO001,KG,277.8,KG,277.8,8574.59,2382020,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0023,LSX07/24-058,VAICUON,,THACUPER400100130340DE00,,2213
PX,8/14/2024,PX08/24-0264,Yêu cầu xuất NL Dệt (BS ngày 14/08/2024),SOI-SMY2-1,"Sợi PP denier 940D , bản chỉ 3.33mm (khách hàng San Miguel )",KSO001,KG,208,KG,208,626.85,130385,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0041,LSX08/24-008,VAICUON,,0102129003000000,,2213
PX,8/14/2024,PX08/24-0264,Yêu cầu xuất NL Dệt (BS ngày 14/08/2024),SOI-UNP6-2,"Sợi PP màu đen có UV, 830D, bản sợi 2.4mm [Hạt màu 04H8004]",KSO001,KG,318,KG,318,0,0,62114,15512,CTY00001,,Xưởng dệt,,SO2407-0052,LSX08/24-018,VAICUON,,THACAUNP109105105091DE00,,2213
D2,8/15/2024,OE08/24-0017,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2407-0052,HAT-PPM9600,Hạt nhựa PP M9600,KNL001,KG,260,KG,260,30268.44,7869793,1521,1521,NCC010022,,,,SO2407-0052,,,,,,2251
D2,8/15/2024,OE08/24-0017,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2407-0052,HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KNL001,KG,14,KG,14,9825.87,137562,1521,1521,NCC010022,,,,SO2407-0052,,,,,,2251
D2,8/15/2024,OE08/24-0017,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2407-0052,THACAUNP055100100059DE00,"Vải cuộn PP màu đen, khổ 55.0cm, mật độ 10.0x10.0, dệt caro, trọng lượng 59.2g/m",KCU001,M,765,KG,12600,10.76937,135694,15514,15514,NCC010022,,,,SO2407-0052,,,,,,2251
D2,8/15/2024,OE08/24-0018,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI K51 SO2406-0032 & SO2406-0002,HAT-PPM9600,Hạt nhựa PP M9600,KNL001,KG,95,KG,95,30268.44,2875501,1521,1521,NCC010022,,,,SO2406-0032,,,,,,2251
D2,8/15/2024,OE08/24-0018,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI K51 SO2406-0032 & SO2406-0002,HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KNL001,KG,20,KG,20,9825.87,196517,1521,1521,NCC010022,,,,SO2406-0032,,,,,,2251
D2,8/15/2024,OE08/24-0019,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,HAT-PPM9600,Hạt nhựa PP M9600,KNL001,KG,370,KG,370,30268.44,11199321,1521,1521,NCC010022,,,,SO2408-0024,,,,,,2251
D2,8/15/2024,OE08/24-0019,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KNL001,KG,90,KG,90,9825.87,884329,1521,1521,NCC010022,,,,SO2408-0024,,,,,,2251
D2,8/15/2024,OE08/24-0020,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,THACASGI102130130142TDUV,"Vải manh PP, trắng đục UV (JB37+JB38), K102.0cm, MĐ: 13.0x13.0, TL: 142.01g/mét.",KCU001,M,2518.5,KG,17938,3732.82194,66959360,15514,15514,NCC010022,,,,SO2408-0024,,,,,,2251
D2,8/15/2024,OE08/24-0020,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,THACUSAH097080080058TRDU,Vải manh PP trắng đục K.97.0cm; MĐ: 8.0x8.0; TL: 58.32g/m,KCU001,M,939,KG,15200,739.33829,11237942,15514,15514,NCC010022,,,,SO2408-0024,,,,,,2251
D2,8/15/2024,OE08/24-0021,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,HAT-PPM9600,Hạt nhựa PP M9600,KNL001,KG,150,KG,150,30268.44,4540265,1521,1521,NCC010022,,,,SO2408-0024,,,,,,2251
D2,8/15/2024,OE08/24-0021,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KNL001,KG,40,KG,40,9825.87,393035,1521,1521,NCC010022,,,,SO2408-0024,,,,,,2251
D3,8/15/2024,D108/24-0167,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2407-0052,HAT-PPM9600,Hạt nhựa PP M9600,KGC001,KG,260,KG,260,30281.39,7873162,1521,1521,NCC010022,,,,SO2407-0052,,,,,,2252
D3,8/15/2024,D108/24-0167,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2407-0052,HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KGC001,KG,14,KG,14,9826.62,137573,1521,1521,NCC010022,,,,SO2407-0052,,,,,,2252
D3,8/15/2024,D108/24-0167,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2407-0052,THACAUNP055100100059DE00,"Vải cuộn PP màu đen, khổ 55.0cm, mật độ 10.0x10.0, dệt caro, trọng lượng 59.2g/m",KGC001,M,765,KG,12600,10.76937,135694,15514,15514,NCC010022,,,,SO2407-0052,,,,,,2252
D3,8/15/2024,D108/24-0168,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI K51 SO2406-0032 & SO2406-0002,HAT-PPM9600,Hạt nhựa PP M9600,KGC001,KG,95,KG,95,30281.39,2876732,1521,1521,NCC010022,,,,SO2406-0032,,,,,,2252
D3,8/15/2024,D108/24-0168,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI K51 SO2406-0032 & SO2406-0002,HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KGC001,KG,20,KG,20,9826.62,196532,1521,1521,NCC010022,,,,SO2406-0032,,,,,,2252
D3,8/15/2024,D108/24-0169,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,HAT-PPM9600,Hạt nhựa PP M9600,KGC001,KG,370,KG,370,30281.39,11204115,1521,1521,NCC010022,,,,SO2408-0024,,,,,,2252
D3,8/15/2024,D108/24-0169,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KGC001,KG,90,KG,90,9826.62,884396,1521,1521,NCC010022,,,,SO2408-0024,,,,,,2252
D3,8/15/2024,D108/24-0170,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,THACASGI102130130142TDUV,"Vải manh PP, trắng đục UV (JB37+JB38), K102.0cm, MĐ: 13.0x13.0, TL: 142.01g/mét.",KGC001,M,2518.5,KG,17938,3732.82194,66959360,15514,15514,NCC010022,,,,SO2408-0024,,,,,,2252
D3,8/15/2024,D108/24-0170,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,THACUSAH097080080058TRDU,Vải manh PP trắng đục K.97.0cm; MĐ: 8.0x8.0; TL: 58.32g/m,KGC001,M,939,KG,15200,739.33829,11237942,15514,15514,NCC010022,,,,SO2408-0024,,,,,,2252
D3,8/15/2024,D108/24-0171,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,HAT-PPM9600,Hạt nhựa PP M9600,KGC001,KG,150,KG,150,30281.39,4542209,1521,1521,NCC010022,,,,SO2408-0024,,,,,,2252
D3,8/15/2024,D108/24-0171,ĐƠN HÀNG GIA CÔNG TRÁNG NGOÀI SO2408-0024,HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KGC001,KG,40,KG,40,9826.62,393065,1521,1521,NCC010022,,,,SO2408-0024,,,,,,2252
D4,8/15/2024,D408/24-0024,ĐƠN HÀNG GIA CÔNG IN CÁI SO2407-0050,INB050076TDSAR.BBBIFL,"Bao PP-In, trắng đục, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: BB BISCUIT FLOUR (5000005). (Có in tracking) [Tép 100 cái, cột dây màu cam]",KGC001,CAI,72,KG,1000,0,0,15515,15515,NCC010318,,,,SO2407-0050,,,,,,2153
D4,8/15/2024,D408/24-0024,ĐƠN HÀNG GIA CÔNG IN CÁI SO2407-0050,INB050076TDSAR.BLHOCK,"Bao PP-In, trắng đục, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: BLUE HORSE CK (5000032). (Có in tracking) [Tép 100 cái, cột dây màu cam]",KGC001,CAI,1712,KG,24000,0,0,15515,15515,NCC010318,,,,SO2407-0050,,,,,,2153
D4,8/15/2024,D408/24-0025,ĐƠN HÀNG GIA CÔNG IN CÁI SO2407-0050,INB050076TDSAR.BLHOCK,"Bao PP-In, trắng đục, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: BLUE HORSE CK (5000032). (Có in tracking) [Tép 100 cái, cột dây màu cam]",KGC001,CAI,1135,KG,16000,0,0,15515,15515,NCC010318,,,,SO2407-0050,,,,,,2153
D4,8/15/2024,D408/24-0025,ĐƠN HÀNG GIA CÔNG IN CÁI SO2407-0050,INB050076TDSAR.GOHO,"Bao PP-In, trắng đục, K50x76LL (+/-1), TL: 68.85g/cái (+/-5%), MK: GOLDEN HORSE (5000136). (Có in tracking) [Tép 100 cái, cột dây màu cam]",KGC001,CAI,480,KG,6800,0,0,15515,15515,NCC010318,,,,SO2407-0050,,,,,,2153
D4,8/15/2024,D408/24-0025,ĐƠN HÀNG GIA CÔNG IN CÁI SO2407-0050,INB050076TDSAR.SFM99,"Bao PP-In, trắng đục, K50x76LL (+/-1), TL: 68.85g/cái (+/-5%), MK: SFM 99 (5000307). (Có in tracking) [Tép 100 cái, cột dây màu cam]",KGC001,CAI,519.5,KG,8000,0,0,15515,15515,NCC010318,,,,SO2407-0050,,,,,,2153
D7,8/15/2024,D708/24-0011,ĐƠN HÀNG GIA CÔNG IN CÁI SO2407-0050,INB050076TDSAR.BBBIFL,"Bao PP-In, trắng đục, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: BB BISCUIT FLOUR (5000005). (Có in tracking) [Tép 100 cái, cột dây màu cam]",KTMP001,CAI,72,KG,1000,0,0,15515,15515,NCC010318,,,,SO2407-0050,,,,,,2153
D7,8/15/2024,D708/24-0011,ĐƠN HÀNG GIA CÔNG IN CÁI SO2407-0050,INB050076TDSAR.BLHOCK,"Bao PP-In, trắng đục, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: BLUE HORSE CK (5000032). (Có in tracking) [Tép 100 cái, cột dây màu cam]",KTMP001,CAI,1712,KG,24000,0,0,15515,15515,NCC010318,,,,SO2407-0050,,,,,,2153
D7,8/15/2024,D708/24-0012,ĐƠN HÀNG GIA CÔNG IN CÁI SO2407-0050,INB050076TDSAR.BLHOCK,"Bao PP-In, trắng đục, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: BLUE HORSE CK (5000032). (Có in tracking) [Tép 100 cái, cột dây màu cam]",KTMP001,CAI,1135,KG,16000,0,0,15515,15515,NCC010318,,,,SO2407-0050,,,,,,2153
D7,8/15/2024,D708/24-0012,ĐƠN HÀNG GIA CÔNG IN CÁI SO2407-0050,INB050076TDSAR.GOHO,"Bao PP-In, trắng đục, K50x76LL (+/-1), TL: 68.85g/cái (+/-5%), MK: GOLDEN HORSE (5000136). (Có in tracking) [Tép 100 cái, cột dây màu cam]",KTMP001,CAI,480,KG,6800,0,0,15515,15515,NCC010318,,,,SO2407-0050,,,,,,2153
D7,8/15/2024,D708/24-0012,ĐƠN HÀNG GIA CÔNG IN CÁI SO2407-0050,INB050076TDSAR.SFM99,"Bao PP-In, trắng đục, K50x76LL (+/-1), TL: 68.85g/cái (+/-5%), MK: SFM 99 (5000307). (Có in tracking) [Tép 100 cái, cột dây màu cam]",KTMP001,CAI,519.5,KG,8000,0,0,15515,15515,NCC010318,,,,SO2407-0050,,,,,,2153
DC,8/15/2024,DC08/24-0034,Chuyển kho cuộn sang kho Kinh Doanh xuất Xe CTy KIM ĐỨC,THACUKID117100100094TRDU,"Vải manh PP trắng đục K.117.5cm, MĐ: 10.0x10.0, kiểu dệt caro; TL: 94.0g/m [4000m/cuộn]",KCU001,M,11982.37,KG,127472,864.58885,110210870,15517,15514,NCC010165,001306,,,SO2405-0049,,,,,,2260
DC,8/15/2024,DC08/24-0034,Chuyển kho cuộn sang kho Kinh Doanh xuất Xe CTy KIM ĐỨC,THACUKID117100100094TRDU,"Vải manh PP trắng đục K.117.5cm, MĐ: 10.0x10.0, kiểu dệt caro; TL: 94.0g/m [4000m/cuộn]",KCU001,M,4526.95,KG,48159,864.58946,41637764,15517,15514,NCC010165,001306,,,SO2407-0027,,,,,,2260
DC,8/15/2024,DC08/24-0034,Chuyển kho cuộn sang kho Kinh Doanh xuất Xe CTy KIM ĐỨC,THACUKID117100100094TRDU,"Vải manh PP trắng đục K.117.5cm, MĐ: 10.0x10.0, kiểu dệt caro; TL: 94.0g/m [4000m/cuộn]",KCU001,M,841.15,KG,8182,945.57431,7736689,15517,15514,NCC010165,001306,,,SO2407-0027,,,,,,2260
DC,8/15/2024,DC08/24-0034,Chuyển kho cuộn sang kho Kinh Doanh xuất Xe CTy KIM ĐỨC,THACUKID117100100094TRDU,"Vải manh PP trắng đục K.117.5cm, MĐ: 10.0x10.0, kiểu dệt caro; TL: 94.0g/m [4000m/cuộn]",KCU001,M,15.03,KG,7722,17.90236,138242,15517,15514,NCC010165,001306,,,,,,,,,2260
HD,8/15/2024,00000445,"Xuất hàng may gia công  ngày 14/08/2024, số cont: PONU8041090; số seal :ML- VN0334524 (theo hợp đồng GC số:02-HĐGC/2024 ngày 10/06/2024)",TPH051076G87.83TDUPR38,"Bao TP-PP, trắng đục, PR38 Metalero, K51x76LL, TL: 87.83g/cái, MĐ: 11x12, đáy 1 lần/1 đường PP1200D đỏ, cắt răng cưa, không in. [Ép kiện: 1000cái/kiện, bắn đai 4 ngang x 1 dọc]/TPH051076G87.83TDUPR38",,CAI,12776.9,KG,150000,0,0,6324,1553,KH010018,,,,SO2406-0022,,,,,,2301
HD,8/15/2024,00000446,Xuất bán hàng cuộn cho Lucky  (Hợp đồng số : 01-HĐCUON/TA-LSP ngày 01.07.24) _ HĐ số 443 ngày 14/08/2024,0102123050000000,"[Đóng gói] Cuộn vải, xanh dương, K200cm, dài 200m/cuộn, TL: 150g/m. [75gsm]/CVDPER200200150XD00",,M,4525.5,KG,32000,0,0,6322,15514,KH010018,,,,,,,,,,2301
HD,8/15/2024,00000446,Xuất bán hàng cuộn cho Lucky  (Hợp đồng số : 01-HĐCUON/TA-LSP ngày 01.07.24) _ HĐ số 443 ngày 14/08/2024,0102123051000000,"[Đóng gói] Cuộn vải, màu đen, K400cm, dài 200m/cuộn, TL: 300g/m. [75gsm]/CVDPER400200300DE00",,M,2459.5,KG,8000,0,0,6322,15514,KH010018,,,,,,,,,,2301
