Mã,Ngày,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Đvt,Kho,Số lượng,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
DC,7/17/2024,DC07/24-0040,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty Inter,TPH050074G074INT.PIGL269,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: PINK GLOBE - CODE 269 (2+0) (Mã: 5000591). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",CAI,KKD001,372,0,0,15517,15515,KH010014,001306,,,,,,,,2260
DC,7/17/2024,DC07/24-0041,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty MÊ KÔNG,TPH595920G112MEK.AQ,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: AQ-40KG; Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện bên ngoài",Cái,KKD001,899,0,0,15517,15515,KH010025,002221,,,,,,,,2260
DC,7/17/2024,DC07/24-0041,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty MÊ KÔNG,TPH595920G112MEK.AQ3-40,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: AQ3 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện]",Cái,KKD001,1120,0,0,15517,15515,KH010025,002221,,,,,,,,2260
DC,7/17/2024,DC07/24-0041,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty MÊ KÔNG,TPH595920G112MEK.CF2.X,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: CF2.X-40KG; Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện bên ngoài",Cái,KKD001,1121,0,0,15517,15515,KH010025,002221,,,,,,,,2260
DC,7/17/2024,DC07/24-0041,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty MÊ KÔNG,TPH595920G112MEK.XILO,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: Xích Lô-40KG; Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện bên ngoài",Cái,KKD001,1113,0,0,15517,15515,KH010025,002221,,,,,,,,2260
PN,7/17/2024,NM07/24-092,Số dư đầu kỳ bán thanh lý,0915200010000000,Phi rỗng,CAI,KTL001,51,0,0,1527,3388,CTY00001,,,,,,,,,2100
PN,7/17/2024,NM07/24-093,Hạt nhựa PP kéo sợi - T03 HĐ: 24HK/PP-1177 11 cont nhựa,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KQC001,78000,24511,1911858000,1521,3311,NCC020012,,,PO06/24-066,,,,,,2119
PN,7/17/2024,NM07/24-094,"Nhập 2 trục lô cao su sau sửa chữa (bộ phận BTP), theo PX07/24-0063 ngày 04/07/2024",0908500280000000,Lô Cao Su máy in cuộn Ongerl phi 110x750mm ( GC theo bản vẽ),TRUC,KVTSC001,2,0,0,1524,1388,NCC010204,,,,,,,,,2162
PN,7/17/2024,NM07/24-095,"Nhập 1 trục lô cao su sau sửa chữa (bộ phận BTP), theo PX06/24-0086 ngày 07/06/2024",0908500280000000,Lô Cao Su máy in cuộn Ongerl phi 110x750mm ( GC theo bản vẽ),TRUC,KVTSC001,1,0,0,1524,1388,NCC010204,,,,,,,,,2162
TP,7/17/2024,TP07/24-120,Nhập tp ép kiện ngày 17/7/2024,0119124002000000,"Bao TP-PP, trắng đục, K50x81LL (+/-1), TL: 75g/cái, không in (5000324). [EK: Tép 100 cái, kiện 10 tép trở đầu (1000 cái), 5 đai ngang x 1 đai dọc]/TPH050081TDPRE",CAI,KTP001,750,0,0,15515,15415,CTY00001,,,,LSX06/24-076,BAOBT,,0119124002000000,,2156
TP,7/17/2024,TP07/24-120,Nhập tp ép kiện ngày 17/7/2024,0119124004004000,"Bao TP-PP, trắng đục, K56x82LL (+/-1), TL: 75g/cái (+/-5%), MK: BLACK LABEL (5000024). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH056082TDPRE.BLALAB",CAI,KTP001,600,0,0,15515,15415,CTY00001,,,,LSX06/24-076,BAOBT,,0119124004004000,,2156
TP,7/17/2024,TP07/24-120,Nhập tp ép kiện ngày 17/7/2024,TPH051076G87.83TDUPR38,"Bao TP-PP, trắng đục, PR38 Metalero, K51x76LL, TL: 87.83g/cái, MĐ: 11x12, đáy 1 lần/1 đường PP1200D đỏ, cắt răng cưa, không in. [Ép kiện: 1000cái/kiện, bắn đai 4 ngang x 1 dọc]/TPH051076G87.83TDUPR38",CAI,KTP001,1054,0,0,15515,15415,CTY00001,,,,LSX06/24-080,BAOBT,,TPH051076G87.83TDUPR38,,2156
TP,7/17/2024,TP07/24-120,Nhập tp ép kiện ngày 17/7/2024,TPH055065G43.38S4MPR10,"Bao TP-PP, sọc 4 màu, PR10 Green, K55x65LL, TL: 43.38g/cái, MĐ: 8.5x8.0, đáy 1 lần/1 đường PP1200D xanh dương, cắt răng cưa, không in. [1000cái/kiện, bắn đai 4 ngang x 1 dọc]",CAI,KTP001,798.5,0,0,15515,15415,CTY00001,,,,LSX07/24-003,BAOBT,,TPH055065G43.38S4MPR10,,2156
TP,7/17/2024,TP07/24-120,Nhập tp ép kiện ngày 17/7/2024,TPH455068G67CAMDW24.21A,"[21A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 21A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",Bộ,KTP001,202.3,0,0,15515,15415,CTY00001,,,,LSX06/24-084,BAOBT,,TPH455068G67CAMDW24.21A,,2156
TP,7/17/2024,TP07/24-120,Nhập tp ép kiện ngày 17/7/2024,TPH455068G67TDUDW24.17B,"[17B] Bao TP-PP, trắng đục, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 17B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",BO,KTP001,135.1,0,0,15515,15415,CTY00001,,,,LSX06/24-084,BAOBT,,TPH455068G67TDUDW24.17B,,2156
TP,7/17/2024,TP07/24-120,Nhập tp ép kiện ngày 17/7/2024,TPH455068G67VBTDW24.11D,"[11D] Bao TP-PP, màu vàng biên trong , may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 11D. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",Bộ,KTP001,138,0,0,15515,15415,CTY00001,,,,LSX06/24-084,BAOBT,,TPH455068G67VBTDW24.11D,,2156
TP,7/17/2024,TP07/24-120,Nhập tp ép kiện ngày 17/7/2024,TPH455068G67XLBTDW24.11C,"[11C] Bao TP-PP, màu xanh lá biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 11C. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",Bộ,KTP001,135.7,0,0,15515,15415,CTY00001,,,,LSX06/24-084,BAOBT,,TPH455068G67XLBTDW24.11C,,2156
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,4,0,0,1527,15412,CTY00001,,,,LSX06/24-077,SOI,,0119110019000000,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,17,0,0,1527,15412,CTY00001,,,,LSX06/24-095,SOI,,0102109034000000,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,1,0,0,1527,15412,CTY00001,,,,LSX06/24-107,SOI,,0102125009000000,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,12,0,0,1527,15412,CTY00001,,,,LSX07/24-041,SOI,,TPH066XXXTDMFM.850D,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,27,0,0,1527,15412,CTY00001,,,,LSX07/24-050,SOI,,TPH050080G52TDSAN.XXX,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,7,0,0,1527,15412,CTY00001,,,,LSX07/24-050,SOI,,TPH050080G52TDSAN.XXX,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,10,0,0,1527,15412,CTY00001,,,,LSX07/24-050,SOI,,TPH050080G52TDSAN.XXX,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,10,0,0,1527,15412,CTY00001,,,,LSX12/23-055,SOI,,TPH485XXXTDMFM.XXXX,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,3,0,0,1527,15412,CTY00001,,,,LSX06/24-103,SOI,,0102107006000000,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,23,0,0,1527,15412,CTY00001,,,,LSX07/24-032,SOI,,TPH495805G079MEK.MKPL,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,166,0,0,1527,15412,CTY00001,,,,LSX07/24-032,SOI,,TPH495805G079MEK.MKPL,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,PHE-PHESOI,Phế thu hồi khâu kéo sợi,KG,KPH001,12.5,0,0,1527,15412,CTY00001,,,,LSX07/24-043,SOI,,0102129003000000,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",KG,KSO001,446.6,24012.6444,10724047,15512,15412,CTY00001,,,,LSX06/24-103,SOI,,0102107006000000,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,SOI-GL4-3HD,"Sợi PP, trắng đục, 760D, 2.60mm. [33%], dùng sủi HD thổi",KG,KSO001,4392.8,16012.5382,70339878,15512,15412,CTY00001,,,,LSX06/24-095,SOI,,0102109034000000,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KG,KSO001,49.62,15659.8146,777040,15512,15412,CTY00001,,,,LSX06/24-101,SOI,,TPH495805G079MEK.MKPL,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,SOI-MK12-1,"Sợi PP, trắng tẩy, 950D, 2.5mm (cũ 970D, 2.60mm). (Dùng hạt tẩy OP10 - Đại Á)",KG,KSO001,3671.68,15659.6542,57497239,15512,15412,CTY00001,,,,LSX07/24-032,SOI,,TPH495805G079MEK.MKPL,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,SOI-MS01-1,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KG,KSO001,4265.2,22308.2913,95149324,15512,15412,CTY00001,,,,LSX07/24-041,SOI,,TPH066XXXTDMFM.850D,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,SOI-RC3,"Sợi PP màu trắng đục, 940D, 2.50mm, 3.38KgF, 18%, long đền 5.5mm.",KG,KSO001,4092.7,15384.5398,62964306,15512,15412,CTY00001,,,,LSX12/23-055,SOI,,TPH485XXXTDMFM.XXXX,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,SOI-SMY2-1,"Sợi PP denier 940D , bản chỉ 3.33mm (khách hàng San Miguel )",KG,KSO001,7469.8,21024.076,157045643,15512,15412,CTY00001,,,,LSX07/24-043,SOI,,0102129003000000,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KG,KSO001,1738.6,16542.9702,28761608,15512,15412,CTY00001,,,,LSX06/24-107,SOI,,0102125009000000,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,SOI-TM15-1,"Sợi PP, trắng đục, 600D, 2.60mm. [Không sủi]",KG,KSO001,629,13644.4404,8582353,15512,15412,CTY00001,,,,LSX06/24-077,SOI,,0119110019000000,,2154
TP,7/17/2024,TP07/24-121,Nhập báo cáo khâu sợi X01 ngày 17/07/2024,SOI-TM17-2,"Sợi PP, trắng đục, 580D, 2.60mm.",KG,KSO001,4004.3,17976.8287,71984615,15512,15412,CTY00001,,,,LSX07/24-050,SOI,,TPH050080G52TDSAN.XXX,,2154
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,4.38,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.RAMA2R,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,5.57,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.RAMA98,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,5.57,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.RAMA99,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,4.18,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.REHO,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,2.58,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.REHOEX,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,2.78,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.SFFM99,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,2.09,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.YEHON,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,4.87,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSABGRNHOEX,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,4.87,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSABRAMA128,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,379.53,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.REHO,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,373.18,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.GRNHO,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,278.4,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.ORHOLV,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,208.8,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.PIHO,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,78.44,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.RAMA2R,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,223.9,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.BRHC,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,208.8,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.CRUSA,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,203.55,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.GABR,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,487.2,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.GOHO,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,446.66,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.GRNHO,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,271.4,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.BHRC,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,542.8,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.BLHOEX,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,332.9,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.BRHC,,2156
TP,7/17/2024,TP07/24-122,Nhập công đoạn cắt ngày 9/7/2024,CMA050076TDSAB6,"Bao PP, trắng đục, K50x76LL (+/-1), cắt thẳng 81cm, gấp đáy 1 lần may 2 đường PP900D, TL: 69.6g/cái (+/-5%).",CAI,KBT001,278.4,0,0,15515,15415,CTY00001,,,,LSX06/24-014,BAOBT,,TPH050076G70TDSAB.BLHO,,2156
TP,7/17/2024,TP07/24-123,Nhập tp cột bao ngày 17/7/2024,TPH050074G074INT.FLMG039,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: FLAMINGO PP 25KG - CODE 039 (1+0) (Mã: 5000557). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",Cái,KTP001,365,0,0,15515,15415,CTY00001,,,,LSX07/24-033,BAOBT,,TPH050074G074INT.FLMG039,,2156
TP,7/17/2024,TP07/24-123,Nhập tp cột bao ngày 17/7/2024,TPH050074G074INT.IFSA123,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: IFV SAFOCO - CODE 123 (2+0) (Mã: 5000572). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",CAI,KTP001,369,0,0,15515,15415,CTY00001,,,,LSX07/24-038,BAOBT,,TPH050074G074INT.IFSA123,,2156
TP,7/17/2024,TP07/24-123,Nhập tp cột bao ngày 17/7/2024,TPH050074G074INT.PIGL268,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: PINK GLOBE - CODE 268 (2+0) (Mã: 5000591). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",CAI,KTP001,370,0,0,15515,15415,CTY00001,,,,LSX07/24-033,BAOBT,,TPH050074G074INT.PIGL268,,2156
TP,7/17/2024,TP07/24-123,Nhập tp cột bao ngày 17/7/2024,TPH050074G074INT.PIGL269,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: PINK GLOBE - CODE 269 (2+0) (Mã: 5000591). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",CAI,KTP001,372,0,0,15515,15415,CTY00001,,,,LSX07/24-033,BAOBT,,TPH050074G074INT.PIGL269,,2156
TP,7/17/2024,TP07/24-123,Nhập tp cột bao ngày 17/7/2024,TPH060085G102INT.REGL096,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: RED GLOBE (BAGUETTE) - CODE 096 (2+0) (Mã: 5000654). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",Cái,KTP001,414,0,0,15515,15415,CTY00001,,,,LSX07/24-038,BAOBT,,TPH060085G102INT.REGL096,,2156
TP,7/17/2024,TP07/24-124,Nhập tp đóng gói ngày 17/7/2024,TPH595920G112MEK.AQ,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: AQ-40KG; Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện bên ngoài",Cái,KTP001,899,0,0,15515,15415,CTY00001,,,,LSX07/24-034,BAOBT,,TPH595920G112MEK.AQ,,2156
TP,7/17/2024,TP07/24-124,Nhập tp đóng gói ngày 17/7/2024,TPH595920G112MEK.AQ3-40,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: AQ3 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện]",Cái,KTP001,1120,0,0,15515,15415,CTY00001,,,,LSX07/24-034,BAOBT,,TPH595920G112MEK.AQ3-40,,2156
