Mã số,Mặt hàng,Đơn vị tính 1,SL Đầu kỳ 1,Giá trị đầu kỳ 1,SL Nhập 1,Giá trị Nhập 1,SL Xuất 1,Giá trị xuất 1,SL Tồn 1,Giá trị tồn 1,Đơn vị tính 2,SL Đầu kỳ 2,SL Nhập 2,SL Xuất 2,SL Tồn 2
040010002000000,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%",KG,139.44,14320629,204,24480000,302.25,20066920,41.19,18733709,KG,139.44,204,302.25,41.19
040010003000000,"Chỉ may polyester 40/2, màu trắng. Lực ≥1KgF, độ giãn ≥ 16%",KG,285.08,33943631,0,0,33.72,4205000,251.36,29738631,KG,285.08,0,33.72,251.36
040010004000000,"Chỉ may cotton C6, màu trắng. [1600D, 6.0kgF, 16%]",KG,519.22,28492803,0,0,0,0,519.22,28492803,KG,519.22,0,0,519.22
040010005000000,"Chỉ may cotton C6, màu đỏ. [1600D, 6.0kgF, 16%]",KG,235.06,14538906,0,0,0,0,235.06,14538906,KG,235.06,0,0,235.06
040010006000000,"Chỉ may cotton C9, màu trắng. [2400D, 9.0kgF, 16%]",KG,39.1,1871357,0,0,0,0,39.1,1871357,KG,39.1,0,0,39.1
040010007000000,"Chỉ may multi Polyester, 2000D (se đôi), màu trắng. [Dùng cho may bao Jumbo]; Lực ≥15KgF, độ giãn ≥ 15.5% ± 1",KG,466.37,7718999,2000,101400000,1466.37,74609448,1000,34509551,KG,466.37,2000,1466.37,1000
040010008000000,Chỉ may PP 1200D,KG,106,3289714,0,0,0,0,106,3289714,KG,106,0,0,106
040010009000000,"Chỉ may PP 1200D, màu trắng không tẩy. Lực >4.8kgF, dãn >20%, nhúng hồ 20 điểm/1 mét, kháng UV 1-2%",KG,1380.65,60708908,1671.6,62996017,2051.75,82129599,1000.5,41575326,KG,1380.65,1671.6,2051.75,1000.5
040010010000000,"Chỉ may PP 1200D, màu đỏ. Cơ lý > or = 4.8 KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,633.7,33586100,0,0,65.85,3490050,567.85,30096050,KG,633.7,0,65.85,567.85
040010011000000,"Chỉ may PP 1200D, xanh dương. Cơ lý > or = 4.8KgF. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), kháng UV 1-2%",KG,705,32430000,1260,57960000,1533.34,46276920,431.66,44113080,KG,702.97,1260,1533.34,429.63
040010012000000,"Chỉ may PP 600D, màu trắng không tẩy. Cơ lý > or = 2.4Kgf. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm). Kháng UV 1-2%",KG,472.52,19070628,1080,44280000,1281.95,53029580,270.57,10321048,KG,472.52,1080,1281.95,270.57
040010013000000,"Chỉ may PP 600D, màu xanh dương.Cơ lý > or = 2,4Kgf. Độ dãn > or =20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm). Kháng UV 1-2%",KG,455,23192472,0,0,0,0,455,23192472,KG,455,0,0,455
040010014000000,Chỉ may PP multiflament 900D,KG,105,3258679,0,0,0,0,105,3258679,KG,105,0,0,105
040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,386,15851321,11460,439410000,9985.97,380891321,1860.03,74370000,KG,386,11460,9985.97,1860.03
040010020000000,"Chỉ may  Polyester, 3000D, màu trắng. [Dùng cho may bao Jumbo]; Lực ≥22KgF, độ giãn ≥ 15.5% ± 1",KG,0,0,509,23850000,318.5,14325000,190.5,9525000,KG,0,509,318.5,190.5
0700100030000000,nhớt 10,LIT,3015,89079541.47,12400,377026662,13985,397162113,1430,68944090.47,LIT,3015,12400,13985,1430
0700100060000000,nhớt 40,LIT,110,770000000,0,0,30,210000000,80,560000000,LIT,110,0,30,80
0700100171000000,Nhớt castrol 20W50.,LIT,0,0,72,6400008,72,6400008,0,0,LIT,0,72,72,0
0700100210000000,Dầu thắng vh3-2,LON,3,240000,0,0,0,0,3,240000,LON,3,0,0,3
0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,1470000,210,1470000,210,1470000,210,1470000,LIT,210,210,210,210
0700100350000000,Mực Gray 4274 gián tiếp,KG,50,5650000,0,0,0,0,50,5650000,KG,50,0,0,50
0700100370000000,Nước làm mát động cơ ESNA Coolant,LIT,3,120000,0,0,0,0,3,120000,LIT,3,0,0,3
0903100510000000,Thanh trung tính 10x10mm-63a,CAI,4,300000,0,0,4,300000,0,0,CAI,4,0,4,0
0700100090000000,dầu do,Lít,40,728369,1200,21974540,840,16124729,400,6578180,Lít,40,1200,840,400
0700100050000000,Nhớt omala320,LIT,179,9966073,0,0,0,0,179,9966073,LIT,179,0,0,179
MDM-D7423C-GIANTIEP,Mực đỏ 7423C-GIÁN TIẾP,KG,48,3552000,0,0,0,0,48,3552000,KG,48,0,0,48
MDM-DMC,Dung môi Chỉnh,KG,50,1950000,596,23244000,596,23244000,50,1950000,KG,50,596,596,50
MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,39780001.96,16402,639514000,17381,637930395,41,41363606.96,KG,1020,16402,17381,41
MDM-DMPB,Dung môi phủ bóng,KG,5,395000,0,0,0,0,5,395000,KG,5,0,0,5
MDM-FL021,Cam 021C FL.,KG,50,3750000,100,7500000,150,7500000,0,3750000,KG,50,100,150,0
MDM-FL021GT,Cam 021C FL gián tiếp,KG,90,6750000,400,30000000,390,29250000,100,7500000,KG,90,400,390,100
MDM-FL10,Đỏ Cam 10 FL,KG,75,5550000,150,11100000,175,12950000,50,3700000,KG,75,150,175,50
MDM-FL10GT,Đỏ Cam 10 FL gián tiếp,KG,50,3700000,0,0,0,0,50,3700000,KG,50,0,0,50
MDM-FL16,Đỏ Sen 16 FL,KG,25,1853373.05,0,0,25,1853373.05,0,0,KG,25,0,25,0
MDM-FL16GT,Đỏ Sen 16 FL gián tiếp,KG,0,0,50,3700000,50,3700000,0,0,KG,0,50,50,0
MDM-FL23,Vàng Chanh 23 FL,KG,100,7400000,950,70000000,1025,70027273,25,7372727,KG,100,950,1025,25
MDM-FL23GT,Vàng Chanh 23 FL gián tiếp (P012C),KG,25,1850000,0,0,0,0,25,1850000,KG,25,0,0,25
MDM-FL348,Xanh lá 348C,KG,50,3800000,0,0,0,0,50,3800000,KG,50,0,0,50
MDM-FL348GT,Xanh lá 348C gián tiếp,KG,16,1310035,650,53950000,616,51110035,50,4150000,KG,16,650,616,50
MDM-FL39,Xanh Dương 39 FL,KG,50,3800000.62,450,34200000,425,32300000,75,5700000.62,KG,50,450,425,75
MDM-FL39GT,Xanh Dương 39 FL gián tiếp,KG,75,5713843.43,100,7600000,150,11411536,25,1902307.43,KG,75,100,150,25
MDM-FL485GT,Đỏ 485C gián tiếp,KG,50,3709181.49,0,0,25,1854591,25,1854590.49,KG,50,0,25,25
MDM-FL61GT,Trắng Đục 61 FL gián tiếp,KG,25,1775000,50,3550000,50,3550000,25,1775000,KG,25,50,50,25
MDM-FL79,Xanh Lá 79 FL,KG,0,0,100,8300000,75,6225000,25,2075000,KG,0,100,75,25
MDM-FL81,Tím 81 FL,KG,25,2275000,200,18200000,200,18200000,25,2275000,KG,25,200,200,25
MDM-FL81GT,Tím 81 FL gián tiếp,KG,25,2275000,100,9100000,125,9100000,0,2275000,KG,25,100,125,0
MDM-FL92,Đen 92 FL,KG,125,8625000,450,31050000,475,31050000,100,8625000,KG,125,450,475,100
MDM-FL92GT,Đen 92 FL gián tiếp,KG,50,3477093.99,250,17250000,225,15541255,75,5185838.99,KG,50,250,225,75
MDM-FLDO192,Đỏ 192C FL,KG,150,11100000,650,48100000,675,48100000,125,11100000,KG,150,650,675,125
MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,75,5550000,650,48000000,600,42471428,125,11078572,KG,75,650,600,125
MDM-FLH570,Hồng 570 FL,KG,25,3325000,0,0,0,0,25,3325000,KG,25,0,0,25
MDM-FLH570GT,Hồng 570 FL gián tiếp,KG,15,1995000,0,0,0,0,15,1995000,KG,15,0,0,15
MDM-FLNHUVANG,Nhũ Vàng FL,KG,25,5050000,111,22422000,121.5,24543000,14.5,2929000,KG,25,111,121.5,14.5
MDM-FLREFBLUEGT,Xanh Dương Reflex Blue C gián tiếp,KG,25,2011642,1450,116000000,1375,110011642,100,8000000,KG,25,1450,1375,100
MDM-FLXD2763,Xanh Dương 2763 FL,KG,100,7600000,100,7600000,150,9500000,50,5700000,KG,100,100,150,50
MDM-FLXD2763GT,Xanh Dương 2763 FL gián tiếp,KG,50,3801225.69,100,7600000,50,3800000,100,7601225.69,KG,50,100,50,100
MDM-FLXL3415C,Xanh Lá 3415C FL,KG,150,11400001.1,950,72200000,1050,76000000,50,7600001.1,KG,150,950,1050,50
MDM-FLXL3415CGT,Xanh Lá 3415C FL gián tiếp,KG,50,3800567.84,600,45600000,575,43700536,75,5700031.84,KG,50,600,575,75
MDM-FX61,Trắng 61 FL,KG,25,1775000,50,3550000,50,3550000,25,1775000,KG,25,50,50,25
MDM-NAU-4253C-GIANTIEP,Mực nâu 4253C GIÁN TIẾP,KG,16,1184000,0,0,0,0,16,1184000,KG,16,0,0,16
MDM-PGTB,Phụ Gia Tăng Bám,KG,25,1650000,0,0,25,1650000,0,0,KG,25,0,25,0
MDM-RELEXBLUEC,RELEXBLUE C,KG,100,8000033.16,600,48000000,650,52000028,50,4000005.16,KG,100,600,650,50
MDM-XANH-2383C-GIANTIEP,MỰC XANH 2383C GIÁN TIẾP,KG,16,1288000,0,0,0,0,16,1288000,KG,16,0,0,16
MUC-IN,"TL phụ thuộc vào số mặt in, màu, diện tích phủ.",KG,70,5157275,0,0,0,0,70,5157275,KG,70,0,0,70
MUC-XL-DT-355,Mực in Gián tiếp màu xanh lá 355,KG,17,1414844.51,100,8300000,50,4150000,67,5564844.51,KG,17,100,50,67
MDM-541,Mực Xanh 541 Gián tiếp,KG,10,840000,0,0,0,0,10,840000,KG,10,0,0,10
MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KG,24,1602000,240,17760000,240,17586000,24,1776000,KG,24,240,240,24
0090610200000000,Trục nối vòng bi mắt trâu ren ngoài M8.  - SA8T/K,CAI,9,342000,0,0,0,0,9,342000,CAI,9,0,0,9
00906102070000000,Trục nối vòng bi mắt trâu ren ngoài M6.  - SA6T/K,CAI,20,700000,0,0,0,0,20,700000,CAI,20,0,0,20
0700100410000000,Dầu King Power 20 lít mã KP046,THUNG,0,0,3,8850000,0,0,3,8850000,THUNG,0,3,0,3
09-02207731000000,Giắc cắm sạc xe nâng hiệu Anderson 175A,BO,0,0,10,3500000,5,1750000,5,1750000,BO,0,10,5,5
09-0270100000000,Đồng hồ đo độ dầy,CAI,1,2970000,0,0,0,0,1,2970000,CAI,1,0,0,1
09-117000500000000,Thảm dính bụi phòng sạch Sticky mat 60 x 90 (cm) màu xanh dương,HOP,1,950000,0,0,0,0,1,950000,HOP,1,0,0,1
0900100010000000,Áo càng thoi  ( Lever holder ) Mã: NOVA6599712 / 11130557900,CAI,226,50278,0,0,0,0,226,50278,CAI,226,0,0,226
0900100020000000,áo khoác cho khách tham quan,CAI,5,575000,0,0,0,0,5,575000,CAI,5,0,0,5
0900100040000000,Áo chỉnh buly (IDLER BRACKET -Ref : LS20106102),CAI,40,1980240,0,0,0,0,40,1980240,CAI,40,0,0,40
0900400010000000,BẠC ĐỒNG GIAO ĐỘNG 6x12x12 (Nova6 063510),CAI,4716,43424189,0,0,500,4603921,4216,38820268,CAI,4716,0,500,4216
0900400020000000,BẠC NHÔM BÁNH XE CAM (Nova 6063507),CAI,1336,14696000,0,0,10,110000,1326,14586000,CAI,1336,0,10,1326
0900400040000000,BẠC NHỰA LÔ NƯỚC,CAI,600,4200000,0,0,0,0,600,4200000,CAI,600,0,0,600
0900400060000000,Bạc càng bù đầu dù sau RX6.1 Mã: Z3C-05775,CAI,45,14715184,0,0,0,0,45,14715184,CAI,45,0,0,45
0900400070000000,Bạc cốt kim máy may 2W,CAI,2,1200000,0,0,0,0,2,1200000,CAI,2,0,0,2
0900400090000000,Bạc móc 063171,CAI,2,1180000,0,0,0,0,2,1180000,CAI,2,0,0,2
0900400130000000,Bạc thau đỡ lô 56x82mm ( gia công theo bản vẽ),CAI,3,1769091,0,0,0,0,3,1769091,CAI,3,0,0,3
0900500020000000,BÁT CẦN THẮNG,CAI,63,1890000,0,0,0,0,63,1890000,CAI,63,0,0,63
0900500030000000,BÁT ĐỠ YẾM THOI LOHIA (Nova6 994607),CAI,164,639600,0,0,0,0,164,639600,CAI,164,0,0,164
0900500040000000,BÁT LĂN ĐAI DƯỚI LSL6 (LOWER BEARING BLLOCK-S 84mm) mã: LSL6 073818,CAI,230,6141000,0,0,0,0,230,6141000,CAI,230,0,0,230
0900500050000000,BÁT LĂN ĐAI DƯỚI NOVA,CAI,45,533588,0,0,0,0,45,533588,CAI,45,0,0,45
0900500060000000,BÁT LĂN ĐAI TRÊN NOVA+ LSL6 mã: LSL6 076105,CAI,94,7097000,0,0,0,0,94,7097000,CAI,94,0,0,94
0900500090000000,BÁT TĂNG ĐƯA LÒ XO YẾM THOI (SPRING SHET CHER-P) MÃ : 11407153000,CAI,34,357000,0,0,0,0,34,357000,CAI,34,0,0,34
0900500120000000,Bát càng + gối đỡ đầu dù trước CS.,CAI,0,0,12,198248,8,8,4,198240,CAI,0,12,8,4
0900500160000000,BÁT GIỮ YẾM THOI DS PHẢI,CAI,79,11850000,0,0,0,0,79,11850000,CAI,79,0,0,79
0900500170000000,BÁT ĐỠ KIM MÁY MAY 3W,CAI,3,474000,0,0,0,0,3,474000,CAI,3,0,0,3
0900500180000000,BÁT KẸP ỐNG PHI 20,CAI,200,260000,0,0,0,0,200,260000,CAI,200,0,0,200
0900500200000000,Bát nối máng điện 200x100x1.5mm,CAI,0,0,24,912000,24,912000,0,0,CAI,0,24,24,0
0900500290000000,Bát móc lò xo càng bù RX6.1. Mã: Z4C-05384,CAI,30,1123920,0,0,0,0,30,1123920,CAI,30,0,0,30
0900500300000000,Bát giữ yếm thoi RX6.1 và RX8 Mã; Z3U-02035,CAI,276,3262254,0,0,0,0,276,3262254,CAI,276,0,0,276
0900500310000000,Bát tăng đưa lò xo yếm thoi RX6.1 và RX8.0 Mã: Z3I-06361A,CAI,35,117105,0,0,0,0,35,117105,CAI,35,0,0,35
0900500330000000,Bát gọng thoi dưới RX6.1 Mã: Z4U-02828,CAI,75,434850,0,0,0,0,75,434850,CAI,75,0,0,75
0900500340000000,Bát gọng thoi trước RX6.1 Mã: Z2U-02502,CAI,52,878800,0,0,0,0,52,878800,CAI,52,0,0,52
0900500350000000,Bát trụ kim máy may newlong 032171,CAI,2,284000,0,0,0,0,2,284000,CAI,2,0,0,2
0900500420000000,Pad nhựa càng bù trước HENGLY mã: 850X6-02.3.1,CAI,50,1644920,0,0,0,0,50,1644920,CAI,50,0,0,50
0900500430000000,Pad nhựa càng bù sau HENGLY mã: 850X6-02.10-3,CAI,70,3467666,0,0,0,0,70,3467666,CAI,70,0,0,70
0900500480000000,Bát đở thanh rãi chỉ DS (theo bản vẽ),CAI,315,5355000,0,0,0,0,315,5355000,CAI,315,0,0,315
0900500490000000,BÁT GiẢM ĐƯA CAM,CAI,30,4500000,0,0,0,0,30,4500000,CAI,30,0,0,30
0900500640000000,Cầu Đấu Chia Dây Điện Aptomat FG9,CAI,8,1000000,0,0,0,0,8,1000000,CAI,8,0,0,8
0900600060000000,Bản lề cối phi 12,BO,10,50000,0,0,10,50000,0,0,BO,10,0,10,0
0900600100000000,Bản lề lá  (127x76x3mm),CAI,9,795000,0,0,3,265000,6,530000,CAI,9,0,3,6
0900600120000000,Bản lề tủ điện HL003-02,CAI,0,0,40,1400000,40,1400000,0,0,CAI,0,40,40,0
0901000040000000,"Ống sắt thu sợi máy LH, màu Đen, phi trong 35mm, dày 1.5mm, phi ngoài 38mm, dài 218mm.",KG,234.5,0,0,0,0,0,234.5,0,CAI,770,0,0,770
09010000810000000,Ống inox phi 114x5mmx100mm,CAY,1,170000,0,0,1,170000,0,0,CAY,1,0,1,0
0901000260000000,"Ống điện trở nhiệt  220Vac - 200W, phi 12.30mm - dài 80mm,",CAI,20,1600000,0,0,0,0,20,1600000,CAI,20,0,0,20
0901000330000000,Dây cáp DVP CAB 215 ( theo mẫu ),SOI,3,840000,0,0,0,0,3,840000,SOI,3,0,0,3
0901100010000000,bạc đạn NU2207,CAI,2,1791000,0,0,0,0,2,1791000,CAI,2,0,0,2
0901100020000000,bạc đạn NU2206,CAI,4,3233600,0,0,0,0,4,3233600,CAI,4,0,0,4
0901100030000000,bạc đạn NU2210,CAI,4,3360000,0,0,0,0,4,3360000,CAI,4,0,0,4
0901100040000000,bạc đạn 3309 A2RS1,CAI,1,2328150,0,0,0,0,1,2328150,CAI,1,0,0,1
0901100050000000,bạc đạn UC 211,CAI,2,520000,0,0,0,0,2,520000,CAI,2,0,0,2
0901100060000000,bạc đạn 2201,CAI,7,2287728,0,0,2,653636,5,1634092,CAI,7,0,2,5
0901100070000000,BẠC ĐẠN 1206,CAI,18,3924000,0,0,0,0,18,3924000,CAI,18,0,0,18
0901100080000000,BẠC ĐẠN 1208,CAI,10,700000,0,0,0,0,10,700000,CAI,10,0,0,10
0901100090000000,BẠC ĐẠN 2206,CAI,9,630000,0,0,0,0,9,630000,CAI,9,0,0,9
0901100110000000,BẠC ĐẠN 22216,CAI,3,5100000,0,0,0,0,3,5100000,CAI,3,0,0,3
0901100120000000,BẠC ĐẠN 22218,CAI,3,6885000,0,0,0,0,3,6885000,CAI,3,0,0,3
0901100130000000,BẠC ĐẠN 30205,CAI,5,350000,0,0,0,0,5,350000,CAI,5,0,0,5
0901100140000000,BẠC ĐẠN 30210,CAI,1,70000,0,0,0,0,1,70000,CAI,1,0,0,1
0901100150000000,BẠC ĐẠN 30213,CAI,1,70000,0,0,0,0,1,70000,CAI,1,0,0,1
0901100160000000,BẠC ĐẠN 5308DC3P5,CAI,1,70000,0,0,0,0,1,70000,CAI,1,0,0,1
0901100170000000,Bạc đạn SKF 6000-2Z/C3,CAI,464,10208000,1000,22000000,880,17820000,584,14388000,CAI,464,1000,880,584
0901100180000000,BẠC ĐẠN 6001,CAI,0,0,3800,87400000,3130,71300000,670,16100000,CAI,0,3800,3130,670
0901100190000000,BẠC ĐẠN 6002,CAI,13,455000,0,0,13,455000,0,0,CAI,13,0,13,0
0901100200000000,Bạc đạn SKF 6003 - 2Z/C3,CAI,30,1050000,0,0,30,1050000,0,0,CAI,30,0,30,0
0901100220000000,BẠC ĐẠN 6004(KHÔNG BÍT),CAI,22,1540000,0,0,16,1120000,6,420000,CAI,22,0,16,6
0901100230000000,BẠC ĐẠN 6005,CAI,175,8400000,0,0,19,912000,156,7488000,CAI,175,0,19,156
0901100240000000,BẠC ĐẠN 6006,CAI,10,640000,0,0,0,0,10,640000,CAI,10,0,0,10
0901100250000000,BẠC ĐẠN 6008,CAI,193,15364805,0,0,2,159221,191,15205584,CAI,193,0,2,191
0901100260000000,BẠC ĐẠN 6009,CAI,19,2736000,0,0,0,0,19,2736000,CAI,19,0,0,19
0901100270000000,Bạc đạn SKF 6010 - 2Z/C3,CAI,22,3300000,0,0,0,0,22,3300000,CAI,22,0,0,22
0901100280000000,BẠC ĐẠN 6011,CAI,10,2930000,0,0,0,0,10,2930000,CAI,10,0,0,10
0901100290000000,BẠC ĐẠN 30206,CAI,3,905000,0,0,0,0,3,905000,CAI,3,0,0,3
0901100300000000,BẠC ĐẠN 6012Z,CAI,15,3750000,0,0,0,0,15,3750000,CAI,15,0,0,15
0901100310000000,BẠC ĐẠN 6013,CAI,5,1370000,0,0,0,0,5,1370000,CAI,5,0,0,5
0901100320000000,BẠC ĐẠN 6020,CAI,2,140000,0,0,0,0,2,140000,CAI,2,0,0,2
0901100330000000,BẠC ĐẠN 6020ZZ,CAI,2,140000,0,0,0,0,2,140000,CAI,2,0,0,2
0901100340000000,BẠC ĐẠN 607,CAI,120,4080000,0,0,0,0,120,4080000,CAI,120,0,0,120
0901100350000000,BẠC ĐẠN 608,CAI,135,3375000,0,0,0,0,135,3375000,CAI,135,0,0,135
0901100360000000,BẠC ĐẠN 6200,CAI,117,3510000,0,0,0,0,117,3510000,CAI,117,0,0,117
0901100370000000,BẠC ĐẠN SKF 6201-2Z/C3,CAI,19,570000,2880,86400000,1488,44640000,1411,42330000,CAI,19,2880,1488,1411
0901100380000000,BẠC ĐẠN SKF 6202 - 2Z/C3,CAI,30,960000,120,3840000,84,2688000,66,2112000,CAI,30,120,84,66
0901100390000000,BẠC ĐẠN SKF 6203-2Z/C3,CAI,30,1205569,0,0,19,763528,11,442041,CAI,30,0,19,11
0901100400000000,BẠC ĐẠN SKF 6204-2Z/c3,CAI,14,630000,0,0,5,225000,9,405000,CAI,14,0,5,9
0901100410000000,BẠC ĐẠN 6205,CAI,39,3867947,0,0,9,892603,30,2975344,CAI,39,0,9,30
0901100420000000,BẠC ĐẠN 6206,CAI,20,1240000,100,6200000,84,5208000,36,2232000,CAI,20,100,84,36
0901100430000000,BẠC ĐẠN 6208,CAI,16,2032000,10,2600000,7,1617333,19,3014667,CAI,16,10,7,19
0901100440000000,BẠC ĐẠN 6209,CAI,7,1171800,0,0,0,0,7,1171800,CAI,7,0,0,7
0901100450000000,BẠC ĐẠN 6210,CAI,43,8772000,0,0,0,0,43,8772000,CAI,43,0,0,43
0901100460000000,BẠC ĐẠN 6211,CAI,5,1190000,0,0,0,0,5,1190000,CAI,5,0,0,5
0901100470000000,Bạc đạn 6213-2Z/C3,CAI,4,1712000,0,0,0,0,4,1712000,CAI,4,0,0,4
0901100480000000,Bạc đạn 625-2Z.,CAI,100,2300000,1000,23000000,720,16560000,380,8740000,CAI,100,1000,720,380
0901100490000000,BẠC ĐẠN SKF 6301-2Z/C3,CAI,22,836000,0,0,0,0,22,836000,CAI,22,0,0,22
0901100500000000,BẠC ĐẠN 6304ZZ,CAI,14,840000,0,0,2,120000,12,720000,CAI,14,0,2,12
0901100510000000,Bạc đạn SKF 6305- 2Z/C3,CAI,38,2850000,0,0,1,75000,37,2775000,CAI,38,0,1,37
0901100520000000,Bạc đạn SKF 6306 -2Z/C3,CAI,7,826000,0,0,4,236000,3,590000,CAI,7,0,4,3
0901100530000000,BẠC ĐẠN SKF 6307-2Z/C3,CAI,20,2700000,0,0,3,405000,17,2295000,CAI,20,0,3,17
0901100540000000,BẠC ĐẠN SKF 6308- 2Z/C3,CAI,0,0,40,5080000,20,2540000,20,2540000,CAI,0,40,20,20
0901100550000000,BẠC ĐẠN  SKF 6309-2Z/C3,CAI,15,3705000,0,0,3,741000,12,2964000,CAI,15,0,3,12
0901100560000000,BẠC ĐẠN SKF 61804,CAI,57,5016000,200,17600000,130,11440000,127,11176000,CAI,57,200,130,127
0901100580000000,BẠC ĐẠN BB30,CAI,23,5681000,0,0,0,0,23,5681000,CAI,23,0,0,23
0901100600000000,BẠC ĐẠN UC 216,CAI,8,9600000,0,0,0,0,8,9600000,CAI,8,0,0,8
0901100610000000,BẠC ĐẠN UC 205,CAI,4,352000,0,0,0,0,4,352000,CAI,4,0,0,4
0901100620000000,BẠC ĐẠN UC206,CAI,2,158333,40,3000000,22,1650758,20,1507575,CAI,2,40,22,20
0901100640000000,BẠC ĐẠN UC210,CAI,3,630000,0,0,0,0,3,630000,CAI,3,0,0,3
0901100650000000,BẠC ĐẠN UCF213,CAI,3,1050000,0,0,0,0,3,1050000,CAI,3,0,0,3
0901100660000000,BẠC ĐẠN UCFL205,CAI,2,394000,0,0,0,0,2,394000,CAI,2,0,0,2
0901100680000000,BẠC ĐẠN UCFL207,CAI,11,2750000,0,0,0,0,11,2750000,CAI,11,0,0,11
0901100690000000,BẠC ĐẠN UCP205,CAI,10,2000000,0,0,0,0,10,2000000,CAI,10,0,0,10
0901100700000000,BẠC ĐẠN UCT208,CAI,4,660000,0,0,0,0,4,660000,CAI,4,0,0,4
0901100710000000,BẠC ĐẠN 698,CAI,95,6650000,0,0,0,0,95,6650000,CAI,95,0,0,95
0901100720000000,BẠC ĐẠN 6207,CAI,22,2354000,0,0,2,214000,20,2140000,CAI,22,0,2,20
0901100730000000,Bạc đạn SKF 609 2Z/C3,CAI,170,5100000,0,0,170,5100000,0,0,CAI,170,0,170,0
0901100740000000,Bạc đạn 31317/J2,CAI,1,2400000,0,0,0,0,1,2400000,CAI,1,0,0,1
0901100750000000,Bạc đạn 30310/Q,CAI,1,380000,0,0,0,0,1,380000,CAI,1,0,0,1
0901100760000000,Bạc đạn 30312/Q,CAI,2,1370000,0,0,0,0,2,1370000,CAI,2,0,0,2
0901100770000000,Bạc đạn 7304B,CAI,2,900000,0,0,0,0,2,900000,CAI,2,0,0,2
0901100780000000,Bạc đạn UC204,CAI,15,750000,0,0,0,0,15,750000,CAI,15,0,0,15
0901100800000000,BẠC ĐẠN UCT206,CAI,0,0,20,4360000,10,2180000,10,2180000,CAI,0,20,10,10
0901100810000000,BẠC ĐẠN 32012XA,CAI,8,4312000,0,0,0,0,8,4312000,CAI,8,0,0,8
0901100820000000,BẠC ĐẠN 6313 ZZ,CAI,4,2254544,0,0,0,0,4,2254544,CAI,4,0,0,4
0901100840000000,BẠC ĐẠN 32006J,CAI,1,160000,0,0,0,0,1,160000,CAI,1,0,0,1
0901100850000000,BẠC ĐẠN 32007J,CAI,1,185000,0,0,0,0,1,185000,CAI,1,0,0,1
0901100860000000,BẠC ĐẠN 32010J,CAI,6,1650000,0,0,0,0,6,1650000,CAI,6,0,0,6
0901100880000000,BẠC ĐẠN 1207,CAI,20,5981952,0,0,5,1495488,15,4486464,CAI,20,0,5,15
0901100890000000,Bạc đạn 626,CAI,10,260000,0,0,0,0,10,260000,CAI,10,0,0,10
0901100900000000,Bạc đạn 627,CAI,20,520000,0,0,0,0,20,520000,CAI,20,0,0,20
0901100930000000,bạc đạn NU207E,CAI,5,1600000,0,0,0,0,5,1600000,CAI,5,0,0,5
0901100950000000,BẠC ĐẠN SKF  32213 J2/Q,CAI,1,400000,0,0,0,0,1,400000,CAI,1,0,0,1
0901100960000000,BẠC ĐẠN 6312 ZZ,CAI,3,1445454,0,0,0,0,3,1445454,CAI,3,0,0,3
0901100970000000,BẠC ĐẠN 6310,CAI,16,5552000,0,0,1,347000,15,5205000,CAI,16,0,1,15
0901100990000000,BẠC ĐẠN UCT210,CAI,5,2280000,0,0,0,0,5,2280000,CAI,5,0,0,5
0901101000000000,BẠC ĐẠN 6212,CAI,2,400000,0,0,0,0,2,400000,CAI,2,0,0,2
0901101010000000,BẠC ĐẠN 22217 EK/C3.,CAI,1,1602000,0,0,0,0,1,1602000,CAI,1,0,0,1
0901101020000000,BẠC ĐẠN 22219 EK/C3,CAI,1,1740000,0,0,0,0,1,1740000,CAI,1,0,0,1
0901101030000000,BẠC ĐẠN 6007,CAI,6,420000,0,0,2,140000,4,280000,CAI,6,0,2,4
0901101040000000,BẠC ĐẠN 32015,CAI,2,1411200,0,0,0,0,2,1411200,CAI,2,0,0,2
0901101070000000,BẠC ĐẠN 6217,CAI,4,3384000,0,0,0,0,4,3384000,CAI,4,0,0,4
0901101080000000,BẠC ĐẠN ucf 216,CAI,4,5640000,0,0,0,0,4,5640000,CAI,4,0,0,4
0901101090000000,BẠC ĐẠN 6316/c3,CAI,9,11700000,0,0,0,0,9,11700000,CAI,9,0,0,9
0901101110000000,BẠC ĐẠN NU319/C3,CAI,1,3800000,0,0,0,0,1,3800000,CAI,1,0,0,1
0901101120000000,BẠC ĐẠN 6302,CAI,20,942857,0,0,1,47143,19,895714,CAI,20,0,1,19
