Mã số,Mặt hàng,Đơn vị tính 1,SL Đầu kỳ 1,Giá trị đầu kỳ 1,SL Nhập 1,Giá trị Nhập 1,SL Xuất 1,Giá trị xuất 1,SL Tồn 1,Giá trị tồn 1,Đơn vị tính 2,SL Đầu kỳ 2,SL Nhập 2,SL Xuất 2,SL Tồn 2
0910200350000000,Áo ngoài điện trở nhiệt 12x40x665mm - lỗ 15mm ( Gia công theo bản vẽ),CAI,0,0,8,14400000,8,14400000,0,0,CAI,0,8,8,0
0910200360000000,Áo trong điện trở nhiệt 12x40x665mm - lỗ 15mm ( Gia công theo bản vẽ),CAI,0,0,8,14400000,8,14400000,0,0,CAI,0,8,8,0
0906202580000000,Ống Dẫn Dầu P PA6 Nylon Áp Suất Cao 4mm,Mét,0,0,100,500000,100,500000,0,0,Mét,0,100,100,0
0905300910000000,Hạt bắp đồng thau PB-4 - nối ống dầu PA6 4mm,CAI,0,0,40,320000,40,320000,0,0,CAI,0,40,40,0
0905300920000000,Nút siết hạt bắp PB-4 - nối ống dầu PA6 4mm,CAI,0,0,40,400000,40,400000,0,0,CAI,0,40,40,0
5200111340000000,Vòng dệt khổ 164 đường kính vòng 101.4cm - khoang 6 lỗ.,CAI,0,0,2,3800000,2,3800000,0,0,CAI,0,2,2,0
0916900010000000,"Mỡ bò, Mỡ bôi trơn Castrol Spheerol CV  - kháng nước, bền ô xi hóa, tăng cường tuổi thọ ổ bi",KG,0,0,6,2800002,6,2800002,0,0,KG,0,6,6,0
090570226000000,Phớt lò xo chặn dầu cốt phi 22mm.  ( Theo mẫu),CAI,0,0,2,4300000,1,2150000,1,2150000,CAI,0,2,1,1
090570227000000,Phớt lò xo chặn nước cốt phi 20mm.  ( Theo mẫu),CAI,0,0,2,1600000,1,800000,1,800000,CAI,0,2,1,1
0901301870000000,Pulley dây đai bản H / Z=24 / W=36 / L=60/ D=55: Lỗ cốt 28x then 7x4mm- có lỗ chốt. ( GC theo bản vẽ),CAI,0,0,10,12550000,5,6275000,5,6275000,CAI,0,10,5,5
0902101020000000,Dây cu roa H510 - bản 30mm,SOI,0,0,10,2400000,5,1200000,5,1200000,SOI,0,10,5,5
0914300030000000,Rắc co sắt ren trong phi 60mm.,CAI,0,0,6,540000,6,540000,0,0,CAI,0,6,6,0
0905500070000000,Sắt ống tráng kẽm phi 42 x 3mm.,CAY,0,0,4,2400000,4,2400000,0,0,CAY,0,4,4,0
0904700900000000,"Co sắt ren trong phi 42mm,",CAI,0,0,10,210000,10,210000,0,0,CAI,0,10,10,0
0921700040000000,BÍT SẮT REN TRONG 27,CAI,0,0,4,24000,4,24000,0,0,CAI,0,4,4,0
0914300020000000,RẮC CO SẮT PHI 42,CAI,0,0,6,252000,6,252000,0,0,CAI,0,6,6,0
0910200015000000,Nối sắt ren trong 42mm.,CAI,0,0,10,180000,10,180000,0,0,CAI,0,10,10,0
0921700070000000,Bít sắt ren ngoài 42mm,CAI,0,0,4,40000,4,40000,0,0,CAI,0,4,4,0
0902204320000000,DÂY ĐIỆN CXV -  4C X 38MM2  - CADIVI,Mét,0,0,300,125400000,150,62700000,150,62700000,Mét,0,300,150,150
0902206920000000,TỦ ĐIỆN 400x600x250mm-  2 lớp cửa.,CAI,0,0,2,2900000,2,2900000,0,0,CAI,0,2,2,0
0902210640000000,MCCB - 3P- 125A - 75KA - Mitsubishi.,CAI,0,0,2,14300000,2,14300000,0,0,CAI,0,2,2,0
0903100320000000,Thanh trung tính N+E. 12-18 lỗ.,CAY,0,0,4,188000,2,94000,2,94000,CAY,0,4,2,2
0905400230000000,ĐẦU CỐT 38-8,CON,0,0,32,176000,16,88000,16,88000,CON,0,32,16,16
0906900370000000,Chụp mũ màu V38 ( đen - đỏ - vàng - xanh),CAI,0,0,32,32000,32,32000,0,0,CAI,0,32,32,0
5200110662000000,Dao cắt bao JUMBO lỗ 450mm ( GC theo bản vẽ),CAI,0,0,2,7400000,2,7400000,0,0,CAI,0,2,2,0
0902205922000000,Điện trở nhiệt sứ phi 450x 40mm - 240V-2500W.,CAI,0,0,4,1240000,2,0,2,1240000,CAI,0,4,2,2
09-24300051000000,Khuôn dao dập hình chữ nhật 140x400mm. ( GC theo bản vẽ),CAI,0,0,4,880000,4,880000,0,0,CAI,0,4,4,0
09-24300052000000,Khuôn dao dập hình chữ nhật 100x550mm. ( GC theo bản vẽ),CAI,0,0,4,1120000,4,1120000,0,0,CAI,0,4,4,0
0926600170000000,Chân máng đèn LED Duhan 1.2 mét.,CAI,0,0,80,3600000,80,3600000,0,0,CAI,0,80,80,0
0902210650000000,RElay điện tử Schneider EOCR SSD-60S,CAI,0,0,8,11040000,6,8280000,2,2760000,CAI,0,8,6,2
0902210670000000,Công tắc đảo chiều động cơ 3 pha CAMSWITCHES - EEC Controls.,CAI,0,0,24,12760000,13,6911667,11,5848333,CAI,0,24,13,11
5200111350000000,Máy thổi khí con sò GB-5500,CAI,0,0,2,24000000,2,24000000,0,0,CAI,0,2,2,0
0903901270000000,Đầu giảm thanh - lọc khí ren ngoài 13mm.,CAI,0,0,100,1800000,100,1800000,0,0,CAI,0,100,100,0
0908500310000000,Lô Cao Su máy in cái phi 112x 830mm ( GC Theo bản vẽ),CAY,0,0,1,0,1,0,0,0,CAY,0,1,1,0
0901800020000000,Bột trét tường,BAO,0,0,8,1200000,8,1200000,0,0,BAO,0,8,8,0
0904500010000000,Sơn màu xám,THUNG,0,0,11,8270004,9,5835003,2,2435001,THUNG,0,11,9,2
90450024800000014,Giá đở nâng con đội máy may Highlead ( Knee lifter stop bracket) Mã: HA104J0658,Cái,0,0,20,820000,20,410000,0,410000,CAI,0,20,20,0
90450024800000017,Thanh giật chỉ máy may Highlead  Mã: HA804H0651,Cái,0,0,10,520000,5,260000,5,260000,CAI,0,10,5,5
0908800050000000,Cây lau nhà kèm thùng tự vắt  cỡ lớn,BO,0,0,2,620000,0,0,2,620000,BO,0,2,0,2
0905401120000000,Đầu cốt nối thẳng nichifu B1.25,CAI,0,0,100,300000,100,150000,0,150000,CAI,0,100,100,0
0905401130000000,Đầu cốt nối thẳng nichifu B2.,CAI,0,0,100,400000,100,200000,0,200000,CAI,0,100,100,0
0905401140000000,Đầu cốt nối thẳng nichifu B5.5.,CAI,0,0,100,500000,100,250000,0,250000,CAI,0,100,100,0
0905401150000000,Đầu cốt nối thẳng nichifu B8.,CAI,0,0,100,600000,100,300000,0,300000,CAI,0,100,100,0
0902210680000000,Biến tần YAKAWA : CIMR - AT4A0007FAA.,CAI,0,0,2,17000000,1,8500000,1,8500000,CAI,0,2,1,1
090570228000000,Phớt VA - 40.,CAI,0,0,16,720000,8,360000,8,360000,CAI,0,16,8,8
0906202630000000,Ống nhựa PVC BM  phi 315 x 8mm.,CAY,0,0,18,53100000,13,38350000,5,14750000,CAY,0,18,13,5
0916600720000000,Mặt bít sắt 120x120x5mm -  khoan 4 lỗ phi 10mm.,CAI,0,0,50,1000000,50,1000000,0,0,CAI,0,50,50,0
0901900800000000,Bánh xe cửa cổng lùa inox 304 có đế treo ray V size 22x48mm BX2248PV,CAI,0,0,120,6600000,80,4400000,40,2200000,CAI,0,120,80,40
0903600170000000,Tôn lợp Việt Nhật dày 5 zem (9 sóng),TAM,0,0,154.5,82782000,107.25,57465175,47.25,25316825,TAM,0,154.5,107.25,47.25
0910700100000000,La đồng thau 25x2mm - dài 1000mm.,CAY,0,0,4,920000,4,920000,0,0,CAY,0,4,4,0
0923300040000000,La inox 25x2mm,Mét,0,0,4,400000,4,400000,0,0,Mét,0,4,4,0
0906800070000000,MÁY HÀN HK 200A,CAI,0,0,1,0,1,0,0,0,CAI,0,1,1,0
0918500320000000,Bát nhựa PVC chịu mài mòn 50x94x15mm ( GC theo bản vẽ),CAI,0,0,20,6300000,20,6300000,0,0,CAI,0,20,20,0
0922500090000000,Con lăn sắt mở miệng bao phi 84x90mm ( GC theo bản vẽ),CAI,0,0,20,9300000,20,9300000,0,0,CAI,0,20,20,0
0902210700000000,Dây Điện thả tròn trắng lõi đồng 2x0.5mm2 - hàng TCVN,Mét,0,0,600,5100000,600,5100000,0,0,Mét,0,600,600,0
0905400550000000,Đầu cốt đồng thân dài 70-8,CAI,0,0,40,740000,40,740000,0,0,CAI,0,40,40,0
0916300090000000,Nẹp bán nguyệt D60 x dài 1.2m - cao 16mm.,CAY,0,0,40,4600000,20,2300000,20,2300000,CAY,0,40,20,20
0916300100000000,Nẹp bán nguyệt D80 x dài 1.2m - cao 18mm.,CAY,0,0,40,6680000,20,3340000,20,3340000,CAY,0,40,20,20
0908600340000000,Bộ lục giác bông 9 chi tiết,BO,0,0,2,240000,2,240000,0,0,BO,0,2,2,0
09176000590000000,Đầu tuýp đen 33mm - loại 1 inch.,CAI,0,0,4,800000,2,400000,2,400000,CAI,0,4,2,2
0905502110000000,Sắt hộp tráng kẽm 10x10mm,CAY,0,0,150,6000000,150,6000000,0,0,CAY,0,150,150,0
0905500870000000,Sắt hộp tráng kẽm 20x20mm,CAY,0,0,860,81700000,440,41800000,420,39900000,CAY,0,860,440,420
0918200050000000,Gạch lát nền 50x50 cm. ( Mẫu theo yêu cầu),M2,0,0,90,10080000,90,10080000,0,0,M2,0,90,90,0
0905500560000000,Sắt la 18x1.4mmx3000mm,CAY,0,0,1432,35800000,716,17900000,716,17900000,CAY,0,1432,716,716
0900600160000000,Bản lề lá 20 x 80mm.,CAI,0,0,120,1200000,60,600000,60,600000,CAI,0,120,60,60
5200111360000000,Vòng dệt khổ 1320mm -  đường kính trong 845mm -  Khoan 3 lỗ phi 10mm. ( GC theo bản vẽ),CAI,0,0,6,17400000,6,17400000,0,0,CAI,0,6,6,0
0927600103000000,Bánh răng vỏ thau Z=100 - phi 104 x 16mm -cốt phi 45 x 112mm ( gia công theo bản vẻ ),CAI,0,0,20,38000000,16,19000000,4,19000000,CAI,0,20,16,4
0903100530000000,Thanh Sắt 40x80x800mm ( GC theo bản vẽ),CAI,0,0,56,82880000,56,82880000,0,0,CAI,0,56,56,0
0902101030000000,Dây curoa răng dọc - Poly V Belt 20x3696,SOI,0,0,4,13336000,3,10002000,1,3334000,SOI,0,4,3,1
0902101040000000,Dây curoa XPA 3000,SOI,0,0,12,2555544,9,1916658,3,638886,SOI,0,12,9,3
0902210710000000,Đèn pha Led 50W DUHAL.,CAI,0,0,4,2720000,4,1360000,0,1360000,CAI,0,4,4,0
0902210720000000,Dây điện Cadivi VCm 1x3mm2- màu đỏ.,M,0,0,200,2100000,200,1050000,0,1050000,M,0,200,200,0
0902210730000000,Dây điện Cadivi VCm 1x3mm2- màu đen.,M,0,0,200,2100000,200,1050000,0,1050000,M,0,200,200,0
0906202440000000,Ống dầu thủy lực 2 lớp bấm 2 đầu côn lõm phi 15 - dài 2000. ( Theo mẫu),ONG,0,0,4,1920000,2,960000,2,960000,ONG,0,4,2,2
0907900180000000,Chốt bung láp hơi 8x98x10mm (theo mẫu),CAI,0,0,120,9600000,120,9600000,0,0,CAI,0,120,120,0
0901301880000000,Bulong inox lục giác đầu bằng M8x15mm + tán.,CON,0,0,40,120000,20,60000,20,60000,CON,0,40,20,20
09111000930000000,Tấm cao su rộng 1000mm - dày 2mm,M,0,0,2,900000,1,450000,1,450000,M,0,2,1,1
0911200257000000,Bảng Mica 40x80cm ( in chữ theo file đính kèm),CAI,0,0,30,11400000,30,5987269,0,5412731,CAI,0,30,30,0
0900600101000000,Bản lề cối phi 14,CAP,0,0,36,720000,18,360000,18,360000,CAP,0,36,18,18
0906600690000000,Sắt hộp kẻm U3x4,CAY,0,0,4,960000,2,480000,2,480000,CAY,0,4,2,2
0905501991000000,Sắt V50 Kẽm,CAY,0,0,20,5850000,5,1450000,15,4400000,CAY,0,20,5,15
0903600260000000,Tôn phẳng Việt Nhật dày 5 zem.,TAM,0,0,137,23022024,56,9511012,81,13511012,TAM,0,137,56,81
0900500670000000,Bát INOX 70x100mm ( GC theo bản vẽ),CAI,0,0,80,17200000,80,17200000,0,0,CAI,0,80,80,0
0927600104000000,Bạc đạn SKF 6902 -2Z.,CAI,0,0,20,2140000,10,1070000,10,1070000,CAI,0,20,10,10
090570229000000,Vòng sin phi 20x2mm.,CAI,0,0,40,80000,20,40000,20,40000,CAI,0,40,20,20
0906202640000000,Ống cao su bố vải mềm phi 42 dày 5mm.,M,0,0,10,2100000,5,1050000,5,1050000,M,0,10,5,5
0906202650000000,Ống cao su bố vải mềm phi 34 dày 5mm.,M,0,0,10,2000000,5,1000000,5,1000000,M,0,10,5,5
0907101210000000,Bát sắt Chử U 100x100x360mm - dày 10mm ( GC theo bản vẽ),CAI,0,0,16,3920000,16,3920000,0,0,CAI,0,16,16,0
0907101220000000,Bát sắt Chử U 40x60x420mm - dày 10mm ( GC theo bản vẽ),CAI,0,0,8,1240000,8,1240000,0,0,CAI,0,8,8,0
0907101230000000,Bát sắt Chử U 40x40x400mm - dày 10mm ( GC theo bản vẽ),CAI,0,0,8,1080000,8,1080000,0,0,CAI,0,8,8,0
0905502130000000,Sắt đăc trắng trơn phi 25x1500mm.,CAY,0,0,2,1000000,1,500000,1,500000,CAY,0,2,1,1
0905502140000000,Sắt ống phi trong 25mm phi ngoài 35mm.- dài 1000mm,CAY,0,0,4,720000,2,360000,2,360000,CAY,0,4,2,2
0920600580000000,Dây dù Thái Lan phi 8mm.,M,0,0,230,1840000,115,920000,115,920000,M,0,230,115,115
5300102160000000,Mực bút lông dầu xanh - 380ml,HOP,0,0,2,98000,0,0,2,98000,HOP,0,2,0,2
5300102170000000,Mực bút lông dầu đỏ - 380ml,HOP,0,0,2,98000,0,0,2,98000,HOP,0,2,0,2
091960104000000,Bulong dao động CS M12x52mm.,CON,0,0,100,300000,50,150000,50,150000,CON,0,100,50,50
0904600430000000,Tán keo M8,CON,0,0,100,80000,50,40000,50,40000,CON,0,100,50,50
0904600440000000,Tán keo M12,CAI,0,0,100,120000,50,60000,50,60000,CAI,0,100,50,50
0902700880000000,Đồng hồ so cơ khí Mitutoyo 2109A-10 (1mm/ 0.001mm),CAI,0,0,2,2060000,2,2060000,0,0,CAI,0,2,2,0
0927300010000000,Càng xe nâng 1500KG - dài 1200mm,BO,0,0,2,18000000,1,9000000,1,9000000,BO,0,2,1,1
0927300020000000,Càng xe nâng 700kg - dài 1000mm.,BO,0,0,2,16000000,1,8000000,1,8000000,BO,0,2,1,1
0916600740000000,Mặt bít sắt 220x220x5mm,CAI,0,0,20,800000,10,400000,10,400000,CAI,0,20,10,10
0905300940000000,Dao cắt xốp cầm tay - HS15 - 200W,CAI,0,0,1,2100000,0,0,1,2100000,CAI,0,1,0,1
0907101240000000,Motor 220V- 100W,CAI,0,0,1,0,1,0,0,0,CAI,0,1,1,0
5200111380000000,"Vòng dệt đường kính 250.5mm, khoan 3 lỗ 8mm",CAI,0,0,4,1120000,4,1120000,0,0,CAI,0,4,4,0
5200111390000000,"Vòng dệt đường kính 219mm, khoan 3 lỗ 8mm",CAI,0,0,4,1120000,4,1120000,0,0,CAI,0,4,4,0
0906600700000000,Bánh xe giàn giáo LK 120 cao su Khóa,CAI,0,0,8,660000,4,330000,4,330000,CAI,0,8,4,4
0917400029000000,Băng keo 2 mặt ( 2.5 cm ),CUON,0,0,3,16500,0,0,3,16500,CUON,0,3,0,3
0908200075000000,Xe Nâng điện Ngồi KOMATSU FB09M-12 (900kg),CHIEC,0,0,2,300000000,1,150000000,1,150000000,CHIEC,0,2,1,1
0906800109000000,Cân điện tử 100kg (loại sạc pin),CAI,0,0,1,4200000,0,0,1,4200000,CAI,0,1,0,1
0908601330000000,Bộ nguồn WDR - 120 - 24- input AC 2 pha 400-500V. Output DC24V-5A,CAI,0,0,2,4691290,1,190,1,4691100,CAI,0,2,1,1
0902210790000000,Card - encoder cho biến tần YAKAWA : MOdel : PG-B3.,CAI,0,0,1,1960000,0,0,1,1960000,CAI,0,1,0,1
0902101050000000,Dây curoa 400H - bản 30mm.,SOI,0,0,3,675000,0,0,3,675000,SOI,0,3,0,3
0907100180000000,MÔ TƠ 380V- 1HP/0.75KW,CAI,0,0,0,0,1,0,-1,0,CAI,0,0,1,-1
5200108741000000,HAY KINGDOM ( UNIPACK),CM2,0,0,18770,5443300,18770,3906300,0,1537000,CM2,0,18770,18770,0
5200108860000000,TRIBAT 43 X 65 ( SAIGONXANH),CM2,0,0,6080,1763200,6080,881600,0,881600,CM2,0,6080,6080,0
520010891000000,Dongwon 94-A,CM2,0,0,2574,746460,2574,373230,0,373230,CM2,0,2574,2574,0
520010898000000,Dongwon 97-A,CM2,0,0,3352,972080,3352,486040,0,486040,CM2,0,3352,3352,0
5200101620000000,Dongwon 11-A,CM2,0,0,546,158340,546,158340,0,0,CM2,0,546,546,0
5200101640000000,Dongwon 12-A,CM2,3781,1096490,3781,1096490,7562,2192980,0,0,CM2,3781,3781,7562,0
5200101650000000,Dongwon 13-A,CM2,1298,376420,1298,376420,2596,752840,0,0,CM2,1298,1298,2596,0
5200101680000000,Dongwon 15-A,CM2,2113,612770,2113,612770,4226,1225540,0,0,CM2,2113,2113,4226,0
5200101740000000,Dongwon 18-A,CM2,2000,580000,2000,580000,4000,1160000,0,0,CM2,2000,2000,4000,0
5200102000000000,Dongwon 27-A,CM2,0,0,4958,1437820,4958,1437820,0,0,CM2,0,4958,4958,0
5200102010000000,Dongwon 28-A,CM2,0,0,6108,1771320,6108,1771320,0,0,CM2,0,6108,6108,0
5200102110000000,Dongwon 30-A,CM2,0,0,6476,1878040,6476,1878040,0,0,CM2,0,6476,6476,0
5200102170000000,Dongwon 33-A,CM2,0,0,7244,2100760,7244,2100760,0,0,CM2,0,7244,7244,0
5200102220000000,Dongwon 35-A,CM2,0,0,5882,1705780,5882,1705780,0,0,CM2,0,5882,5882,0
5200102320000000,3 Blue Roses (3 bông hồng xanh),CM2,2050,594500,2050,594500,4100,1189000,0,0,CM2,2050,2050,4100,0
5200102450000000,Dongwon 44-A,CM2,0,0,5152,1494080,5152,1494080,0,0,CM2,0,5152,5152,0
5200102470000000,Dongwon 45-A,CM2,0,0,2740,794600,2740,794600,0,0,CM2,0,2740,2740,0
5200102670000000,Dongwon 50-A,CM2,0,0,1488,431520,1488,431520,0,0,CM2,0,1488,1488,0
5200102740000000,Dongwon 52-A,CM2,0,0,6492,1882680,6492,1882680,0,0,CM2,0,6492,6492,0
5200102880000000,Dongwon 59-A,CM2,0,0,4740,1374600,4740,1374600,0,0,CM2,0,4740,4740,0
5200102990000000,Dongwon 62-A,CM2,0,0,2322,673380,2322,673380,0,0,CM2,0,2322,2322,0
5200103030000000,Dongwon 65-A,CM2,0,0,10024,2906960,10024,2906960,0,0,CM2,0,10024,10024,0
5200103110000000,Dongwon 68-A,CM2,0,0,3360,974400,3360,974400,0,0,CM2,0,3360,3360,0
5200103190000000,Dongwon 70-A,CM2,0,0,2652,769080,2652,769080,0,0,CM2,0,2652,2652,0
5200103210000000,Dongwon 71-A,CM2,0,0,604,175160,604,175160,0,0,CM2,0,604,604,0
5200103340000000,Dongwon 78-A,CM2,0,0,6508,1887320,6508,1887320,0,0,CM2,0,6508,6508,0
5200103440000000,Dongwon 87-A,CM2,0,0,9128,2647120,9128,2647120,0,0,CM2,0,9128,9128,0
5200103540000000,9900 Lumut,CM2,0,0,14378,4169620,14378,4169620,0,0,CM2,0,14378,14378,0
5200103580000000,9901 66MFM,CM2,0,0,16570,4805300,16570,4805300,0,0,CM2,0,16570,16570,0
5200103600000000,9902C Lumut,CM2,0,0,27206,7889740,27206,7889740,0,0,CM2,0,27206,27206,0
5200103610000000,9902C 66MFM,CM2,6719,1948510,30771,8923590,37490,10872100,0,0,CM2,6719,30771,37490,0
5200103710000000,AGRI FEED,CM2,0,0,22936,6651440,22936,6651440,0,0,CM2,0,22936,22936,0
5200103730000000,Aqua 28 (40kg),CM2,0,0,13720,3977640,13720,3977640,0,0,CM2,0,13720,13720,0
5200103740000000,AQ3-40kg,CM2,0,0,29868,8661720,29868,8661720,0,0,CM2,0,29868,29868,0
5200103760000000,AQ-40kg (Mekong),CM2,0,0,18684,5418360,18684,5418360,0,0,CM2,0,18684,18684,0
5200103770000000,Aqua32,CM2,0,0,12216,3542640,12216,3542640,0,0,CM2,0,12216,12216,0
5200103780000000,Aqua 34,CM2,0,0,9568,2773560,9568,2773560,0,0,CM2,0,9568,9568,0
5200103880000000,Black Label,CM2,0,0,4760,1380400,4760,1380400,0,0,CM2,0,4760,4760,0
5200104030000000,BB BISCUIT,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200104140000000,Blue globe 25,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200104150000000,Blue Horse,CM2,0,0,2,0,4,0,-2,0,CM2,0,2,4,-2
5200104160000000,Blue Horse CK,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200104170000000,Blue Horse EX,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200104190000000,Blue Horse MS,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200104280000000,Brown horse,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200104290000000,Bảng in BURUNG MURAI 68N,CM2,0,0,8538,2474860,8538,2474860,0,0,CM2,0,8538,8538,0
5200104350000000,Cám mì Pollard,CM2,0,0,12424,3602960,12424,3602960,0,0,CM2,0,12424,12424,0
5200104650000000,DOLFIN 40KG,CM2,0,0,550,159500,550,79750,0,79750,CM2,0,550,550,0
5200104890000000,Flor,CM2,0,0,12806,3713740,12806,3713740,0,0,CM2,0,12806,12806,0
5200104950000000,Fortaleza,CM2,0,0,27120,7864800,27120,7864800,0,0,CM2,0,27120,27120,0
5200104960000000,FULL FAT SOYA,CM2,0,0,16274,4719460,16274,4719460,0,0,CM2,0,16274,16274,0
5200105040000000,Golden Globe,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200105060000000,Golden horse,CM2,0,0,6426,1861220,6426,1861220,0,0,CM2,0,6426,6426,0
5200105090000000,GOLDEN STATUE,CM2,0,0,4068,1179720,4068,1179720,0,0,CM2,0,4068,4068,0
5200105120000000,Green Biccle,CM2,0,0,13584,3939360,13584,3939360,0,0,CM2,0,13584,13584,0
5200105150000000,Green horse,CM2,0,0,14206,4117420,14206,4117420,0,0,CM2,0,14206,14206,0
5200105160000000,Green Horse EX,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200105650000000,KCP đường kính trắng đặc biệt,CM2,0,0,7998,2319420,7998,1159710,0,1159710,CM2,0,7998,7998,0
5200106160000000,ORANGE 999 SP,CM2,0,0,4168,1208720,4168,1208720,0,0,CM2,0,4168,4168,0
5200106180000000,Orange Horse LV (2),CM2,0,0,8,0,8,0,0,0,CM2,0,8,8,0
5200106190000000,Oro Cinco,CM2,0,0,26302,7627580,26302,7627580,0,0,CM2,0,26302,26302,0
5200106200000000,Oro Dos,CM2,0,0,25744,7465760,25744,7465760,0,0,CM2,0,25744,25744,0
5200106210000000,Oro Tres,CM2,0,0,25228,7316120,25228,7316120,0,0,CM2,0,25228,25228,0
5200106220000000,Oro Uno,CM2,0,0,34682,10057780,34682,10057780,0,0,CM2,0,34682,34682,0
5200106230000000,Bản in OTROS USOS,CM2,0,0,13486,3910940,13486,3910940,0,0,CM2,0,13486,13486,0
5200106340000000,Pink Horse,CM2,0,0,17542,5084860,17542,3796390,0,1288470,CM2,0,17542,17542,0
5200106490000000,RAMA 108,CM2,0,0,5528,1601960,5528,1601960,0,0,CM2,0,5528,5528,0
5200106510000000,Rama 128,CM2,0,0,8,0,8,0,0,0,CM2,0,8,8,0
5200106520000000,Rama 138,CM2,0,0,4294,1242940,4294,1242940,0,0,CM2,0,4294,4294,0
5200106540000000,Rama Rama 88,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200106560000000,Rama 99,CM2,0,0,8,0,8,0,0,0,CM2,0,8,8,0
5200106570000000,RAMA RC,CM2,0,0,9500,2755000,9500,2755000,0,0,CM2,0,9500,9500,0
5200106620000000,Red Horse,CM2,0,0,17766,5149820,17766,5149820,0,0,CM2,0,17766,17766,0
5200106630000000,Red Horse AA,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200106670000000,Red Rose Export,CM2,0,0,10316,2991640,10316,2991640,0,0,CM2,0,10316,10316,0
5200106880000000,SFFM 99 (Lahad Datu),CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200106900000000,SFM99,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200106940000000,Sp,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200107320000000,Yellow Horse,CM2,0,0,13184,3821040,13184,3821040,0,0,CM2,0,13184,13184,0
5200107370000000,Cap Rusa,CM2,0,0,8944,2592600,8944,2592600,0,0,CM2,0,8944,8944,0
0908900050000000,Vòi rửa tay tự động (  cảm ứng ),KG,2,5940000,0,0,0,0,2,5940000,KG,2,0,0,2
5200108091000000,Vòng Căng bụng đường kính 34.7cm,CAI,3,1500000,0,0,0,0,3,1500000,CAI,3,0,0,3
5200108560000000,GREEN LEAF,CM2,0,0,3720,1078800,3720,1078800,0,0,CM2,0,3720,3720,0
5200108690000000,Bản in EL TORO - UNIPACK,CM2,0,0,6174,1790460,6174,1790460,0,0,CM2,0,6174,6174,0
5200108722000000,Bản in BLUE HORSE ROTICANAI,CM2,0,0,8,0,8,0,0,0,CM2,0,8,8,0
5200108723000000,Bản in RAMA 98,CM2,0,0,37140,10768280,37140,8958390,0,1809890,CM2,0,37140,37140,0
5200108724000000,Bản in CAP KILANG,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200108728000000,Bản in SBFM,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
5200108731000000,Bản in SFFM 99,CM2,0,0,18040,5230440,18040,2615220,0,2615220,CM2,0,18040,18040,0
5200108810000000,Bản in CS 78x132,CM2,0,0,2632,763280,2632,763280,0,0,CM2,0,2632,2632,0
5200110920000000,BẢNG IN BLUE HORSE RB,CM2,6432,1865280,15596,4522840,22028,5059340,0,1328780,CM2,6432,15596,22028,0
5200111000000000,Bản in LFM,CM2,0,0,4,0,4,0,0,0,CM2,0,4,4,0
52001051240000000,Balance -25kg,CM2,0,0,20844,6044760,20844,6044760,0,0,CM2,0,20844,20844,0
52001051310000000,CF2.X-40kg,CM2,0,0,20766,6022140,20766,6022140,0,0,CM2,0,20766,20766,0
52001051370000000,MI A-40Kg,CM2,0,0,7178,2081620,7178,2081620,0,0,CM2,0,7178,7178,0
5200111310000000,"Quạt hút EBMPAPST 614NHHR, 24VDC, 60x60x25mm",CAI,10,2150000,0,0,0,0,10,2150000,CAI,10,0,0,10
5200117500000000,STANDLEE-UNIPACK,CM2,0,0,7184,2623860,7184,2623860,0,0,CM2,0,7184,7184,0
520011810000000,MK-PL -25KG,CM2,0,0,16558,4801820,16558,4801820,0,0,CM2,0,16558,16558,0
520011890000000,ATM-ĐỎ,CM2,8927,2588830,8927,2588830,17854,5177660,0,0,CM2,8927,8927,17854,0
520011910000000,BỘT MÌ 28-40KG,CM2,4902,1421580,4902,1421580,9804,2843160,0,0,CM2,4902,4902,9804,0
5200109020000000,Dongwon 17-B,CM2,0,0,320,92800,320,92800,0,0,CM2,0,320,320,0
0902210600000000,Tụ điện CD60-75UF -0250VAC,CAI,0,0,4,300000,2,150000,2,150000,CAI,0,4,2,2
0904900180000000,Cánh quạt nhôm đường kính sải cánh 180mm .,CAI,0,0,20,3800000,14,2660000,6,1140000,CAI,0,20,14,6
HAT-PPA-3MB910,"Hạt phụ gia trợ gia công PPA cho thổi.  , ve sinh truc vit may soi",KG,78,5287172,0,0,0,0,78,5287172,KG,78,0,0,78
