Mã phiếu,Người tạo,Ngày tạo,Mã yêu cầu,Mã vật tư,Tên vật tư,Đvt (01),SỐ LƯỢNG (01),ĐVT (02),SỐ LƯỢNG (02),NGÀY CẦN,Tiền tệ,Đơn giá,Tiền thuế,Tổng tiền,Tên NCC,Mã NCC
PO11/24-018,Nguyễn Thị Đào,11/6/2024,PR24/11-018,HAT-HATPLC,Hạt PoLyCom,KG,200,KG,200,,VND,20000,400000,4000000,CÔNG TY CỔ PHẦN BAO BÌ ĐẠM PHÚ MỸ,NCC010426
PO10/24-016,Nguyễn Thị Đào,10/9/2024,PR24/10-017,HAT-TACKS-1001,Hạt Taical EFPP1001 trắng sáng,Kg,54000,Kg,54000,,VND,7500,0,405000000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO10/24-069,Nguyễn Thị Đào,10/21/2024,PR24/10-070,HAT-TACKS-1001,Hạt Taical EFPP1001 trắng sáng,Kg,54000,Kg,54000,,VND,7200,0,388800000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO10/24-082,Nguyễn Thị Đào,10/24/2024,PR24/10-082,HAT-TACKS-1001,Hạt Taical EFPP1001 trắng sáng,Kg,54000,Kg,54000,,VND,7200,0,388800000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO11/24-005,Nguyễn Thị Đào,11/2/2024,PR24/11-009,HAT-TACKS-1001,Hạt Taical EFPP1001 trắng sáng,Kg,54000,Kg,54000,,VND,7200,0,388800000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO11/24-027,Nguyễn Thị Đào,11/13/2024,PR24/11-034,HAT-TACKS-1001,Hạt Taical EFPP1001 trắng sáng,Kg,54000,Kg,54000,,VND,7200,0,388800000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO11/24-041,Nguyễn Thị Đào,11/14/2024,PR24/11-045,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,5000,KG,5000,,VND,8200,4100000,41000000,CÔNG TY TNHH HANOTECH PLAS,NCC010188
PO10/24-021,Nguyễn Thị Đào,10/9/2024,PR24/10-021,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,27000,KG,27000,,VND,8200,0,221400000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO10/24-082,Nguyễn Thị Đào,10/24/2024,PR24/10-082,HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KG,1000,KG,1000,,VND,9800,0,9800000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO10/24-062,Nguyễn Thị Đào,10/19/2024,PR24/10-065,HAT-UV881C,Hạt UV 881C (Châu Âu),KG,2000,KG,2000,,VND,73000,0,146000000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO10/24-090,Nguyễn Thị Đào,10/26/2024,PR24/10-088,5200108741000000,HAY KINGDOM ( UNIPACK),CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-044,Nguyễn Thị Đào,10/14/2024,PR24/10-045,MDM-FLH570,Hồng 570 FL,KG,25,KG,25,,VND,133000,332500,3325000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-046,Nguyễn Thị Đào,11/15/2024,PR24/11-051,5200104560000000,INTER-Địa cầu nâu,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-106,Nguyễn Thị Đào,10/30/2024,PR24/10-108,0918000076000000,Kệ để bulong ốc vít - THỐNG NHẤT.  Khung sắt - khay nhựa ( 8 tầng),BO,1,BO,1,,VND,9868000,0,9868000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-048,Nguyễn Thị Đào,10/15/2024,PR24/10-049,0923700060000000,Keo 502 THUẬN PHONG - size S - Hình con voi -,LO,20,LO,20,,VND,5400,0,108000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-048,Nguyễn Thị Đào,10/15/2024,PR24/10-050,0923700060000000,Keo 502 THUẬN PHONG - size S - Hình con voi -,LO,30,LO,30,,VND,5400,0,162000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-028,Nguyễn Thị Đào,10/10/2024,PR24/10-030,0923700020000000,KÉO BẤM  CHỈ (cán màu xanh dương),Cái,60,Cái,60,,VND,10000,0,600000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-034,Nguyễn Thị Đào,11/13/2024,PR24/11-038,0923700630000000,Kéo cắt chỉ ( cán màu đen - theo hình ảnh ),CAI,10,CAI,10,,VND,1,0,10,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-070,Nguyễn Thị Đào,10/21/2024,PR24/10-071,0923700590000000,Keo chống dột.,CUON,5,CUON,5,,VND,1,0,5,Võ Công Vũ,NV041
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,0923700580000000,Keo chống thấm Kova ( thùng 20kg),THUNG,2,THUNG,2,,VND,1450000,0,2900000,Võ Công Vũ,NV041
PO11/24-010,Nguyễn Thị Đào,11/4/2024,PR24/11-013,0923700030000000,Keo con chó Dog X66- 3kg,HOP,3,HOP,3,,VND,425000,0,1275000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-020,Nguyễn Thị Đào,10/9/2024,PR24/10-023,5300100550000000,Kẹp Bướm 19mm,HOP,5,HOP,5,,VND,6000,3000,30000,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-054,Thái Nguyễn Minh Quyết,10/16/2024,PR24/10-056,0923800140000000,Kẹp gọng thoi sau Hengly.  (Guide backet fixed board SBY-850×6S-02A-7),CAI,100,CAI,100,,VND,0.05,0,5,"Changzhou United Win Pack Co., Ltd",NCC020024
PO10/24-003,Nguyễn Thị Đào,10/2/2024,PR24/10-002,0924300065000000,Kẹp sắt chử T máy dệt CS. ( Theo mẫu),CAI,150,CAI,150,,VND,55000,0,8250000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-010,Nguyễn Thị Đào,11/4/2024,PR24/11-014,0902200660000000,Khởi động từ  LS.MC-32A-COIL-220VAC,CAI,4,CAI,4,,VND,1,0,4,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-045,Nguyễn Thị Đào,10/14/2024,PR24/10-046,0909900051000000,Khung Ảnh 25x35cm,CAI,5,CAI,5,,VND,81000,0,405000,Võ Công Vũ,NV041
PO10/24-045,Nguyễn Thị Đào,10/14/2024,PR24/10-046,0909900052000000,Khung Ảnh 29x41cm,CAI,5,CAI,5,,VND,94000,0,470000,Võ Công Vũ,NV041
PO10/24-045,Nguyễn Thị Đào,10/14/2024,PR24/10-046,0909900053000000,Khung Ảnh 35x45cm,CAI,5,CAI,5,,VND,111000,0,555000,Võ Công Vũ,NV041
PO11/24-031,Nguyễn Thị Đào,11/13/2024,PR24/11-029,0909900054000000,Khung gắn Motor giải nhiệt tháp 30RT.,BO,1,BO,1,,VND,750000,75000,750000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-091,Nguyễn Thị Đào,10/26/2024,PR24/10-090,09-24300100000004,Khuôn dao dập hình vuông 300x300mm. ( GC theo bản vẽ),CAI,2,CAI,2,,VND,270000,0,540000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-091,Nguyễn Thị Đào,10/26/2024,PR24/10-090,09-24300100000003,Khuôn dao dập hình vuông 400x400mm. ( GC theo bản vẽ),CAI,2,CAI,2,,VND,320000,0,640000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-054,Nguyễn Thị Đào,11/16/2024,PR24/11-060,0906202710000000,KY HỐT RÁC NHỰA CÁN DÀI,CAI,10,CAI,10,,VND,1,0,10,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-045,Nguyễn Thị Đào,11/15/2024,PR24/11-049,5300102180000000,"Lá cờ "" Thổ Nhĩ Kỳ "" KT: 1000x1400mm",CAI,1,CAI,1,,VND,450000,0,450000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-045,Nguyễn Thị Đào,11/15/2024,PR24/11-049,5300102190000000,"Lá cờ "" Thổ Nhĩ Kỳ "" KT: 130x250mm",CAI,1,CAI,1,,VND,40000,0,40000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-010,Nguyễn Thị Đào,11/4/2024,PR24/11-012,5300102140000000,Lá cờ Việt Nam 1.4x1.8m -  vải dù.,CAI,1,CAI,1,,VND,150000,0,150000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-055,Nguyễn Thị Đào,10/16/2024,PR24/10-058,0908400030000000,LAM CROMA,LUOI,5000,LUOI,5000,,VND,1400,0,7000000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-040,Nguyễn Thị Đào,10/11/2024,PR24/10-041,0908500880000000,Lô cao su phi 102x750mm  (GC theo bản vẽ).,TRUC,2,TRUC,2,,VND,4320000,864000,8640000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-026,Nguyễn Thị Đào,10/10/2024,PR24/10-027,0908500410000000,Lô cao su phi 200 X 1150mm ( Gia công theo bản vẽ),TRUC,1,TRUC,1,,VND,12176000,974080,12176000,CÔNG TY TNHH A.67,NCC010083
PO10/24-094,Nguyễn Thị Đào,10/28/2024,PR24/10-095,0908500850000000,LÔ MẠ CROM KHUÔN MÁY TRÁNG HẤP PHI 420.2mm - KHỔ VẢI 660MM (Theo thiết kế bản vẽ).,TRUC,1,TRUC,1,,VND,32000000,3200000,32000000,CÔNG TY TNHH MỘT THÀNH VIÊN CƠ KHÍ SẢN XUẤT THƯƠNG MẠI NGHĨA THÀNH,NCC010423
PO10/24-040,Nguyễn Thị Đào,10/11/2024,PR24/10-041,0908500870000000,Lô xi lấy mực phi 100x750mm  (GC theo bản vẽ).,TRUC,2,TRUC,2,,VND,3870000,774000,7740000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-040,Nguyễn Thị Đào,10/11/2024,PR24/10-041,0908500860000000,Lô xi lấy mực phi 110x660mm  (GC theo bản vẽ).,TRUC,1,TRUC,1,,VND,3870000,387000,3870000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-052,Nguyễn Thị Đào,10/16/2024,PR24/10-052,0908500890000000,Lô xi lấy mực phi 90x770mm  (GC theo bản vẽ).,TRUC,2,TRUC,2,,VND,4320000,864000,8640000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-054,Thái Nguyễn Minh Quyết,10/16/2024,PR24/10-056,0906700410000000,Lò xo càng bù Hengly (Spring  SBY-850X6S-02A-8),CAI,200,CAI,200,,VND,0.035,0,7,"Changzhou United Win Pack Co., Ltd",NCC020024
PO10/24-054,Thái Nguyễn Minh Quyết,10/16/2024,PR24/10-056,0906700420000000,Lò xo đầu trước Hengly  (Press springSBY-850×6S-02A.3-3 ),CAI,100,CAI,100,,VND,3,0,300,"Changzhou United Win Pack Co., Ltd",NCC020024
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-080,0908601210000000,Lò xo ty 0.7mm phi ngoài 6x22mm có khoen tròn 2 đầu. (Theo mẫu),CAI,50,CAI,50,,VND,1,0,50,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-051,Nguyễn Thị Đào,10/16/2024,PR24/10-054,0922900220000000,"Lọc Y inox 304 phi 42,",CAI,2,CAI,2,,VND,300000,0,600000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-038,Nguyễn Thị Đào,11/13/2024,PR24/11-041,0901200240000000,LONG ĐÈN 10 LY,CAI,250,CAI,250,,VND,1,0,250,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-071,Nguyễn Thị Đào,10/21/2024,PR24/10-073,0901200240000000,LONG ĐÈN 10 LY,CAI,200,CAI,200,,VND,200,0,40000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-071,Nguyễn Thị Đào,10/21/2024,PR24/10-073,0901200200000000,LONG ĐÈN 8x10mm,CAI,200,CAI,200,,VND,100,0,20000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-054,Thái Nguyễn Minh Quyết,10/16/2024,PR24/10-056,0923700560000000,Long đền đầu dù trước Hengly .(Press spring seat SBY-850X6S-02A.3-6),CAI,100,CAI,100,,VND,0.14,0,14,"Changzhou United Win Pack Co., Ltd",NCC020024
PO10/24-071,Nguyễn Thị Đào,10/21/2024,PR24/10-073,0901200040000000,Long đền lỗ phi 12 x30mm,CAI,200,CAI,200,,VND,300,0,60000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-030,Nguyễn Thị Đào,11/13/2024,PR24/11-033,0908500571000000,Lốp xe 215/70/R16C 108/106T TL AGILIS 3 RC M (xe 9 chỗ),CAI,2,CAI,2,,VND,2500000,400000,5000000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-002,Nguyễn Thị Đào,11/2/2024,PR24/11-006,5300101117000000,LT-1101 LOUIS,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-084,Nguyễn Thị Đào,10/25/2024,PR24/10-085,5300101118000000,LT-1102 LOUIS,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO11/24-026,Nguyễn Thị Đào,11/13/2024,PR24/11-032,5300101118000000,LT-1102 LOUIS,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-055,Nguyễn Thị Đào,10/16/2024,PR24/10-058,0909500030000000,LƯỚI 90,M,10,M,10,,VND,220000,0,2200000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-057,Nguyễn Thị Đào,11/18/2024,PR24/11-061,0922700085000000,Lưỡi Cắt Gỗ 175cm,CAI,1,CAI,1,,VND,190000,0,190000,Võ Công Vũ,NV041
PO11/24-039,Nguyễn Thị Đào,11/13/2024,PR24/11-040,5300100590000000,Lưỡi Dao Lớn,HOP,1,HOP,1,,VND,1,0,1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-020,Nguyễn Thị Đào,10/9/2024,PR24/10-023,5300100590000000,Lưỡi Dao Lớn,HOP,1,HOP,1,,VND,100000,10000,100000,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-053,Nguyễn Thị Đào,10/16/2024,PR24/10-053,0902210980000000,Màn hình biến tần mitsubishi A800 - DU08.,CAI,1,CAI,1,,VND,1300000,130000,1300000,CÔNG TY TNHH KỸ THUẬT ĐIỆN QNTC,NCC010102
PO10/24-007,Nguyễn Thị Đào,10/4/2024,PR24/10-010,0902207850000000,Màn hình máy dệt CS. Model: TP04G-AS2 Power Input-24VDC-3.5W,CAI,2,CAI,2,,VND,2800000,0,5600000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-006,Nguyễn Thị Đào,10/4/2024,PR24/10-011,0906801200000000,Màn hình máy tính,CAI,1,CAI,1,,VND,1,0,1,Trần Trung Hiếu,NV031
PO11/24-056,Thái Nguyễn Minh Quyết,11/16/2024,PR24/11-059,0902201770000000,"Màn hình RX6.1 POWER PANEL T30 4,3"" Mã số: AIVV-01152",CAI,3,CAI,3,,VND,1,0,3,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD",NCC020011
PO11/24-054,Nguyễn Thị Đào,11/16/2024,PR24/11-058,0919400020000000,Màng co trắng trong.(50cm),KG,20,KG,20,,VND,1,0,20,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-071,Nguyễn Thị Đào,10/21/2024,PR24/10-074,0902211010000000,Máng INOX 304 - 110 x 1790mm ( GC theo bản vẽ ),CAI,1,CAI,1,,VND,3800000,0,3800000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-008,Nguyễn Thị Đào,10/5/2024,PR24/10-012,LDPE022023,"Manh LDPE, trắng trong, KT:22.0cm x 23.0cm(+1.0/-0.0), TL: 3.7g/cái.",Cái,1050,KG,3.89,,VND,133,11172,139650,CÔNG TY TNHH AMIBA VIỆT NAM,NCC010020
PO10/24-093,Nguyễn Thị Đào,10/28/2024,PR24/10-094,MANHPE18030080MIC794,"Manh PE tròn k180cm cắt dài 300cm , TL 794.5g/cái",Cái,2100.69,CAI,1668.9982,,VND,33004.425,5546565,69332066,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI KIÊN THẠNH,KH010005
PO10/24-106,Nguyễn Thị Đào,10/30/2024,PR24/10-108,0916600080000000,Mặt bích nhựa PVC phi 114,CAI,120,CAI,120,,VND,12000,0,1440000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-109,Nguyễn Thị Đào,10/31/2024,PR24/10-109,0916600020000000,Mặt nguyệt máy may NEWLONG mã: 034192,CAI,10,CAI,10,,VND,185000,0,1850000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-066,Nguyễn Thị Đào,10/19/2024,PR24/10-062,0906801580000000,Máy in  màu,CAI,1,CAI,1,,VND,13200000,1320000,13200000,Trần Trung Hiếu,NV031
PO10/24-006,Nguyễn Thị Đào,10/4/2024,PR24/10-011,0906801000000000,Máy vi tính để bàn,CAI,1,CAI,1,,VND,1,0,1,Trần Trung Hiếu,NV031
PO11/24-008,Nguyễn Thị Đào,11/2/2024,PR24/10-053,0902210920000000,MCB - 2P - 10A - 10KA (Schneider ),CAI,10,CAI,10,,VND,644600,644600,6446000,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ VIỆT TÍN PHÁT,NCC010414
PO11/24-010,Nguyễn Thị Đào,11/4/2024,PR24/11-014,0902210990000000,MCCB - 3P - 30A - 50KA -LS.,CAI,2,CAI,2,,VND,1,0,2,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-046,Nguyễn Thị Đào,11/15/2024,PR24/11-051,5200117300000000,MK5-25KG,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-092,Nguyễn Thị Đào,10/28/2024,PR24/10-093,5200110780000000,Mỏ lết răng 18 inch Asaki AK-635,CAI,1,CAI,1,,VND,285000,0,285000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-092,Nguyễn Thị Đào,10/28/2024,PR24/10-093,5200110790000000,Mỏ lết răng 24 inch Asaki AK-636,CAI,1,CAI,1,,VND,355000,0,355000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-056,Thái Nguyễn Minh Quyết,11/16/2024,PR24/11-059,0907100500000000,Mô tơ chính máy dệt STARLINGER RX6.1 - 4.0KW - 1445/MIN-Y1-112M4 Mã: ARDS-02153,CAI,1,CAI,1,,VND,1,0,1,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD",NCC020011
PO11/24-056,Thái Nguyễn Minh Quyết,11/16/2024,PR24/11-059,0907100480000000,Mô tơ lô nước máy dệt STARLINGER RX6.1 -0.09KW - 50HZ Mã: ARDS-02159,Cái,4,Cái,4,,VND,1,0,4,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD",NCC020011
PO11/24-056,Thái Nguyễn Minh Quyết,11/16/2024,PR24/11-059,0907100460000000,Mô tơ thu cuộn máy dệt STARLINGER RX6.1 0.22KW Mã: ARDS-02164,CAI,4,CAI,4,,VND,1,0,4,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD",NCC020011
PO10/24-004,Thái Nguyễn Minh Quyết,10/2/2024,PR24/10-001,0927600107000000,Mô-đun điều tốc động cơ mô-men xoắn ba pha TSR-60WL-HL.,CAI,4,CAI,4,,VND,1,0,4,"Changzhou United Win Pack Co., Ltd",NCC020024
PO11/24-056,Thái Nguyễn Minh Quyết,11/16/2024,PR24/11-059,0907101020000000,Motor hộp số lô đỉnh RX6.1 ( Mã: Z3C-04993F),CAI,2,CAI,2,,VND,1,0,2,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD",NCC020011
PO11/24-031,Nguyễn Thị Đào,11/13/2024,PR24/11-029,0927600108000000,Motor quạt tháp giải nhiệt 30RT - 380V - 3/4HP.,CAI,1,CAI,1,,VND,4100000,410000,4100000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-039,Nguyễn Thị Đào,11/13/2024,PR24/11-040,VPP007,Mực lông dầu đỏ,HOP,6,HOP,6,,VND,1,0,6,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO11/24-020,Nguyễn Thị Đào,11/6/2024,PR24/11-020,090580107000000,"Mũi khoét lỗ sắt , thép, Inox răng hợp kim phi 45mm.",CAI,2,CAI,2,,VND,1,0,2,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-055,Nguyễn Thị Đào,10/16/2024,PR24/10-059,0908601350000000,Mũi ra đá mài 1 hạt kim cương .,CAI,2,CAI,2,,VND,100000,0,200000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-034,Nguyễn Thị Đào,11/13/2024,PR24/11-037,VPP-010000001000000,Mỳ tôm hảo hảo,THUNG,30,THUNG,30,,VND,120000,0,3600000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-009,Nguyễn Thị Đào,11/4/2024,PR24/11-013,0916200020000000,NAM CHÂM SỨ NOVA6091007,Cái,100,Cái,100,,VND,153000,1224000,15300000,CÔNG TY TNHH VIPATEX,NCC010293
PO11/24-009,Nguyễn Thị Đào,11/4/2024,PR24/11-015,0916200020000000,NAM CHÂM SỨ NOVA6091007,Cái,100,Cái,100,,VND,153000,1224000,15300000,CÔNG TY TNHH VIPATEX,NCC010293
PO11/24-044,Thái Nguyễn Minh Quyết,11/15/2024,PR24/11-048,0906600290000000,NẮP CHỤP BÁNH XE LƯNG THOI mã: NOVA6- 495903,CAI,1000,CAI,1000,,VND,1,0,1000,"Changzhou United Win Pack Co., Ltd",NCC020024
PO10/24-085,Nguyễn Thị Đào,10/25/2024,PR24/10-086,MDM-FL873U,NÂU 873 U(PANTONE 873U),KG,15,KG,15,,VND,185000,277500,2775000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-080,Nguyễn Thị Đào,10/24/2024,PR24/10-080,0906001040000000,Nhông đơn 60- 29 răng ( GC theo bản vẽ).,CAI,2,CAI,2,,VND,320000,0,640000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-080,Nguyễn Thị Đào,10/24/2024,PR24/10-080,0906001050000000,Nhông đơn 60- 30 răng ( GC theo bản vẽ).,CAI,2,CAI,2,,VND,415000,0,830000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-056,Nguyễn Thị Đào,10/16/2024,PR24/10-061,0700100030000000,nhớt 10,LIT,4000,LIT,4000,,VND,30909.0909,12363636,123636364,CÔNG TY TNHH TM HUY BÌNH PHÁT,NCC010046
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-082,0700100171000000,Nhớt castrol 20W50.,LIT,36,LIT,36,,VND,91667,0,3300012,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-024,Nguyễn Thị Đào,11/11/2024,PR24/11-026,0700100171000000,Nhớt castrol 20W50.,LIT,18,LIT,18,,VND,1,0,18,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-001,Nguyễn Thị Đào,10/2/2024,PR24/10-004,MDM-FLNHUVANG,Nhũ Vàng FL,KG,10,KG,10,,VND,202000,202000,2020000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-023,Nguyễn Thị Đào,11/7/2024,PR24/11-023,MDM-FLNHUVANG,Nhũ Vàng FL,KG,25,KG,25,,VND,202000,505000,5050000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-061,Nguyễn Thị Đào,10/19/2024,PR24/10-063,09061039000000,Nối 2 đầu ren ngoài phi 60mm - 1 đầu lồi - 1 đầu lõm.,CAI,2,CAI,2,,VND,180000,0,360000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-106,Nguyễn Thị Đào,10/30/2024,PR24/10-106,0906100090000000,NỐI HƠI 1 ĐẦU REN 17/10,Cái,10,Cái,10,,VND,5000,0,50000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-061,Nguyễn Thị Đào,10/19/2024,PR24/10-063,09061038000000,Nối kép 2 đầu ren ngoài phi 60mm.,CAI,5,CAI,5,,VND,29000,0,145000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-051,Nguyễn Thị Đào,10/16/2024,PR24/10-054,09061037000000,Nối kép inox ren ngoài 42mm.,CAI,4,CAI,4,,VND,50000,0,200000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-061,Nguyễn Thị Đào,10/19/2024,PR24/10-063,09061001060000000,Nối sắt 2 đầu ren trong phi 60mm.,CAI,15,CAI,15,,VND,29000,0,435000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-080,090610210200000,Nối thẳng áp lực ren trong M16xP1.5mm - dài 30mm.,CAI,5,CAI,5,,VND,1,0,5,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-106,Nguyễn Thị Đào,10/30/2024,PR24/10-106,0906100500000000,NỐI THẲNG HƠI 12/12,Cái,10,Cái,10,,VND,2700,0,27000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
